Date,Machakos,Mombasa
2016-01-01,5.663050592336632,5.663050592336632
2016-01-15,5.665145711442798,5.665145711442798
2016-02-01,5.672257771114077,5.672257771114077
2016-02-15,5.658435682791919,5.651678900329039
2016-03-01,5.651305418522216,5.616937775018008
2016-03-15,5.644468629777895,5.559612094317776
2016-04-01,5.2372561914830325,5.508948156693528
2016-04-15,5.2546044479129295,5.6263395456444005
2016-05-01,5.2568218721470785,5.628726783762941
2016-05-15,5.251565057688284,5.623469969304146
2016-06-01,5.467497122992928,5.648495052856374
2016-06-15,5.537016488401119,5.645324684896288
2016-07-01,5.537539385333272,5.642164336412144
2016-07-15,5.533469158949079,5.701232614430102
2016-08-01,5.532418680015416,5.7330818821748855
2016-08-15,5.5313670964152335,5.75819389314574
2016-09-01,5.529654802134344,5.732670950171132
2016-09-15,5.562680974575331,5.6348541569084265
2016-10-01,5.594651199935008,5.726462901680004
2016-10-15,5.624883450128195,5.720646562679751
2016-11-01,5.619678783453023,5.715593832472825
2016-11-15,5.614208968142071,5.709519147946396
2016-12-01,5.607079950536025,5.7042127310879
2016-12-15,5.601256645229004,5.698466882606674
2017-01-01,5.592101676982761,5.828932639445087
2017-01-15,5.571691493926981,5.8083487644079135
2017-02-01,5.71808494893371,5.798502773635724
2017-02-15,5.84575867635821,5.894760727380856
2017-03-01,5.844499814945302,5.893770863952085
2017-03-15,5.834345209659806,5.931263106852228
2017-04-01,5.823634251278926,6.044876058755317
2017-04-15,6.04216558817297,6.040135130622588
2017-05-01,6.038454229669367,6.08743755590237
2017-05-15,6.139219946114761,6.156595783368672
2017-06-01,6.135997253363657,6.106228931967803
2017-06-15,6.145474694950575,6.10914137552613
2017-07-01,6.054093521706231,6.0124208253056635
2017-07-15,5.827897636831899,6.0093684917455406
2017-08-01,5.821020721157123,5.798358695976124
2017-08-15,5.830917088735715,5.8025463916065
2017-09-01,5.8043098052638795,5.731476442585433
2017-09-15,,5.615090218675191
2017-10-01,,5.585998293645282
2017-10-15,,5.647585063326344
2017-11-01,,5.648741429460785
2017-11-15,,5.643752455676265
2017-12-01,,5.546241847490208
2017-12-15,,5.569821059405653
2018-01-01,,5.594161829927926
2018-01-15,5.526340729972224,5.625046498777687
2018-02-01,5.556322220511225,5.6259706148010675
2018-02-15,5.522802048257198,5.562411186352244
2018-03-01,5.488603902297297,5.488603902297297
2018-03-15,5.519252533139814,5.481896746596045
2018-04-01,5.478688512148342,5.478688512148342
2018-04-15,5.511094959273008,5.442339363857878
2018-05-01,5.365619232099011,5.404987014890031
2018-05-15,5.329098957286026,5.476969285325734
2018-06-01,5.246206386990925,5.51190955272393
2018-06-15,5.272187854255054,5.516384814767096
2018-07-01,5.164205250909102,5.451887323360883
2018-07-15,5.162662151664815,5.452128345910097
2018-08-01,5.15634815115492,5.298810832680764
2018-08-15,5.102240786696167,5.247015270894869
2018-09-01,5.284522603320849,5.197511226331219
2018-09-15,5.201488373782122,5.288499750771752
2018-10-01,5.245575859318381,5.110171222312179
2018-10-15,5.289217614825124,5.106058887618105
2018-11-01,5.362731166021395,5.198150143915265
2018-11-15,5.427156946595323,5.274217653954362
2018-12-01,5.354255934403439,5.348390814951041
2018-12-15,5.3505638617977445,5.3505638617977445
2019-01-01,5.351549122967573,5.352724675040466
2019-01-15,5.352533414353242,5.352533414353242
2019-02-01,5.360036012356825,5.360036012356825
2019-02-15,5.3523546480791975,5.313287179888288
2019-03-01,5.348555934109249,5.344731837670846
2019-03-15,5.340792538755065,5.336953762447899
2019-04-01,5.0706656562699335,5.476130764378098
2019-04-15,5.469077126936084,5.755085558829836
2019-05-01,5.329452972901233,5.807565399260921
2019-05-15,5.620864299829009,5.729077884469241
2019-06-01,5.618866877279254,5.7270804619194875
2019-06-15,5.617377670523267,5.743380796726998
2019-07-01,5.607528757326522,5.771672679766035
2019-07-15,5.597581877372754,5.7694321342994135
2019-08-01,5.630953741355395,5.747388497238671
2019-08-15,5.663247795754952,5.746629404694002
2019-09-01,5.72055307994949,5.743367757715662
2019-09-15,5.717611532290115,5.743795460590952
2019-10-01,5.716568792487795,5.74005315666646
2019-10-15,5.71552496424412,5.7270849619597355
2019-11-01,5.723996956778254,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,5.645532246460546
2020-02-01,,5.592702952799393
2020-02-15,,5.6137081930822825
