Date,Mbale,Tororo
2016-01-01,5.380096300829159,5.366612950491872
2016-01-15,5.315108037028888,5.340941584956898
2016-02-01,5.24560092612969,5.3145937976166415
2016-02-15,5.28347200357132,5.295622821353832
2016-03-01,5.291061483717872,5.291061483717872
2016-03-15,5.334696527843346,5.348429982859414
2016-04-01,,
2016-04-15,,
2016-05-01,,
2016-05-15,5.492372641406479,5.549749753989781
2016-06-01,5.5871529054176285,5.610142423642327
2016-06-15,5.55801951760426,5.602991124233586
2016-07-01,5.518558680276081,5.576141902958443
2016-07-15,5.458544154826388,5.4923782278421704
2016-08-01,5.426834949349819,5.423705056340891
2016-08-15,5.404544618028637,5.360092855457803
2016-09-01,5.454821743197266,5.454821743197266
2016-09-15,5.529090150862232,5.5281612144275725
2016-10-01,5.532587026491551,5.5139818386605155
2016-10-15,5.554161960903257,5.555958906579959
2016-11-01,5.6617284787816615,5.635625854879024
2016-11-15,5.73312151298501,5.656488286964094
2016-12-01,5.757206829097955,5.725621390378153
2016-12-15,5.732843320098814,5.695102992115967
2017-01-01,5.704078414783624,5.643596694341668
2017-01-15,5.685238653062714,5.687556151203077
2017-02-01,5.687940930497865,5.72931576756422
2017-02-15,5.722318971851242,5.722318971851242
2017-03-01,5.874231226657774,5.7813879192895
2017-03-15,5.999119475863482,5.969114394466924
2017-04-01,5.996356259907167,5.9628779560878975
2017-04-15,5.991297558814167,5.964084995289282
2017-05-01,5.983435180334269,5.983435180334269
2017-05-15,6.022404210803276,6.007103365847976
2017-06-01,5.938288464858283,6.029826072147289
2017-06-15,5.629472606775861,5.797147848052577
2017-07-01,5.373399411927151,5.1801395887336295
2017-07-15,5.372561740665815,5.372561740665815
2017-08-01,5.368581761113166,5.366130350325041
2017-08-15,5.526976439104388,5.423792202869158
2017-09-01,5.567445339952891,5.527474771622853
2017-09-15,5.467556005469715,5.471308355088266
2017-10-01,5.294200015198664,5.342139477487782
2017-10-15,5.399799209635835,5.342936347741292
2017-11-01,5.221686419060612,5.154580502417795
2017-11-15,5.151747804826485,5.154315200331731
2017-12-01,5.147636934939538,5.075605806730655
2017-12-15,5.1529607047350146,5.1529607047350146
2018-01-01,5.138928883350879,5.275061057675458
2018-01-15,5.149262200584922,5.133677469568224
2018-02-01,5.149232731651864,5.117816535418485
2018-02-15,5.144268082780344,5.211709363575876
2018-03-01,5.139302426889725,5.204488406774421
2018-03-15,5.132759470328324,5.054234707216013
2018-04-01,5.126191201696839,5.094273598728534
2018-04-15,5.123795709372973,5.123795709372973
2018-05-01,5.039616508713424,5.039616508713424
2018-05-15,5.106418986255821,5.073983710502667
2018-06-01,5.088471710456624,5.044143123349394
2018-06-15,5.072644476051474,5.072644476051474
2018-07-01,5.067713746135665,5.064955123696586
2018-07-15,4.852632210495289,4.53969047128427
2018-08-01,4.576458083982315,4.526104197836701
2018-08-15,4.603064564538843,4.526622869038901
2018-09-01,4.637137876021543,4.507543104770602
2018-09-15,4.630512510540956,
2018-10-01,4.562665145881269,4.468255461410195
2018-10-15,4.74422916271955,4.641371777279842
2018-11-01,4.752465479950549,4.8450582667783735
2018-11-15,4.943140500340458,4.943140500340458
2018-12-01,4.944059829839408,4.944059829839408
2018-12-15,4.949208222765956,4.8042179123373625
2019-01-01,5.127453117834954,5.019239533194721
2019-01-15,5.131306897043219,5.100216309973188
2019-02-01,5.135136234020068,5.033716055574165
2019-02-15,5.279048860197229,5.300741684808489
2019-03-01,5.289896626335981,5.227376269354647
2019-03-15,5.286030130137388,5.223509773156054
2019-04-01,5.27784012457078,5.367203805187378
2019-04-15,5.61253317730652,5.550062909233008
2019-05-01,5.609203151428446,5.563053355337969
2019-05-15,5.6081538451375605,5.520292489346226
2019-06-01,,5.500180573695616
2019-06-15,,5.579045065873803
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
