Date,Owino,Kasese
2016-01-01,6.425219904546283,6.465979102746381
2016-01-15,6.55895576741423,6.3640641162465394
2016-02-01,6.502364627366297,6.455550730509163
2016-02-15,6.494874353063846,6.491592672816966
2016-03-01,6.618277430407989,6.512276094478314
2016-03-15,6.605846195190644,6.562793188691354
2016-04-01,6.4525903644475,6.56363709979081
2016-04-15,6.552406136343881,6.630871307801319
2016-05-01,6.583306706487137,6.664316212353267
2016-05-15,6.615933575438553,6.494985536439013
2016-06-01,6.254477586647204,6.4973427750168735
2016-06-15,6.477066337580395,6.4774332427395285
2016-07-01,6.436759632406356,6.483002024496989
2016-07-15,6.394081671682812,6.505223694752854
2016-08-01,6.457941355652555,6.5629303312726694
2016-08-15,6.541643195727906,6.561512514144189
2016-09-01,6.556107830249778,6.555773996162218
2016-09-15,6.589533478879123,6.549849635989781
2016-10-01,6.5743119407576085,6.542930340016441
2016-10-15,6.398114045424532,6.5236865490992715
2016-11-01,6.273557312836522,6.533567448084982
2016-11-15,6.300161239991715,6.507800604769959
2016-12-01,6.461141600786897,6.462571193596491
2016-12-15,6.506716735358224,6.462358144829634
2017-01-01,6.503766816133705,6.462145141442885
2017-01-15,6.540788747110095,6.470067619684719
2017-02-01,6.538853054717605,
2017-02-15,6.638017812616077,
2017-03-01,6.6359067418606585,6.493465281379583
2017-03-15,6.751808050114444,6.517169360001271
2017-04-01,6.750390632850896,6.441928821597718
2017-04-15,6.798991123381322,6.43695806696297
2017-05-01,6.795426603304579,6.431272514122744
2017-05-15,6.477932645340147,6.515723917055652
2017-06-01,6.275183266455148,6.52673237592274
2017-06-15,6.277598763045304,6.48892797440099
2017-07-01,6.37044067943786,6.491349319745419
2017-07-15,6.451455080544969,6.493243890620956
2017-08-01,6.447769105613445,6.488305752721292
2017-08-15,6.4454039239282785,6.483447248284074
2017-09-01,6.479296931875494,6.478612234827176
2017-09-15,6.513422950125465,6.475733428696675
2017-10-01,6.491903206511004,6.510595339523157
2017-10-15,6.246809878751679,6.458426674196753
2017-11-01,6.200410091507986,6.404032818634217
2017-11-15,6.097921742852849,6.343174366847618
2017-12-01,6.222810650635631,6.337221001813375
2017-12-15,6.341429322524985,6.249862128999495
2018-01-01,6.286661969353938,6.373673346343568
2018-01-15,6.293222309231491,6.3796861909980285
2018-02-01,5.9749443426336715,6.199441379378957
2018-02-15,6.08959064733516,6.201716136854186
2018-03-01,6.09620787791807,
2018-03-15,6.077799615488465,
2018-04-01,6.2691793717656585,
2018-04-15,6.065927672431015,
2018-05-01,6.00311230054583,6.213012947801603
2018-05-15,5.93608511352962,6.2602176904912215
2018-06-01,5.737290303909339,6.244142036553056
2018-06-15,5.7954405532111,6.216026998630689
2018-07-01,5.85039437311795,5.909090926113141
2018-07-15,5.864851360215098,5.866086690823091
2018-08-01,5.869226387091382,5.933305243775905
2018-08-15,5.852730596523678,5.78338317796689
2018-09-01,6.023432237141434,5.963328313071728
2018-09-15,6.014703821464067,5.986953908511165
2018-10-01,6.020651435457276,5.965710317425975
2018-10-15,5.84284145138766,6.023490766989252
2018-11-01,5.847339446508051,5.7762040996434525
2018-11-15,5.713477319591533,5.980227556002278
2018-12-01,5.85911523110557,5.98551370466757
2018-12-15,5.8667251963633555,5.8667251963633555
2019-01-01,6.040662183171701,5.858340626377746
2019-01-15,6.047597628917374,5.988757128894441
2019-02-01,6.054468022470003,5.934151415658526
2019-02-15,6.251620427969974,5.93420264431796
2019-03-01,6.170044155741471,5.713946972747484
2019-03-15,6.235529533008196,5.8524256050581895
2019-04-01,6.274307334435037,5.846113975249317
2019-04-15,6.389061966805516,6.020066538478743
2019-05-01,6.456945258824288,5.956503026701722
2019-05-15,6.452777907140362,5.898169640935562
2019-06-01,6.344497805944682,6.220726728443676
2019-06-15,6.3903324887379735,6.241169350421754
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
