Date,Gitega,Kigali
2016-01-01,6.555201566713393,6.542949571927629
2016-01-15,6.554927815925841,6.5328452091628675
2016-02-01,6.640061667464929,6.491584640558865
2016-02-15,6.625934183072725,6.529926072459026
2016-03-01,6.611977484199415,6.50209315646616
2016-03-15,6.611630181391524,6.508785577192905
2016-04-01,6.420471500272277,6.393959069372675
2016-04-15,6.338539633279884,6.428558123083476
2016-05-01,6.389106889888386,6.434658363440602
2016-05-15,6.525878007915254,6.40616155682553
2016-06-01,6.605427101989923,6.42210990381126
2016-06-15,6.395156963212513,6.451228725898029
2016-07-01,6.291596680163449,6.409914251384309
2016-07-15,6.24536514313323,6.379463643047206
2016-08-01,6.3443007194227174,6.366924193610912
2016-08-15,6.520400855227172,6.370332891679585
2016-09-01,6.519407263256823,6.36276153907193
2016-09-15,6.524855413696548,6.364963630451284
2016-10-01,6.548590370465644,6.4301660741235915
2016-10-15,6.738399279456277,6.397130954596387
2016-11-01,6.788854218351428,6.316348069458082
2016-11-15,6.775275018060396,6.327422859653935
2016-12-01,6.820742151103207,6.330997027072136
2016-12-15,6.800904323491358,6.329449294029392
2017-01-01,6.554426726648483,6.295078156008032
2017-01-15,6.631597045978958,6.221348180484063
2017-02-01,6.460845423365843,6.230457468036351
2017-02-15,6.450899422394089,6.162556965756881
2017-03-01,6.445122354215683,6.180794742291233
2017-03-15,6.512763075041591,6.154956133672827
2017-04-01,6.445954217953043,6.147860606432022
2017-04-15,6.517745135747626,6.150192084788358
2017-05-01,6.5056591931481345,6.25945436893988
2017-05-15,6.522935379097491,6.247702982524601
2017-06-01,6.517378938876149,6.124835039259821
2017-06-15,6.519882221977137,6.089406230727802
2017-07-01,6.446367436714035,6.049112543595321
2017-07-15,6.363567750828419,6.099758794000911
2017-08-01,6.357725883369943,6.04281928172804
2017-08-15,6.424542346216506,6.1628190976380814
2017-09-01,6.553135841310992,6.099678178768624
2017-09-15,6.608783318257338,6.104195661843307
2017-10-01,6.538284257588735,6.108632012490093
2017-10-15,6.571052762583975,6.114383234047157
2017-11-01,6.60172521678432,6.1202778103196716
2017-11-15,6.611038093101472,6.128160232519856
2017-12-01,6.477577015290735,6.136611746278036
2017-12-15,6.410762666473887,6.136377057199373
2018-01-01,6.415967239608131,6.1356656687811855
2018-01-15,6.418132829917909,6.116800713298378
2018-02-01,6.341947216020505,6.127755484831489
2018-02-15,6.2575397613385135,6.141389938410206
2018-03-01,6.346366134035198,6.092001733351607
2018-03-15,6.343270842315979,6.080600658762584
2018-04-01,6.340185101871209,6.114505725023713
2018-04-15,6.335942094428762,6.122207800467896
2018-05-01,6.4122020062373215,6.089497161307324
2018-05-15,6.417693559310212,6.086782900304782
2018-06-01,6.496356093703037,6.107145710389409
2018-06-15,6.347695630324375,6.1185064163344025
2018-07-01,6.352585617452547,6.007221894000218
2018-07-15,6.270091191171099,5.999235081840465
2018-08-01,6.273439644988426,5.941793509760009
2018-08-15,6.083312170427689,5.940086642981652
2018-09-01,6.376958065268908,6.048587957805855
2018-09-15,6.3801972442357435,6.206653541702109
2018-10-01,6.387143325499521,6.261103475445449
2018-10-15,6.457321065777353,6.2621325198278495
2018-11-01,6.454048107157308,6.25983825818371
2018-11-15,6.456754468755051,6.31762819193753
2018-12-01,6.529703468401219,6.343771363614148
2018-12-15,6.52449427248885,6.4081191200875605
2019-01-01,6.586199804956768,6.403764268107632
2019-01-15,6.590039753668052,6.12003525298096
2019-02-01,6.525584369445276,6.261116503080075
2019-02-15,6.444498952395902,6.103828296092471
2019-03-01,6.305165117414319,6.100748812389074
2019-03-15,6.251521140128388,6.2198476327515735
2019-04-01,6.2402008446473065,6.245046106770489
2019-04-15,6.323733245468043,6.267030882233326
2019-05-01,6.403968822122032,6.404836673793912
2019-05-15,6.415645157541168,6.343115958118999
2019-06-01,6.425401224899077,6.253105021372525
2019-06-15,6.341565070455577,6.25039826009862
2019-07-01,6.377180869266641,
2019-07-15,,
2019-08-01,,
2019-08-15,6.476996392112063,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
