Date,Kasese,Ruhengeri
2016-01-01,5.348347602514579,
2016-01-15,5.266285508327007,5.686382421893085
2016-02-01,5.195917505983043,5.482212555954618
2016-02-15,5.185958910135953,5.343785744428647
2016-03-01,5.221032879357389,5.317259692350922
2016-03-15,5.223111132440883,5.462798568075496
2016-04-01,5.136295417425962,5.5898220860739505
2016-04-15,5.567012749439217,5.64041055206493
2016-05-01,5.567228546636379,5.723646630114792
2016-05-15,5.527192406565706,5.633496878688155
2016-06-01,5.497373022466234,5.647826310704707
2016-06-15,5.490471258621478,5.442972920479464
2016-07-01,5.485513885498625,5.637366665183314
2016-07-15,5.429794741540402,5.828100996868503
2016-08-01,5.3589575269467336,5.818129277922894
2016-08-15,5.397093811872772,5.873783954270277
2016-09-01,5.4159222635835285,5.746517346180854
2016-09-15,5.409913386757244,5.757736228865874
2016-10-01,5.408099538487851,5.820826850835738
2016-10-15,5.500594215194037,5.882635601941433
2016-11-01,5.526585482262797,5.877459274311107
2016-11-15,5.500995865354972,5.87745251160922
2016-12-01,5.546280461722336,5.932549491622618
2016-12-15,5.546067412955479,5.935301379881539
2017-01-01,5.54585440956873,5.783709938631334
2017-01-15,5.556347597857354,5.771307253815568
2017-02-01,,5.758748808539532
2017-02-15,,5.749359274202527
2017-03-01,5.587182265971364,5.748888479187723
2017-03-15,5.628726455502891,5.745864548335489
2017-04-01,5.476937271098081,5.742168303048542
2017-04-15,5.615586711787795,5.896988466668348
2017-05-01,5.785360236914406,5.902075447499354
2017-05-15,5.93045064721963,5.90847120073121
2017-06-01,5.869718158346983,5.909609747127564
2017-06-15,5.797147848052577,5.907674470471145
2017-07-01,5.798202139185474,5.352890014635128
2017-07-15,5.487085169245161,5.576571269155546
2017-08-01,5.4286507073063754,5.572610923236017
2017-08-15,5.423792202869158,5.657981515716713
2017-09-01,5.523922370018485,5.8024266553006925
2017-09-15,5.61415947966159,5.79558037972506
2017-10-01,5.699665123306827,5.8770732642505985
2017-10-15,5.504657086429095,5.8797785777764275
2017-11-01,5.509969272545783,5.888558694303065
2017-11-15,5.509835631923639,5.902518315739796
2017-12-01,5.399951863554027,5.571507339385583
2017-12-15,4.997954958588023,5.570072281113154
2018-01-01,5.364153600868913,5.5703137274502375
2018-01-15,5.398856937986302,5.446643050963132
2018-02-01,5.340960086732695,5.39362695989835
2018-02-15,5.2955299611516224,5.226505346913041
2018-03-01,,5.21888317334266
2018-03-15,,5.209444807921487
2018-04-01,,5.169102939642798
2018-04-15,,5.302409381441243
2018-05-01,5.031057255317754,5.386743758941939
2018-05-15,4.957573358658255,5.393635719744837
2018-06-01,4.92706805232435,5.5153510240897505
2018-06-15,4.736172239430261,5.404346046175641
2018-07-01,4.733992542886342,5.212594957636131
2018-07-15,4.666220668449808,5.141937138118678
2018-08-01,4.4730797295284805,5.1392737720522765
2018-08-15,4.502981105981861,5.347775083481243
2018-09-01,4.522474967701403,5.293802470598628
2018-09-15,4.523722180934396,5.299020872571068
2018-10-01,,5.083275951223835
2018-10-15,,5.085961996813865
2018-11-01,4.527454514461543,5.251980332784065
2018-11-15,4.651334710704814,5.281033476975662
2018-12-01,4.652254040203766,5.313842779635041
2018-12-15,4.683771759261495,5.322465976061956
2019-01-01,4.942049894503591,5.255925038674372
2019-01-15,5.057198924889497,5.202292790873619
2019-02-01,5.033716055574165,5.261626827350946
2019-02-15,5.031486781534874,5.295327034191545
2019-03-01,4.774732600971392,5.422927602307355
2019-03-15,4.711146870071177,5.359956589339543
2019-04-01,4.660042381252621,5.444418887112604
2019-04-15,5.081759205498516,5.478250628743873
2019-05-01,5.377469152909199,5.465165493275693
2019-05-15,5.427699702518401,5.465558602968684
2019-06-01,5.52419544989949,5.504621008416834
2019-06-15,5.549679171069438,5.548958411605434
2019-07-01,,
2019-07-15,,5.632138716262267
2019-08-01,,5.620340833198896
2019-08-15,,5.593844477669925
2019-09-01,,5.495615016389327
2019-09-15,,5.591207921877089
2019-10-01,,5.550513873773169
2019-10-15,,5.568693588168818
2019-11-01,,5.614719734401652
2019-11-15,,5.829185556865135
2019-12-01,,5.773842846645338
2019-12-15,,5.747925345648429
2020-01-01,,5.72131821467929
2020-01-15,,5.710345222818582
2020-02-01,,5.533089301487605
2020-02-15,,5.450571205152485
