Date,Gitega,Ngozi
2016-01-01,6.555201566713393,6.408598092521518
2016-01-15,6.554927815925841,6.460386571184393
2016-02-01,6.640061667464929,6.406835352772732
2016-02-15,6.625934183072725,6.391840125994663
2016-03-01,6.611977484199415,6.296030483522933
2016-03-15,6.611630181391524,6.273848186888247
2016-04-01,6.420471500272277,6.294783285108781
2016-04-15,6.338539633279884,6.392427514520984
2016-05-01,6.389106889888386,6.388299461503785
2016-05-15,6.525878007915254,6.269464588382725
2016-06-01,6.605427101989923,6.372081429814081
2016-06-15,6.395156963212513,6.3003969465061225
2016-07-01,6.291596680163449,6.120506342938995
2016-07-15,6.24536514313323,6.295020733579091
2016-08-01,6.3443007194227174,6.519673742875945
2016-08-15,6.520400855227172,6.4416763881801264
2016-09-01,6.519407263256823,6.519407263256823
2016-09-15,6.524855413696548,6.5203903538998285
2016-10-01,6.548590370465644,6.682205652188828
2016-10-15,6.738399279456277,6.670113371590146
2016-11-01,6.788854218351428,6.65424869187546
2016-11-15,6.775275018060396,6.6416697947296495
2016-12-01,6.820742151103207,6.553897505127037
2016-12-15,6.800904323491358,6.54101188514996
2017-01-01,6.554426726648483,6.449479519531361
2017-01-15,6.631597045978958,6.414818536217622
2017-02-01,6.460845423365843,6.378461541908261
2017-02-15,6.450899422394089,6.37080326022368
2017-03-01,6.445122354215683,6.368019960333542
2017-03-15,6.512763075041591,6.5124627296421265
2017-04-01,6.445954217953043,6.445954217953043
2017-04-15,6.517745135747626,6.516549320956398
2017-05-01,6.5056591931481345,6.506867652509703
2017-05-15,6.522935379097491,6.591508875447241
2017-06-01,6.517378938876149,6.446628082758299
2017-06-15,6.519882221977137,6.5192746885441135
2017-07-01,6.446367436714035,6.447677623603061
2017-07-15,6.363567750828419,6.363567750828419
2017-08-01,6.357725883369943,6.433842118035297
2017-08-15,6.424542346216506,6.4275111757103085
2017-09-01,6.553135841310992,6.4123364946585975
2017-09-15,6.608783318257338,6.475870163674145
2017-10-01,6.538284257588735,6.538860792629208
2017-10-15,6.571052762583975,6.538421125648342
2017-11-01,6.60172521678432,6.5368254892133475
2017-11-15,6.611038093101472,6.4744889398395555
2017-12-01,6.477577015290735,6.324049000489821
2017-12-15,6.410762666473887,6.243342928811339
2018-01-01,6.415967239608131,6.24830284061415
2018-01-15,6.418132829917909,6.254981189231674
2018-02-01,6.341947216020505,6.341947216020505
2018-02-15,6.2575397613385135,6.2575397613385135
2018-03-01,6.346366134035198,6.209293439928298
2018-03-15,6.343270842315979,6.256656369479209
2018-04-01,6.340185101871209,6.2519820663493
2018-04-15,6.335942094428762,6.248467125921177
2018-05-01,6.4122020062373215,6.328791157959663
2018-05-15,6.417693559310212,6.336530152203006
2018-06-01,6.496356093703037,6.257008302039652
2018-06-15,6.347695630324375,6.166247054816765
2018-07-01,6.352585617452547,6.171137041944937
2018-07-15,6.270091191171099,6.1250332800597125
2018-08-01,6.273439644988426,6.123522895804605
2018-08-15,6.083312170427689,6.1882842611437505
2018-09-01,6.376958065268908,6.2924006772408445
2018-09-15,6.3801972442357435,6.295316360728404
2018-10-01,6.387143325499521,6.387876194715173
2018-10-15,6.457321065777353,6.378183745218629
2018-11-01,6.454048107157308,6.287855932293237
2018-11-15,6.456754468755051,6.376599142127626
2018-12-01,6.529703468401219,6.376599142127626
2018-12-15,6.52449427248885,6.325567986637661
2019-01-01,6.586199804956768,6.273903548211585
2019-01-15,6.590039753668052,6.2773116492901835
2019-02-01,6.525584369445276,6.2855694964183035
2019-02-15,6.444498952395902,6.277072728548387
2019-03-01,6.305165117414319,6.347985114597247
2019-03-15,6.251521140128388,6.296328635334328
2019-04-01,6.2402008446473065,6.367343755987394
2019-04-15,6.323733245468043,6.363649852873486
2019-05-01,6.403968822122032,6.3643035657296
2019-05-15,6.415645157541168,6.247958681786288
2019-06-01,6.425401224899077,6.304647976523542
2019-06-15,6.341565070455577,6.159546039756805
2019-07-01,6.377180869266641,
2019-07-15,,
2019-08-01,,
2019-08-15,6.476996392112063,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
