Date,Tororo,Owino
2016-01-01,6.296387032703314,6.549089386259068
2016-01-15,6.320586014466735,6.577317384946351
2016-02-01,6.344213214797799,6.518566601942577
2016-02-15,6.363161473397284,6.535536160018683
2016-03-01,6.481904996602015,6.677355844837763
2016-03-15,6.429551051454128,6.605846195190644
2016-04-01,,6.540388189406946
2016-04-15,,6.552406136343881
2016-05-01,,6.591873480460989
2016-05-15,6.1874863909384645,6.615933575438553
2016-06-01,6.2517202319590135,6.449038453929686
2016-06-15,6.357125011186533,6.477066337580395
2016-07-01,6.342784438973655,6.437522699974859
2016-07-15,6.3932870748988515,6.44215294216079
2016-08-01,6.388736192476026,6.436160547191164
2016-08-15,6.47410698873742,6.5423232365565624
2016-09-01,6.512793301594033,6.556107830249778
2016-09-15,6.547504969030527,6.589533478879123
2016-10-01,6.541587156469973,6.5743119407576085
2016-10-15,6.441994004612874,6.398114045424532
2016-11-01,6.374409866289913,6.381882860752917
2016-11-15,6.294226504471901,6.43848880487973
2016-12-01,6.289492503883714,6.500073397992073
2016-12-15,6.394385161243428,6.509105407369265
2017-01-01,6.540097754301309,6.6114883655834955
2017-01-15,6.577578956256621,6.61245173027075
2017-02-01,6.6115778845739985,6.607299149439882
2017-02-15,6.638905517956219,6.749134376931457
2017-03-01,6.641214923006386,6.788620214694112
2017-03-15,6.825240168977693,6.867545437902375
2017-04-01,6.834685450311611,6.861353697393771
2017-04-15,6.843377829081585,6.856648166002482
2017-05-01,6.848876293235224,6.848876293235224
2017-05-15,6.55213886379743,6.515723917055652
2017-06-01,6.319800331943955,6.443179353104459
2017-06-15,6.32383068556651,6.369176518407709
2017-07-01,6.367735363778243,6.451225325979993
2017-07-15,6.368444483235205,6.491195409194483
2017-08-01,6.363348068111329,6.4869349505875125
2017-08-15,6.402890709992056,6.484474118132993
2017-09-01,6.39953937633255,6.516910499473327
2017-09-15,6.51408323407154,6.618651356660965
2017-10-01,6.510595339523157,6.615360439861219
2017-10-15,6.421128797400659,6.39917401875369
2017-11-01,6.29596660706919,6.382430488835728
2017-11-15,6.203880881695268,6.299680577704196
2017-12-01,6.222371379818112,6.35930208488863
2017-12-15,6.296693428683594,6.424592157534765
2018-01-01,6.286661969353938,6.413767803545446
2018-01-15,6.293222309231491,6.459265399242641
2018-02-01,6.338144228160699,6.460625784598636
2018-02-15,6.493716170514268,6.566099178177021
2018-03-01,6.524300611548169,6.602245940175688
2018-03-15,6.520355067806187,6.620500447784904
2018-04-01,6.644707197559188,6.734581445098495
2018-04-15,6.542805529109412,6.745720776779637
2018-05-01,,6.722959450631854
2018-05-15,6.30130810535935,6.386170099468836
2018-06-01,6.00530430091895,6.1455842682179815
2018-06-15,6.022433748000113,6.172172096591272
2018-07-01,6.06290222022528,6.157100877128949
2018-07-15,5.986883014610757,6.153768763274872
2018-08-01,6.050321702162092,6.156908459543163
2018-08-15,6.0338106882295675,6.140722794578813
2018-09-01,6.0801275808179795,6.223818801333028
2018-09-15,6.1204853011356875,6.216999989388145
2018-10-01,6.126011951115102,6.309119362566396
2018-10-15,6.024536245390805,6.223781017326023
2018-11-01,5.911409693228261,6.137826569887441
2018-11-15,5.921652255211821,6.1471133046663935
2018-12-01,5.924889082851135,6.148032634165344
2018-12-15,6.0478205114340655,6.154407268815136
2019-01-01,6.146022698829527,6.2906039276406345
2019-01-15,6.246782991763333,6.373813365371398
2019-02-01,6.253849702009266,6.418604935085321
2019-02-15,6.359961571765939,6.455001152190991
2019-03-01,6.372508573657649,6.445987944428703
2019-03-15,6.36423354717429,6.546800532856458
2019-04-01,6.530603093066148,6.602490322579463
2019-04-15,6.49623950287164,6.626953374754281
2019-05-01,,6.680488463777335
2019-05-15,,6.671897308154846
2019-06-01,6.385439196322042,6.492660443927318
2019-06-15,6.468615407132018,6.558265308079828
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
