Date,Kigali,Kamembe
2016-01-01,6.070382203918308,
2016-01-15,6.036357173261998,
2016-02-01,6.056300376498575,
2016-02-15,6.0050341779078815,
2016-03-01,5.9455523460825646,
2016-03-15,5.8929182136723295,
2016-04-01,5.854389601226159,
2016-04-15,5.8814509173696505,
2016-05-01,5.890037364836552,
2016-05-15,5.853221623253579,
2016-06-01,5.890362199234257,
2016-06-15,5.92439075100964,
2016-07-01,5.902680216907551,
2016-07-15,5.951651236247045,
2016-08-01,5.954290596024135,
2016-08-15,5.9042431617549855,
2016-09-01,5.913236441169735,
2016-09-15,5.921032241515324,
2016-10-01,6.008580251512054,
2016-10-15,5.9850506073695025,
2016-11-01,5.928936826906347,
2016-11-15,5.975777264120205,
2016-12-01,5.963533037142585,
2016-12-15,6.015791735174351,
2017-01-01,5.979062459416928,
2017-01-15,5.926263505101222,
2017-02-01,6.022949139096596,
2017-02-15,6.034641208351415,
2017-03-01,6.035377742432729,
2017-03-15,6.02979299071882,5.98790204900966
2017-04-01,6.027803291878598,5.8942718992540755
2017-04-15,6.068591596446832,5.745182453800344
2017-05-01,6.061243699318592,5.900901049243412
2017-05-15,6.043174239652624,6.041636172187146
2017-06-01,6.058110932608352,5.910786217851494
2017-06-15,6.053366294244605,5.908853020990589
2017-07-01,5.998734630366377,5.911038020125913
2017-07-15,5.981490674658081,5.907886438557325
2017-08-01,6.034597241576024,5.860907057727357
2017-08-15,6.034166389744794,6.039276262897065
2017-09-01,6.02454403925959,6.02454403925959
2017-09-15,5.992748444636009,6.327715790077802
2017-10-01,6.008842541881721,6.327670314523226
2017-10-15,6.001054548740154,6.334514734891375
2017-11-01,6.008996363851821,5.737791438939411
2017-11-15,6.023010932408279,5.748963051232302
2017-12-01,6.040777869158783,6.039205129647183
2017-12-15,6.039446517702006,5.90606501640655
2018-01-01,6.087828339367025,5.906306462743634
2018-01-15,6.063056437291688,5.56778743432222
2018-02-01,6.056438143849156,5.344637572698077
2018-02-15,6.026183318279003,5.330928655379493
2018-03-01,5.5909322845309815,5.325651148768367
2018-03-15,5.56188544772143,5.316212783347193
2018-04-01,5.527471364087863,5.352231273406693
2018-04-15,5.481561363473918,5.302409381441243
2018-05-01,5.533698171898602,5.293747502268011
2018-05-15,5.542255412020562,5.346195994673276
2018-06-01,5.299068563155487,5.296929524906737
2018-06-15,5.4004775693977205,5.256929398529727
2018-07-01,5.410059494532649,5.224263701470508
2018-07-15,5.401591898315803,5.144446549724103
2018-08-01,5.294859172355196,5.299151024436736
2018-08-15,5.297555326502216,5.188851124901327
2018-09-01,5.293802470598628,5.135332129626853
2018-09-15,5.011338800119288,5.194617752869569
2018-10-01,5.016584576725163,5.14579630820517
2018-10-15,5.019270622315193,5.306952694766974
2018-11-01,5.358025545490209,5.52586908310351
2018-11-15,5.378568351802099,5.305237078716549
2018-12-01,5.4321067001287755,5.313842779635041
2018-12-15,5.447376625642572,5.3095068314194505
2019-01-01,5.404819464612802,5.179697673286487
2019-01-15,5.5279841892923836,5.305714382026771
2019-02-01,5.528546908354297,5.306277101088684
2019-02-15,5.39301627935272,5.014896625135084
2019-03-01,5.392037115288017,4.99243712663225
2019-03-15,5.491974740817798,4.9823262802248225
2019-04-01,5.4842071371710155,5.099795438260684
2019-04-15,5.545228445913004,5.254218583368548
2019-05-01,5.484686965020713,5.241125482914446
2019-05-15,5.465558602968684,5.243758235200941
2019-06-01,5.4659518672576795,5.143007782837518
2019-06-15,5.462922414617662,5.108300859490772
2019-07-01,5.577731186615705,
2019-07-15,,
2019-08-01,5.7740598272866634,
2019-08-15,5.704422129605038,
2019-09-01,5.600975532047153,
2019-09-15,5.655936394577584,
2019-10-01,5.652093666591089,
2019-10-15,5.628961640182937,
2019-11-01,5.675344356218087,
2019-11-15,5.9109087142332,
2019-12-01,5.951268432827086,
2019-12-15,5.940914398557166,
2020-01-01,5.872141104413873,
2020-01-15,5.815964772281768,
2020-02-01,5.583922367286838,
2020-02-15,5.514490722865772,
