Date,Lira,Owino
2016-01-01,6.436148975078473,6.425219904546283
2016-01-15,6.457163050239392,6.55895576741423
2016-02-01,6.477744607422322,6.502364627366297
2016-02-15,6.473162368611613,6.494874353063846
2016-03-01,6.523607660487864,6.618277430407989
2016-03-15,6.533219508232758,6.605846195190644
2016-04-01,,6.4525903644475
2016-04-15,,6.552406136343881
2016-05-01,,6.583306706487137
2016-05-15,6.570768831484161,6.615933575438553
2016-06-01,6.447526166306873,6.254477586647204
2016-06-15,6.497048837167734,6.477066337580395
2016-07-01,6.44208891795444,6.436759632406356
2016-07-15,6.39527238426644,6.394081671682812
2016-08-01,6.434640790059747,6.457941355652555
2016-08-15,6.518242265563295,6.541643195727906
2016-09-01,6.428850818889928,6.556107830249778
2016-09-15,6.510267532685133,6.589533478879123
2016-10-01,6.391014297990599,6.5743119407576085
2016-10-15,6.298152694444477,6.398114045424532
2016-11-01,6.223871551232857,6.273557312836522
2016-11-15,6.196020980739118,6.300161239991715
2016-12-01,6.238534386305067,6.461141600786897
2016-12-15,6.340190510855426,6.506716735358224
2017-01-01,6.381477238375431,6.503766816133705
2017-01-15,6.42374508302159,6.540788747110095
2017-02-01,6.463609134745814,6.538853054717605
2017-02-15,6.4792184918078,6.638017812616077
2017-03-01,6.464056484933999,6.6359067418606585
2017-03-15,6.5211481450910345,6.751808050114444
2017-04-01,6.519273661151749,6.750390632850896
2017-04-15,6.568966093550701,6.798991123381322
2017-05-01,6.645468105605275,6.795426603304579
2017-05-15,6.4782764651819384,6.477932645340147
2017-06-01,6.249941284569154,6.275183266455148
2017-06-15,6.228681848131042,6.277598763045304
2017-07-01,6.2659803117222515,6.37044067943786
2017-07-15,6.292194163201874,6.451455080544969
2017-08-01,6.271137464597169,6.447769105613445
2017-08-15,6.31769990597418,6.4454039239282785
2017-09-01,6.357140898896652,6.479296931875494
2017-09-15,6.394318037211166,6.513422950125465
2017-10-01,6.328273782729202,6.491903206511004
2017-10-15,6.210841089075997,6.246809878751679
2017-11-01,6.199958318290453,6.200410091507986
2017-11-15,6.123052407578428,6.097921742852849
2017-12-01,6.147113632420211,6.222810650635631
2017-12-15,6.203423649505542,6.341429322524985
2018-01-01,6.286661969353938,6.286661969353938
2018-01-15,6.293222309231491,6.293222309231491
2018-02-01,5.9749443426336715,5.9749443426336715
2018-02-15,5.972560340355643,6.08959064733516
2018-03-01,6.083188164709767,6.09620787791807
2018-03-15,6.0788112493633095,6.077799615488465
2018-04-01,6.040385496744466,6.2691793717656585
2018-04-15,5.9491645246753775,6.065927672431015
2018-05-01,5.939870241677762,6.00311230054583
2018-05-15,5.87386409053241,5.93608511352962
2018-06-01,5.714366664007403,5.737290303909339
2018-06-15,5.697583406584886,5.7954405532111
2018-07-01,5.758102304256531,5.85039437311795
2018-07-15,5.649097005083259,5.864851360215098
2018-08-01,5.800758587813922,5.869226387091382
2018-08-15,5.784712081816943,5.852730596523678
2018-09-01,5.841110680347479,6.023432237141434
2018-09-15,5.834065058504328,6.014703821464067
2018-10-01,5.839586949853373,6.020651435457276
2018-10-15,5.703204814444655,5.84284145138766
2018-11-01,5.6229466757934095,5.847339446508051
2018-11-15,5.634743279049029,5.713477319591533
2018-12-01,5.71724971807289,5.85911523110557
2018-12-15,5.721926078892491,5.8667251963633555
2019-01-01,5.922879147515317,6.040662183171701
2019-01-15,5.9865902808093505,6.047597628917374
2019-02-01,5.902844511033482,6.054468022470003
2019-02-15,6.155978518190804,6.251620427969974
2019-03-01,6.039841405289059,6.170044155741471
2019-03-15,6.14072173954953,6.235529533008196
2019-04-01,6.228322221193214,6.274307334435037
2019-04-15,6.308781135544713,6.389061966805516
2019-05-01,6.341989667879001,6.456945258824288
2019-05-15,6.304411448111898,6.452777907140362
2019-06-01,6.262089117465058,6.344497805944682
2019-06-15,6.2361818089107155,6.3903324887379735
2019-07-01,6.303076376165733,
2019-07-15,6.3657752624009465,
2019-08-01,6.281407734633152,
2019-08-15,6.032433588346935,
2019-09-01,6.322884097347818,
2019-09-15,6.320415923684844,
2019-10-01,6.134103882928899,
2019-10-15,6.262470026735534,
2019-11-01,6.266450263297433,
2019-11-15,6.267630637908428,
2019-12-01,6.221756494410192,
2019-12-15,6.026761147754391,
2020-01-01,6.020383092631721,
2020-01-15,6.022370671925227,
2020-02-01,6.34820162436381,
2020-02-15,6.350812651108987,
