Date,Eldoret,Nakuru
2016-01-01,5.40235996842717,5.481733555968683
2016-01-15,5.485834693801714,5.483828675074848
2016-02-01,5.562256875899748,5.489936214320122
2016-02-15,5.563125502987594,5.476114125997964
2016-03-01,5.5472578543800175,5.466277500130518
2016-03-15,5.540989582219774,5.466881610066053
2016-04-01,5.537548771526743,5.481495452284838
2016-04-15,5.591431987433599,5.496476984333416
2016-05-01,5.594001072389111,5.5432655543477125
2016-05-15,5.5852044312251925,5.538008739888918
2016-06-01,5.614821837749787,5.529055015992362
2016-06-15,5.6116514697897,5.566109449342783
2016-07-01,5.736872287953763,5.600755801257136
2016-07-15,5.702791461199394,5.59777702618181
2016-08-01,5.669684032815304,5.597390194910255
2016-08-15,5.5313670964152335,5.636358540284409
2016-09-01,5.565890650588389,5.634646246003519
2016-09-15,5.562781808867302,5.632367624338421
2016-10-01,5.559682602097261,5.587754620875948
2016-10-15,5.556127854713065,5.545394299069956
2016-11-01,5.618013504133962,5.541852143168398
2016-11-15,5.58030741646639,5.534443999673209
2016-12-01,5.573927743219124,5.530653883332676
2016-12-15,5.570668024203145,5.5611317577429045
2017-01-01,5.641291921173533,5.661878554781921
2017-01-15,5.635911086661275,5.681887239771205
2017-02-01,5.827643908543224,5.743950070141367
2017-02-15,5.819348123600469,5.7263850566222505
2017-03-01,5.769808922343714,5.760239471327563
2017-03-15,5.807437756739882,5.8884789667430075
2017-04-01,5.983108652229409,5.974431808203719
2017-04-15,5.959753612171627,6.016483642540626
2017-05-01,5.998624812023313,6.024153679527171
2017-05-15,5.959846070158149,6.0861772101302805
2017-06-01,5.9888055438607015,6.070589328954531
2017-06-15,5.996869315839742,6.048216372222951
2017-07-01,5.85614021922058,5.695959788303839
2017-07-15,5.8020564056480115,5.643533178408144
2017-08-01,5.772486606150529,5.604576828017877
2017-08-15,5.783397572767739,5.580056648749709
2017-09-01,5.718719359584662,5.586206400697214
2017-09-15,5.763783859039392,5.586102681801939
2017-10-01,5.649511699367608,5.564456449870527
2017-10-15,5.553816903873834,5.5087486184721275
2017-11-01,5.554973270008276,5.473799979964453
2017-11-15,5.521318248844151,5.433670941785395
2017-12-01,5.459230470500578,5.339125632083037
2017-12-15,5.469216360284354,5.332551805827794
2018-01-01,5.46268546713954,5.350815571296197
2018-01-15,5.481115631967288,5.426257271415242
2018-02-01,5.49897092403976,5.410063811885231
2018-02-15,5.49549659756693,5.423781289056337
2018-03-01,5.52262078757555,5.4168885937867035
2018-03-15,5.481896746596045,5.393311309781967
2018-04-01,5.478688512148342,5.289446512509814
2018-04-15,5.482449361196043,5.290854167616759
2018-05-01,5.475938750862315,5.245922320260343
2018-05-15,5.473526941134762,5.246063728676035
2018-06-01,5.246206386990925,5.246206386990925
2018-06-15,5.206229886463256,5.250681649034091
2018-07-01,5.206169450008134,5.2551770291148285
2018-07-15,5.162662151664815,5.253633929870541
2018-08-01,4.949812336240371,5.1110644082748955
2018-08-15,4.822899046160605,4.944734399021936
2018-09-01,4.879057495212685,4.974367675017009
2018-09-15,4.8184961215260165,4.770705457689668
2018-10-01,4.883897777989041,4.774698486024049
2018-10-15,4.820050455724354,4.942652777816686
2018-11-01,4.8108673548902905,4.943553796049248
2018-11-15,4.86663165427706,4.969441148143281
2018-12-01,4.983277002366445,4.966182569007144
2018-12-15,5.088590146056171,4.964441716532711
2019-01-01,5.040090552975195,4.964400760782645
2019-01-15,5.184068892220713,4.964359803355138
2019-02-01,5.191413299921033,4.977299155326217
2019-02-15,4.98633127202233,5.029581255816146
2019-03-01,5.037706802375934,5.024600454870633
2019-03-15,5.077086378178995,5.0745894979804085
2019-04-01,5.210427598645093,5.333029920737425
2019-04-15,5.431594033681344,5.650562213585073
2019-05-01,5.438255832750031,5.628563741176636
2019-05-15,5.649035176795705,5.609369920403274
2019-06-01,5.754895150102365,5.633051512271211
2019-06-15,5.743380796726998,5.538790733771096
2019-07-01,5.589840001006751,5.434711325991516
2019-07-15,5.5438376013660635,5.687858267239304
2019-08-01,5.587806427414205,5.72207068925438
2019-08-15,5.5870473348695375,5.718744201204467
2019-09-01,5.586288818109315,5.528957886370207
2019-09-15,5.525745210656986,5.500547027052287
2019-10-01,5.522532862906612,5.461518757151466
2019-10-15,5.521094538642053,5.458524012339249
2019-11-01,5.7214621011750655,5.4654229684845435
2019-11-15,5.42003448827531,5.4684175691905965
2019-12-01,5.329027928900238,5.468140731362956
2019-12-15,5.33365604618303,5.470192179309306
2020-01-01,5.468477821559049,5.465776359300752
2020-01-15,5.58726333833657,5.469123096032345
2020-02-01,5.587021119331962,5.466027808045331
2020-02-15,5.526948610126464,5.461402532228593
