Date,Makueni,Machakos
2016-01-01,,5.663050592336632
2016-01-15,,5.665145711442798
2016-02-01,5.672257771114077,5.672257771114077
2016-02-15,5.607201430095136,5.658435682791919
2016-03-01,,5.651305418522216
2016-03-15,5.462824809370439,5.644468629777895
2016-04-01,5.333949816285504,5.2372561914830325
2016-04-15,5.349462241371606,5.2546044479129295
2016-05-01,5.481943663473394,5.2568218721470785
2016-05-15,5.472726447798502,5.251565057688284
2016-06-01,5.467497122992928,5.467497122992928
2016-06-15,5.462340657061212,5.537016488401119
2016-07-01,5.536619845038593,5.537539385333272
2016-07-15,5.533469158949079,5.533469158949079
2016-08-01,5.533082327677524,5.532418680015416
2016-08-15,5.5313670964152335,5.5313670964152335
2016-09-01,5.567668428834388,5.529654802134344
2016-09-15,5.564559587113302,5.562680974575331
2016-10-01,5.559682602097261,5.594651199935008
2016-10-15,5.624883450128195,5.624883450128195
2016-11-01,5.619678783453023,5.619678783453023
2016-11-15,5.614208968142071,5.614208968142071
2016-12-01,5.607915721583421,5.607079950536025
2016-12-15,5.601256645229004,5.601256645229004
2017-01-01,5.593780938502481,5.592101676982761
2017-01-15,5.723653190756857,5.571691493926981
2017-02-01,5.852145456585041,5.71808494893371
2017-02-15,5.845122746289084,5.84575867635821
2017-03-01,5.844499814945302,5.844499814945302
2017-03-15,5.834345209659806,5.834345209659806
2017-04-01,5.824267363044296,5.823634251278926
2017-04-15,6.04216558817297,6.04216558817297
2017-05-01,6.038454229669367,6.038454229669367
2017-05-15,6.139219946114761,6.139219946114761
2017-06-01,6.135997253363657,6.135997253363657
2017-06-15,6.144547481161383,6.145474694950575
2017-07-01,6.063235281664326,6.054093521706231
2017-07-15,5.827897636831899,5.827897636831899
2017-08-01,5.821020721157123,5.821020721157123
2017-08-15,5.829008084019791,5.830917088735715
2017-09-01,5.748807832035669,5.8043098052638795
2017-09-15,5.661610234310085,
2017-10-01,5.649511699367608,
2017-10-15,5.661378385458679,
2017-11-01,5.585025615074678,
2017-11-15,5.58235413943052,
2017-12-01,5.5796897815577475,
2017-12-15,5.571469864395836,
2018-01-01,5.478975420118808,
2018-01-15,5.461348591226512,5.526340729972224
2018-02-01,5.533103930409219,5.556322220511225
2018-02-15,5.493764995402652,5.522802048257198
2018-03-01,5.488603902297297,5.488603902297297
2018-03-15,5.519252533139814,5.519252533139814
2018-04-01,5.478688512148342,5.478688512148342
2018-04-15,5.482449361196043,5.511094959273008
2018-05-01,5.326627938133827,5.365619232099011
2018-05-15,5.329098957286026,5.329098957286026
2018-06-01,5.1552346087851975,5.246206386990925
2018-06-15,5.1597098708283635,5.272187854255054
2018-07-01,5.164205250909102,5.164205250909102
2018-07-15,5.174496609311817,5.162662151664815
2018-08-01,5.161121429907578,5.15634815115492
2018-08-15,5.156043492689143,5.102240786696167
2018-09-01,5.241962988902053,5.284522603320849
2018-09-15,5.288499750771752,5.201488373782122
2018-10-01,5.288858747214537,5.245575859318381
2018-10-15,5.289217614825124,5.289217614825124
2018-11-01,5.327083827291157,5.362731166021395
2018-11-15,5.31777835669995,5.427156946595323
2018-12-01,5.308385480337343,5.354255934403439
2018-12-15,5.310717953250545,5.3505638617977445
2019-01-01,5.311860916860842,5.351549122967573
2019-01-15,5.313002575596607,5.352533414353242
2019-02-01,5.35619723604966,5.360036012356825
2019-02-15,5.315277230296298,5.3523546480791975
2019-03-01,5.309640517859576,5.348555934109249
2019-03-15,5.301725070564156,5.340792538755065
2019-04-01,5.252987213063888,5.0706656562699335
2019-04-15,5.469077126936084,5.469077126936084
2019-05-01,5.3670513864582405,5.329452972901233
2019-05-15,5.620864299829009,5.620864299829009
2019-06-01,5.618866877279254,5.618866877279254
2019-06-15,5.608769295986667,5.617377670523267
2019-07-01,5.600296329069907,5.607528757326522
2019-07-15,5.591750957061961,5.597581877372754
2019-08-01,5.636546245502639,5.630953741355395
2019-08-15,5.679420655000553,5.663247795754952
2019-09-01,5.72055307994949,5.72055307994949
2019-09-15,5.742961432185641,5.717611532290115
2019-10-01,5.7166284147808275,5.716568792487795
2019-10-15,5.68958317226612,5.71552496424412
2019-11-01,,5.723996956778254
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
