Date,Kigali,Ngozi
2016-01-01,6.1758568031995535,6.102116937636919
2016-01-15,6.09073394414007,6.028834720029062
2016-02-01,6.132622644058208,5.92122619419895
2016-02-15,6.195723984372353,5.930182834374392
2016-03-01,6.1679370760627785,5.997301919080965
2016-03-15,6.174606262183899,6.080085279967258
2016-04-01,6.031654838352989,6.005313902082904
2016-04-15,6.180116624955396,5.933500328882644
2016-05-01,6.193356329019902,5.928901748804555
2016-05-15,6.156871420733855,5.832381726287005
2016-06-01,6.178700655037468,5.826894749932891
2016-06-15,6.172196157513219,5.993810719415189
2016-07-01,6.208600841072602,5.913976592287441
2016-07-15,5.864419716163516,5.749577396731779
2016-08-01,5.8467961771826085,5.835119156857294
2016-08-15,5.834357034290819,5.908513281514768
2016-09-01,5.804320609309632,5.906778490054323
2016-09-15,5.8456306081203815,5.91138181063483
2016-10-01,5.839603705507034,5.914724628175666
2016-10-15,5.8259096205406555,6.0463516042297485
2016-11-01,5.813412032967254,6.1562859289462635
2016-11-15,5.868805144568038,6.143269121689526
2016-12-01,6.068554512281822,6.239638643431095
2016-12-15,6.115875193731333,6.275433053710585
2017-01-01,6.070204060158513,6.26880949077588
2017-01-15,5.979594349313185,6.233048551417794
2017-02-01,5.941639031825922,6.291324244122646
2017-02-15,5.892688402286606,6.190009375416296
2017-03-01,5.928026044208325,6.080106540280961
2017-03-15,5.927277427193226,6.083595854626639
2017-04-01,5.90822561402794,6.278549747862325
2017-04-15,5.9270485334741485,6.277044715576592
2017-05-01,5.9172184276019175,6.265595796077003
2017-05-15,5.9154805752237865,6.281201403477482
2017-06-01,5.897768282533173,6.075748554299915
2017-06-15,5.89938549465219,6.077610732578964
2017-07-01,5.915727360489298,5.89961513316127
2017-07-15,5.884104104839399,6.018392984072269
2017-08-01,5.900033324337312,5.95475143657423
2017-08-15,6.108676798474456,6.059859588631684
2017-09-01,6.1067956465374875,6.149972230191106
2017-09-15,6.083262452176841,6.143099350156119
2017-10-01,6.0973959392231665,6.229229698805654
2017-10-15,6.098276775016104,6.228869104423331
2017-11-01,6.121226127128531,6.229294545621591
2017-11-15,6.131955303488407,6.319924866041962
2017-12-01,6.137087596869932,6.237235662910681
2017-12-15,6.135424222444101,6.243342928811339
2018-01-01,6.147040198998871,6.24830284061415
2018-01-15,6.1678032677507515,6.254981189231674
2018-02-01,6.1353745693079285,5.93648210791234
2018-02-15,6.120536102127001,5.93868912606712
2018-03-01,6.070197103384754,5.871986130189663
2018-03-15,6.188511945939813,5.872393469021647
2018-04-01,6.220618544647809,5.801812236955429
2018-04-15,6.121278000307929,5.865792788148753
2018-05-01,6.194666454094312,5.719727094610259
2018-05-15,6.114390555628879,5.643382971643061
2018-06-01,6.107145710389409,5.5646538286159455
2018-06-15,6.096527509615628,5.567933976927659
2018-07-01,5.95832567966896,5.739145179503344
2018-07-15,5.948951265414249,5.883119626063513
2018-08-01,5.859684103370586,5.8892268125399205
2018-08-15,5.704450027419975,5.676875716929893
2018-09-01,5.699985711592233,5.767163274813551
2018-09-15,5.7073554231071855,5.768670592030551
2018-10-01,5.7126011997130615,5.917726034587793
2018-10-15,5.712417802875138,5.908180115972894
2018-11-01,5.709347378025289,5.968201480598184
2018-11-15,5.712150413001078,5.9068882957854605
2018-12-01,5.7685789367499885,5.9068882957854605
2018-12-15,5.806321718115843,6.024504345490049
2019-01-01,5.714974392916642,6.018907569523006
2019-01-15,5.778715697125422,5.898069736281122
2019-02-01,5.919927276580723,5.901934983382253
2019-02-15,5.70804380569503,5.894725429555528
2019-03-01,5.68850401729553,6.111845806410822
2019-03-15,5.827942054429041,6.105520464663054
2019-04-01,5.95376740573558,6.092602194811349
2019-04-15,5.997213569656061,6.090356517873804
2019-05-01,5.936512306067896,6.090018822849641
2019-05-15,6.052946940839047,6.15223723321203
2019-06-01,6.0493481838585055,6.081504425209332
2019-06-15,6.049909399349216,5.994140488272787
2019-07-01,5.987330973901516,5.993078061798194
2019-07-15,5.920573517390914,5.9889936469020695
2019-08-01,5.909532339899531,5.98489248111995
2019-08-15,5.896794022252494,6.188880762315532
2019-09-01,5.80823603718836,6.229324184132877
2019-09-15,5.877369081488164,6.224975055420751
2019-10-01,5.831095324675373,6.222292891482121
2019-10-15,5.812233767390674,6.296980019745178
2019-11-01,5.7913432700809695,6.372406304816314
2019-11-15,5.851939667113648,6.363647938984261
2019-12-01,5.905235201021111,6.357064639876909
2019-12-15,5.82235466383261,6.389081600412562
2020-01-01,5.826678730337116,6.340049102102762
2020-01-15,5.816547353131335,6.333582167648364
2020-02-01,5.686363172841329,6.278795714167296
2020-02-15,5.65707543746273,6.2274859072798545
