Date,Ruhengeri,Kasese
2016-01-01,,5.348347602514579
2016-01-15,5.686382421893085,5.266285508327007
2016-02-01,5.482212555954618,5.195917505983043
2016-02-15,5.343785744428647,5.185958910135953
2016-03-01,5.317259692350922,5.221032879357389
2016-03-15,5.462798568075496,5.223111132440883
2016-04-01,5.5898220860739505,5.136295417425962
2016-04-15,5.64041055206493,5.567012749439217
2016-05-01,5.723646630114792,5.567228546636379
2016-05-15,5.633496878688155,5.527192406565706
2016-06-01,5.647826310704707,5.497373022466234
2016-06-15,5.442972920479464,5.490471258621478
2016-07-01,5.637366665183314,5.485513885498625
2016-07-15,5.828100996868503,5.429794741540402
2016-08-01,5.818129277922894,5.3589575269467336
2016-08-15,5.873783954270277,5.397093811872772
2016-09-01,5.746517346180854,5.4159222635835285
2016-09-15,5.757736228865874,5.409913386757244
2016-10-01,5.820826850835738,5.408099538487851
2016-10-15,5.882635601941433,5.500594215194037
2016-11-01,5.877459274311107,5.526585482262797
2016-11-15,5.87745251160922,5.500995865354972
2016-12-01,5.932549491622618,5.546280461722336
2016-12-15,5.935301379881539,5.546067412955479
2017-01-01,5.783709938631334,5.54585440956873
2017-01-15,5.771307253815568,5.556347597857354
2017-02-01,5.758748808539532,
2017-02-15,5.749359274202527,
2017-03-01,5.748888479187723,5.587182265971364
2017-03-15,5.745864548335489,5.628726455502891
2017-04-01,5.742168303048542,5.476937271098081
2017-04-15,5.896988466668348,5.615586711787795
2017-05-01,5.902075447499354,5.785360236914406
2017-05-15,5.90847120073121,5.93045064721963
2017-06-01,5.909609747127564,5.869718158346983
2017-06-15,5.907674470471145,5.797147848052577
2017-07-01,5.352890014635128,5.798202139185474
2017-07-15,5.576571269155546,5.487085169245161
2017-08-01,5.572610923236017,5.4286507073063754
2017-08-15,5.657981515716713,5.423792202869158
2017-09-01,5.8024266553006925,5.523922370018485
2017-09-15,5.79558037972506,5.61415947966159
2017-10-01,5.8770732642505985,5.699665123306827
2017-10-15,5.8797785777764275,5.504657086429095
2017-11-01,5.888558694303065,5.509969272545783
2017-11-15,5.902518315739796,5.509835631923639
2017-12-01,5.571507339385583,5.399951863554027
2017-12-15,5.570072281113154,4.997954958588023
2018-01-01,5.5703137274502375,5.364153600868913
2018-01-15,5.446643050963132,5.398856937986302
2018-02-01,5.39362695989835,5.340960086732695
2018-02-15,5.226505346913041,5.2955299611516224
2018-03-01,5.21888317334266,
2018-03-15,5.209444807921487,
2018-04-01,5.169102939642798,
2018-04-15,5.302409381441243,
2018-05-01,5.386743758941939,5.031057255317754
2018-05-15,5.393635719744837,4.957573358658255
2018-06-01,5.5153510240897505,4.92706805232435
2018-06-15,5.404346046175641,4.736172239430261
2018-07-01,5.212594957636131,4.733992542886342
2018-07-15,5.141937138118678,4.666220668449808
2018-08-01,5.1392737720522765,4.4730797295284805
2018-08-15,5.347775083481243,4.502981105981861
2018-09-01,5.293802470598628,4.522474967701403
2018-09-15,5.299020872571068,4.523722180934396
2018-10-01,5.083275951223835,
2018-10-15,5.085961996813865,
2018-11-01,5.251980332784065,4.527454514461543
2018-11-15,5.281033476975662,4.651334710704814
2018-12-01,5.313842779635041,4.652254040203766
2018-12-15,5.322465976061956,4.683771759261495
2019-01-01,5.255925038674372,4.942049894503591
2019-01-15,5.202292790873619,5.057198924889497
2019-02-01,5.261626827350946,5.033716055574165
2019-02-15,5.295327034191545,5.031486781534874
2019-03-01,5.422927602307355,4.774732600971392
2019-03-15,5.359956589339543,4.711146870071177
2019-04-01,5.444418887112604,4.660042381252621
2019-04-15,5.478250628743873,5.081759205498516
2019-05-01,5.465165493275693,5.377469152909199
2019-05-15,5.465558602968684,5.427699702518401
2019-06-01,5.504621008416834,5.52419544989949
2019-06-15,5.548958411605434,5.549679171069438
2019-07-01,,
2019-07-15,5.632138716262267,
2019-08-01,5.620340833198896,
2019-08-15,5.593844477669925,
2019-09-01,5.495615016389327,
2019-09-15,5.591207921877089,
2019-10-01,5.550513873773169,
2019-10-15,5.568693588168818,
2019-11-01,5.614719734401652,
2019-11-15,5.829185556865135,
2019-12-01,5.773842846645338,
2019-12-15,5.747925345648429,
2020-01-01,5.72131821467929,
2020-01-15,5.710345222818582,
2020-02-01,5.533089301487605,
2020-02-15,5.450571205152485,
