Date,Lira,Gulu
2016-01-01,6.436148975078473,
2016-01-15,6.478206631457466,
2016-02-01,6.518566601942577,
2016-02-15,6.513984363131868,
2016-03-01,6.564992876650718,
2016-03-15,6.566218004111513,
2016-04-01,,
2016-04-15,,
2016-05-01,,
2016-05-15,6.571103559520759,
2016-06-01,6.4973427750168735,
2016-06-15,6.497048837167734,
2016-07-01,6.394664563239303,
2016-07-15,6.417630640577653,
2016-08-01,6.435400957333145,
2016-08-15,6.48135865213274,
2016-09-01,6.426573778057876,
2016-09-15,6.527179066016488,
2016-10-01,6.413799605024702,
2016-10-15,6.346535775359762,
2016-11-01,6.278349306323603,
2016-11-15,6.251666890053104,
2016-12-01,6.286941482092109,
2016-12-15,6.385939813542728,
2017-01-01,6.4632159964443785,
2017-01-15,6.503275976301969,
2017-02-01,6.535238790885068,
2017-02-15,6.569405482771316,6.63742557096418
2017-03-01,6.700593093584647,6.6359067418606585
2017-03-15,6.564534684224114,6.633104990735414
2017-04-01,6.55597204784259,6.7202750991338664
2017-04-15,6.6167693122360465,6.777820977917114
2017-05-01,6.661574292137124,6.849112839658562
2017-05-15,6.516054988073409,6.856444448949938
2017-06-01,6.321415188976355,6.628769372175225
2017-06-15,6.278021149535216,6.530132932517029
2017-07-01,6.323424317453331,6.430361259800325
2017-07-15,6.367155657177179,6.278759872152746
2017-08-01,6.363348068111329,6.444196397275872
2017-08-15,6.361975912353549,6.445048115349538
2017-09-01,6.3579139951856405,6.7012076907590705
2017-09-15,6.395805026332744,6.771612268352634
2017-10-01,6.392812303866773,6.429339374104147
2017-10-15,6.293525715563299,6.601155528620824
2017-11-01,6.295145251786876,6.605574040149937
2017-11-15,6.203880881695268,6.425587134882059
2017-12-01,6.223249728579018,6.42168310788618
2017-12-15,6.296693428683594,6.425310806505688
2018-01-01,6.286661969353938,6.413767803545446
2018-01-15,6.338173697093758,6.498138346786436
2018-02-01,6.338144228160699,6.498108877853377
2018-02-15,6.455460139358731,6.495055755443325
2018-03-01,6.487981003885049,6.488653272817931
2018-03-15,6.483939259878529,6.588220298977612
2018-04-01,6.644707197559189,6.5795568685102115
2018-04-15,6.60739326454471,6.577161376186345
2018-05-01,6.5686328538369505,6.569248427879165
2018-05-15,6.30130810535935,6.568245077541285
2018-06-01,6.038338737864384,6.369104396452477
2018-06-15,6.017106084892325,6.118613031234162
2018-07-01,6.010643726556405,6.137446524289059
2018-07-15,5.996681677659459,6.151915194625549
2018-08-01,6.051343674657786,6.156908459543163
2018-08-15,6.038973322308375,6.14165259473878
2018-09-01,6.128167557405342,6.347928282715931
2018-09-15,6.121431822739718,6.348919599603384
2018-10-01,6.175700184496219,6.349909934754797
2018-10-15,6.0276661383997325,6.13052352383944
2018-11-01,5.972722878040985,6.135021518959832
2018-11-15,5.9813210498236495,6.145259736017071
2018-12-01,6.148032634165344,6.148032634165344
2018-12-15,6.154407268815136,6.154407268815136
2019-01-01,6.242174275402044,6.152356520387329
2019-01-15,6.290943887549103,6.150301557746637
2019-02-01,6.297652324667658,6.382081004284449
2019-02-15,6.337387249727399,6.379122069505014
2019-03-01,6.366626203754583,6.368100043372883
2019-03-15,6.403227657108837,6.363496898890518
2019-04-01,6.470444201289956,6.533084483917533
2019-04-15,6.463373999770067,6.53006537426874
2019-05-01,6.5282893502574,6.6778210842283645
2019-05-15,6.493439246185936,6.681528201215808
2019-06-01,6.403189041096826,6.526819362738636
2019-06-15,6.468615407132018,6.514317118592487
2019-07-01,6.473899710465941,
2019-07-15,6.479156236656692,
2019-08-01,6.363039004991827,6.475844267099233
2019-08-15,6.398515368454724,6.436542764043963
2019-09-01,6.51024344817173,6.624110394907356
2019-09-15,6.5450757755170175,6.639283419377243
2019-10-01,6.471228222605499,6.635017531270527
2019-10-15,6.466997095441979,6.597910685524423
2019-11-01,6.532366059267259,6.596293146573491
2019-11-15,6.531583465061057,6.624782415679608
2019-12-01,6.564379684893274,6.627221602518357
2019-12-15,6.467584308832078,6.537183057344531
2020-01-01,6.495450023834003,6.5939690076751125
2020-01-15,6.532791355414375,6.628322432060773
2020-02-01,6.685716070563467,6.686757195071878
2020-02-15,6.68645276785693,6.700915829884485
