Date,Ruhengeri,Kigali
2016-01-01,,6.1758568031995535
2016-01-15,5.813213621947789,6.09073394414007
2016-02-01,5.809899963020098,6.132622644058208
2016-02-15,5.565998630249903,6.195723984372353
2016-03-01,5.540403243665132,6.1679370760627785
2016-03-15,5.612059180749546,6.174606262183899
2016-04-01,5.678922080859996,6.031654838352989
2016-04-15,5.685380660383976,6.180116624955396
2016-05-01,5.827045976287395,6.193356329019902
2016-05-15,5.605813449939738,6.156871420733855
2016-06-01,5.601585196201171,6.178700655037468
2016-06-15,5.494674294856354,6.172196157513219
2016-07-01,5.804549160761584,6.208600841072602
2016-07-15,5.896911203271378,5.864419716163516
2016-08-01,5.886068239536137,5.8467961771826085
2016-08-15,5.969562627875629,5.834357034290819
2016-09-01,5.725988766039724,5.804320609309632
2016-09-15,5.793144301235133,5.8456306081203815
2016-10-01,5.885365371973309,5.839603705507034
2016-10-15,6.023036726185589,5.8259096205406555
2016-11-01,6.019248857314792,5.813412032967254
2016-11-15,6.017624374055705,5.868805144568038
2016-12-01,6.067536700489121,6.068554512281822
2016-12-15,6.068104917462647,6.115875193731333
2017-01-01,6.068674618106615,6.070204060158513
2017-01-15,5.993772259893822,5.979594349313185
2017-02-01,5.912801970203955,5.941639031825922
2017-02-15,5.903901266889405,5.892688402286606
2017-03-01,5.959418756616188,5.928026044208325
2017-03-15,5.956394825763953,5.927277427193226
2017-04-01,5.952275649165432,5.90822561402794
2017-04-15,6.030813243481567,5.9270485334741485
2017-05-01,6.035900224312573,5.9172184276019175
2017-05-15,6.044198305282314,5.9154805752237865
2017-06-01,6.160727962320427,5.897768282533173
2017-06-15,6.1591854203209255,5.89938549465219
2017-07-01,5.76177159343919,5.915727360489298
2017-07-15,5.912575778920711,5.884104104839399
2017-08-01,5.909434098622017,5.900033324337312
2017-08-15,5.905307902819664,6.108676798474456
2017-09-01,5.89071926244637,6.1067956465374875
2017-09-15,5.885046007533101,6.083262452176841
2017-10-01,6.059003508184932,6.0973959392231665
2017-10-15,6.061307584499176,6.098276775016104
2017-11-01,6.071677381470038,6.121226127128531
2017-11-15,6.085435287853515,6.131955303488407
2017-12-01,6.159666166554744,6.137087596869932
2017-12-15,6.158045356678502,6.135424222444101
2018-01-01,5.7509560227244725,6.147040198998871
2018-01-15,5.903780169615618,6.1678032677507515
2018-02-01,5.902458565057477,6.1353745693079285
2018-02-15,5.891147034475059,6.120536102127001
2018-03-01,5.8858695278639335,6.070197103384754
2018-03-15,5.754875960864952,6.188511945939813
2018-04-01,5.862250120202743,6.220618544647809
2018-04-15,5.857796833267144,6.121278000307929
2018-05-01,5.850939046591927,6.194666454094312
2018-05-15,5.857831007394825,6.114390555628879
2018-06-01,5.993283549476262,6.107145710389409
2018-06-15,5.937696004520118,6.096527509615628
2018-07-01,5.633588328070851,5.95832567966896
2018-07-15,5.528804922411252,5.948951265414249
2018-08-01,5.709600122925881,5.859684103370586
2018-08-15,5.991774893223915,5.704450027419975
2018-09-01,5.878150919984036,5.699985711592233
2018-09-15,5.861096686347354,5.7073554231071855
2018-10-01,5.866342462953229,5.7126011997130615
2018-10-15,5.866568482702396,5.712417802875138
2018-11-01,5.864323480928714,5.709347378025289
2018-11-15,5.868572647754504,5.712150413001078
2018-12-01,5.900907683408751,5.7685789367499885
2018-12-15,5.894875115457288,5.806321718115843
2019-01-01,5.62558865786655,5.714974392916642
2019-01-15,5.570762311305188,5.778715697125422
2019-02-01,5.716099514565805,5.919927276580723
2019-02-15,5.6993354778032455,5.70804380569503
2019-03-01,5.750670923712082,5.68850401729553
2019-03-15,5.705888549649205,5.827942054429041
2019-04-01,5.731178024565783,5.95376740573558
2019-04-15,5.726996139497009,5.997213569656061
2019-05-01,5.758209508868859,5.936512306067896
2019-05-15,5.801774790427058,6.052946940839047
2019-06-01,5.800886824560006,6.0493481838585055
2019-06-15,5.828561575156329,6.049909399349216
2019-07-01,,5.987330973901516
2019-07-15,,5.920573517390914
2019-08-01,5.907267333268679,5.909532339899531
2019-08-15,5.763262629627971,5.896794022252494
2019-09-01,5.80823603718836,5.80823603718836
2019-09-15,5.799037238218257,5.877369081488164
2019-10-01,5.757170050978357,5.831095324675373
2019-10-15,5.771015811669442,5.812233767390674
2019-11-01,5.732502770058035,5.7913432700809695
2019-11-15,5.785674872420951,5.851939667113648
2019-12-01,5.818029138934011,5.905235201021111
2019-12-15,5.786700268917317,5.82235466383261
2020-01-01,5.75435806875749,5.826678730337116
2020-01-15,5.763321038796345,5.816547353131335
2020-02-01,5.675781063510792,5.686363172841329
2020-02-15,5.614574181422755,5.65707543746273
