Date,Busia,Masindi
2016-01-01,6.484273434130676,6.465225239159982
2016-01-15,6.5097193815338565,6.455271570344619
2016-02-01,6.487370746174096,6.458589092132568
2016-02-15,6.480575301000738,6.492322866350689
2016-03-01,6.54795668949815,6.679165800083002
2016-03-15,6.549507351979704,6.679861549024396
2016-04-01,6.504827322206012,6.676941645377108
2016-04-15,6.544519930548691,6.702156046269875
2016-05-01,6.333078952381815,6.7014573486616476
2016-05-15,6.351968029604088,6.696148575961132
2016-06-01,6.348159339610958,6.689633670863659
2016-06-15,6.326456781179954,6.497408484717015
2016-07-01,6.30475379309067,6.482272895773473
2016-07-15,6.336876534329248,6.506644149537146
2016-08-01,6.333496132248131,6.523361731526907
2016-08-15,6.44080757466837,6.523105074728996
2016-09-01,6.459829224395914,6.593452490785948
2016-09-15,6.5521888183429535,6.588568383098891
2016-10-01,6.557256755296448,6.501129119006803
2016-10-15,6.472967513574678,6.47904873424721
2016-11-01,6.362495507720011,6.279218116108922
2016-11-15,6.358446097206194,6.300161239991715
2016-12-01,6.477459806090242,6.420259995524769
2016-12-15,6.52600340998999,6.429318290751434
2017-01-01,6.527799111664322,6.422438596006496
2017-01-15,6.521873300117559,6.502437728059688
2017-02-01,6.5682621866316495,6.576508348170308
2017-02-15,6.755208606620563,6.569405482771316
2017-03-01,6.8144264820429035,6.5664279873774465
2017-03-15,6.836408044213878,6.597569785439308
2017-04-01,6.763172859837966,6.590755438475138
2017-04-15,6.755151279648352,6.586698709388025
2017-05-01,6.757273450876662,6.578006596294953
2017-05-15,6.5686053536510105,6.5860404154731125
2017-06-01,6.45524907719179,6.591907192610265
2017-06-15,6.335859699897743,6.451292870809253
2017-07-01,6.39597073814894,6.41053682201548
2017-07-15,6.452166065288748,6.527440987522891
2017-08-01,6.478555173605915,6.525614734516767
2017-08-15,6.474503260213176,6.592977142183737
2017-09-01,6.490188802656174,6.586298810232551
2017-09-15,6.587247809928879,6.5810939443545005
2017-10-01,6.499956941318101,6.259280911242251
2017-10-15,6.395096163241861,6.247240634735078
2017-11-01,6.283574874774027,6.100754440444159
2017-11-15,6.212372552833423,6.096423615231827
2017-12-01,6.209992795585473,6.0930990441139725
2017-12-15,6.35076064995387,6.201628316886867
2018-01-01,6.306302535228485,6.191351789549613
2018-01-15,6.359145339474154,6.534912024138188
2018-02-01,6.384164618504159,6.534237601941882
2018-02-15,6.585852906913254,6.530562443900234
2018-03-01,6.583474574587587,6.487981003885049
2018-03-15,6.551717638267006,6.519704661279193
2018-04-01,6.564760051068772,6.511175804934666
2018-04-15,6.562364558744907,6.510090070492864
2018-05-01,6.631283818798617,6.536089306104479
2018-05-15,6.258538428971502,5.804871219045459
2018-06-01,6.057030870876536,5.787024309583478
2018-06-15,6.0213704836787825,6.012823423100325
2018-07-01,5.955502967877606,6.010643726556405
2018-07-15,5.960273905882792,5.866086690823091
2018-08-01,5.956033494853461,6.050321702162092
2018-08-15,6.056329551764917,6.0338106882295675
2018-09-01,6.05218165042742,6.022390027562991
2018-09-15,6.133655764325432,6.014703821464067
2018-10-01,6.126954902622973,6.020651435457276
2018-10-15,6.132401458663641,6.023490766989252
2018-11-01,5.996663085586993,6.27462060814678
2018-11-15,5.94231889202038,6.094844876120637
2018-12-01,6.041642782338404,6.042672118507518
2018-12-15,6.064048048055822,6.049863413063866
2019-01-01,6.19304763747439,6.194812862998959
2019-01-15,6.266651194980059,6.373813365371398
2019-02-01,6.4511225008960125,6.382810133007966
2019-02-15,6.477744607422322,6.456353417441004
2019-03-01,6.470879912437218,6.368100043372883
2019-03-15,6.490652074375765,6.364233547174291
2019-04-01,6.551501210703764,6.469124069085033
2019-04-15,6.604173346422462,6.530685529327375
2019-05-01,6.590809707238734,6.558233536804122
2019-05-15,6.5736796800094,6.790396932878082
2019-06-01,6.473166649246316,6.5634534959184165
2019-06-15,6.457991137211788,6.511285099155636
2019-07-01,,6.5223567013969665
2019-07-15,,
2019-08-01,,6.544138814535459
2019-08-15,,6.473830705681163
2019-09-01,,6.624670775981141
2019-09-15,,6.639834839297474
2019-10-01,,6.6941109837239425
2019-10-15,,6.536425601873741
2019-11-01,,6.532366059267259
2019-11-15,,6.531583465061057
2019-12-01,,6.626113569163994
2019-12-15,,6.690208244650055
2020-01-01,,6.685214353074378
2020-01-15,,6.686768439199186
2020-02-01,,6.714465483849453
2020-02-15,,6.715172690509349
