Date,Ruhengeri,Kigali
2016-01-01,,6.070382203918308
2016-01-15,5.686382421893085,6.036357173261998
2016-02-01,5.482212555954618,6.056300376498575
2016-02-15,5.343785744428647,6.0050341779078815
2016-03-01,5.317259692350922,5.9455523460825646
2016-03-15,5.462798568075496,5.8929182136723295
2016-04-01,5.5898220860739505,5.854389601226159
2016-04-15,5.64041055206493,5.8814509173696505
2016-05-01,5.723646630114792,5.890037364836552
2016-05-15,5.633496878688155,5.853221623253579
2016-06-01,5.647826310704707,5.890362199234257
2016-06-15,5.442972920479464,5.92439075100964
2016-07-01,5.637366665183314,5.902680216907551
2016-07-15,5.828100996868503,5.951651236247045
2016-08-01,5.818129277922894,5.954290596024135
2016-08-15,5.873783954270277,5.9042431617549855
2016-09-01,5.746517346180854,5.913236441169735
2016-09-15,5.757736228865874,5.921032241515324
2016-10-01,5.820826850835738,6.008580251512054
2016-10-15,5.882635601941433,5.9850506073695025
2016-11-01,5.877459274311107,5.928936826906347
2016-11-15,5.87745251160922,5.975777264120205
2016-12-01,5.932549491622618,5.963533037142585
2016-12-15,5.935301379881539,6.015791735174351
2017-01-01,5.783709938631334,5.979062459416928
2017-01-15,5.771307253815568,5.926263505101222
2017-02-01,5.758748808539532,6.022949139096596
2017-02-15,5.749359274202527,6.034641208351415
2017-03-01,5.748888479187723,6.035377742432729
2017-03-15,5.745864548335489,6.02979299071882
2017-04-01,5.742168303048542,6.027803291878598
2017-04-15,5.896988466668348,6.068591596446832
2017-05-01,5.902075447499354,6.061243699318592
2017-05-15,5.90847120073121,6.043174239652624
2017-06-01,5.909609747127564,6.058110932608352
2017-06-15,5.907674470471145,6.053366294244605
2017-07-01,5.352890014635128,5.998734630366377
2017-07-15,5.576571269155546,5.981490674658081
2017-08-01,5.572610923236017,6.034597241576024
2017-08-15,5.657981515716713,6.034166389744794
2017-09-01,5.8024266553006925,6.02454403925959
2017-09-15,5.79558037972506,5.992748444636009
2017-10-01,5.8770732642505985,6.008842541881721
2017-10-15,5.8797785777764275,6.001054548740154
2017-11-01,5.888558694303065,6.008996363851821
2017-11-15,5.902518315739796,6.023010932408279
2017-12-01,5.571507339385583,6.040777869158783
2017-12-15,5.570072281113154,6.039446517702006
2018-01-01,5.5703137274502375,6.087828339367025
2018-01-15,5.446643050963132,6.063056437291688
2018-02-01,5.39362695989835,6.056438143849156
2018-02-15,5.226505346913041,6.026183318279003
2018-03-01,5.21888317334266,5.5909322845309815
2018-03-15,5.209444807921487,5.56188544772143
2018-04-01,5.169102939642798,5.527471364087863
2018-04-15,5.302409381441243,5.481561363473918
2018-05-01,5.386743758941939,5.533698171898602
2018-05-15,5.393635719744837,5.542255412020562
2018-06-01,5.5153510240897505,5.299068563155487
2018-06-15,5.404346046175641,5.4004775693977205
2018-07-01,5.212594957636131,5.410059494532649
2018-07-15,5.141937138118678,5.401591898315803
2018-08-01,5.1392737720522765,5.294859172355196
2018-08-15,5.347775083481243,5.297555326502216
2018-09-01,5.293802470598628,5.293802470598628
2018-09-15,5.299020872571068,5.011338800119288
2018-10-01,5.083275951223835,5.016584576725163
2018-10-15,5.085961996813865,5.019270622315193
2018-11-01,5.251980332784065,5.358025545490209
2018-11-15,5.281033476975662,5.378568351802099
2018-12-01,5.313842779635041,5.4321067001287755
2018-12-15,5.322465976061956,5.447376625642572
2019-01-01,5.255925038674372,5.404819464612802
2019-01-15,5.202292790873619,5.5279841892923836
2019-02-01,5.261626827350946,5.528546908354297
2019-02-15,5.295327034191545,5.39301627935272
2019-03-01,5.422927602307355,5.392037115288017
2019-03-15,5.359956589339543,5.491974740817798
2019-04-01,5.444418887112604,5.4842071371710155
2019-04-15,5.478250628743873,5.545228445913004
2019-05-01,5.465165493275693,5.484686965020713
2019-05-15,5.465558602968684,5.465558602968684
2019-06-01,5.504621008416834,5.4659518672576795
2019-06-15,5.548958411605434,5.462922414617662
2019-07-01,,5.577731186615705
2019-07-15,5.632138716262267,
2019-08-01,5.620340833198896,5.7740598272866634
2019-08-15,5.593844477669925,5.704422129605038
2019-09-01,5.495615016389327,5.600975532047153
2019-09-15,5.591207921877089,5.655936394577584
2019-10-01,5.550513873773169,5.652093666591089
2019-10-15,5.568693588168818,5.628961640182937
2019-11-01,5.614719734401652,5.675344356218087
2019-11-15,5.829185556865135,5.9109087142332
2019-12-01,5.773842846645338,5.951268432827086
2019-12-15,5.747925345648429,5.940914398557166
2020-01-01,5.72131821467929,5.872141104413873
2020-01-15,5.710345222818582,5.815964772281768
2020-02-01,5.533089301487605,5.583922367286838
2020-02-15,5.450571205152485,5.514490722865772
