Date,Masindi,Lira
2016-01-01,6.465225239159982,6.436148975078473
2016-01-15,6.455271570344619,6.457163050239392
2016-02-01,6.458589092132568,6.477744607422322
2016-02-15,6.494510253296489,6.473162368611613
2016-03-01,6.679165800083002,6.523607660487864
2016-03-15,6.682867262137889,6.533219508232758
2016-04-01,6.6772433500105635,
2016-04-15,6.702156046269875,
2016-05-01,6.701163274258705,
2016-05-15,6.692598276373965,6.570768831484161
2016-06-01,6.689336626453335,6.447526166306873
2016-06-15,6.497768002966438,6.497048837167734
2016-07-01,6.482272895773473,6.44208891795444
2016-07-15,6.506644149537146,6.39527238426644
2016-08-01,6.523013723867226,6.434640790059747
2016-08-15,6.523105074728996,6.518242265563295
2016-09-01,6.592809197100206,6.428850818889928
2016-09-15,6.588568383098891,6.510267532685133
2016-10-01,6.501129119006803,6.391014297990599
2016-10-15,6.47904873424721,6.298152694444477
2016-11-01,6.279218116108922,6.223871551232857
2016-11-15,6.260940526838434,6.196020980739118
2016-12-01,6.420259995524769,6.238534386305067
2016-12-15,6.429318290751434,6.340190510855426
2017-01-01,6.422438596006496,6.381477238375431
2017-01-15,6.502437728059688,6.42374508302159
2017-02-01,6.576508348170308,6.4636091347458136
2017-02-15,6.569405482771316,6.4792184918078
2017-03-01,6.5664279873774465,6.464056484933999
2017-03-15,6.59449947292605,6.5211481450910345
2017-04-01,6.590755438475138,6.519273661151749
2017-04-15,6.586698709388025,6.568966093550701
2017-05-01,6.5783167218983065,6.645468105605275
2017-05-15,6.5860404154731125,6.4782764651819384
2017-06-01,6.591907192610265,6.249941284569154
2017-06-15,6.4118164431456215,6.228681848131042
2017-07-01,6.41053682201548,6.2659803117222515
2017-07-15,6.527440987522891,6.292194163201874
2017-08-01,6.525614734516767,6.271137464597169
2017-08-15,6.592977142183737,6.317699905974179
2017-09-01,6.586298810232551,6.357140898896652
2017-09-15,6.5810939443545005,6.394318037211166
2017-10-01,6.259280911242251,6.328273782729202
2017-10-15,6.247240634735078,6.210841089075997
2017-11-01,6.099256312823137,6.199958318290453
2017-11-15,6.096423615231827,6.123052407578428
2017-12-01,6.0930990441139725,6.147113632420211
2017-12-15,6.201628316886867,6.203423649505542
2018-01-01,6.193168320476011,6.286661969353938
2018-01-15,6.534267070874941,6.293222309231491
2018-02-01,6.091974649613189,5.9749443426336715
2018-02-15,6.240293047883502,5.972560340355643
2018-03-01,6.285141029044338,6.083188164709767
2018-03-15,6.323362040091088,6.0788112493633095
2018-04-01,6.314864314283129,6.040385496744466
2018-04-15,6.312468821959264,5.9491645246753775
2018-05-01,6.3868037865875475,5.939870241677762
2018-05-15,5.938402611669982,5.873864090532411
2018-06-01,5.629724020853323,5.714366664007403
2018-06-15,5.898120403270181,5.697583406584886
2018-07-01,5.892324066256074,5.758102304256531
2018-07-15,5.866086690823091,5.649097005083259
2018-08-01,5.869226387091382,5.800758587813922
2018-08-15,5.857681101683534,5.784712081816943
2018-09-01,5.901735302163914,5.841110680347479
2018-09-15,5.896394331465438,5.834065058504329
2018-10-01,5.902868399800893,5.839586949853373
2018-10-15,5.905969203422213,5.703204814444655
2018-11-01,6.029452908409985,5.6229466757934095
2018-11-15,6.039693056045557,5.634743279049029
2018-12-01,6.042672118507518,5.71724971807289
2018-12-15,6.049863413063866,5.721926078892491
2019-01-01,6.0437438497091085,5.922879147515317
2019-01-15,6.290943887549103,5.9865902808093505
2019-02-01,6.2984456606870545,5.902844511033482
2019-02-15,6.379122069505014,6.155978518190804
2019-03-01,6.285230565550589,6.039841405289059
2019-03-15,6.280563749181227,6.14072173954953
2019-04-01,6.4334900468383385,6.228322221193214
2019-04-15,6.4627106498286615,6.308781135544713
2019-05-01,6.55582244461739,6.341989667879001
2019-05-15,6.559342516862992,6.304411448111898
2019-06-01,6.559849888415118,6.262089117465058
2019-06-15,6.445902339892784,6.2361818089107155
2019-07-01,6.418806060294423,6.303076376165733
2019-07-15,,6.3657752624009465
2019-08-01,6.3623061357761745,6.281407734633152
2019-08-15,6.360449731425417,6.032433588346935
2019-09-01,6.361521890053232,6.322884097347818
2019-09-15,6.362026681404687,6.320415923684844
2019-10-01,6.43741658281623,6.134103882928899
2019-10-15,6.353616121186233,6.262470026735534
2019-11-01,6.349066028814024,6.266450263297433
2019-11-15,6.351457298830538,6.267630637908428
2019-12-01,6.349456966723921,6.221756494410192
2019-12-15,6.353528086206698,6.0267611477543905
2020-01-01,6.348846549642127,6.020383092631721
2020-01-15,6.35071278246319,6.022370671925227
2020-02-01,6.388264206515881,6.34820162436381
2020-02-15,6.389361321226222,6.350812651108987
