Date,Tororo,Busia
2016-01-01,5.380096300829159,5.442819559302515
2016-01-15,5.440210694952086,5.368390731264161
2016-02-01,5.496915354410596,5.367908856384362
2016-02-15,5.4923331155998865,5.351975757904964
2016-03-01,5.745240071819211,5.328980718580166
2016-03-15,5.709080380694847,5.402413493497336
2016-04-01,,5.499568265555266
2016-04-15,,5.533521247132916
2016-05-01,,5.554348883772717
2016-05-15,5.549749753989781,5.624919297368462
2016-06-01,5.558112752196465,5.654594186213162
2016-06-15,5.558939057898939,5.655251409158446
2016-07-01,5.831958815207664,5.74055434548759
2016-07-15,5.832478206686689,5.7112072009785875
2016-08-01,5.423705056340891,5.7638030947339844
2016-08-15,5.422411619857062,5.612515317093071
2016-09-01,5.4159222635835285,5.566786906099898
2016-09-15,5.494131465841262,5.697072309837952
2016-10-01,5.519599830964739,5.700987244766897
2016-10-15,5.552361780399109,5.688592229992797
2016-11-01,5.580410132276577,5.697319423884363
2016-11-15,5.5540732815360245,5.636170643723225
2016-12-01,5.544493151148241,5.6194313433579515
2016-12-15,5.554071012816001,5.629948896936181
2017-01-01,5.72891973731553,5.714692616025398
2017-01-15,5.726895565763109,5.80807891460058
2017-02-01,5.72931576756422,5.76549916484374
2017-02-15,5.722318971851242,5.752193689028138
2017-03-01,5.719024469005042,5.76315459508666
2017-03-15,5.790922231014981,5.861196332657981
2017-04-01,5.863462419105324,5.928837110631458
2017-04-15,5.910368925640306,6.079054370053745
2017-05-01,5.952030943892073,6.083893311057493
2017-05-15,5.9926827055215375,5.980881500846523
2017-06-01,5.939471197107332,6.01459182757544
2017-06-15,5.801237833304102,5.688290027834117
2017-07-01,5.251160858481973,5.474777111293995
2017-07-15,5.429487677461824,5.462532472239282
2017-08-01,5.425681877812573,5.416722136441101
2017-08-15,5.423792202869158,5.477651372541887
2017-09-01,5.414996788196163,5.480279080286579
2017-09-15,5.442816399293959,5.433135781583236
2017-10-01,5.411983050855047,5.450898467104721
2017-10-15,5.398793679133816,5.44403246461266
2017-11-01,5.283441623247333,5.411591328899088
2017-11-15,5.286242743374279,5.281738231253175
2017-12-01,5.28116832756406,5.235077220363793
2017-12-15,5.287132917631387,5.241253311880692
2018-01-01,5.277331206209998,5.357897063254608
2018-01-15,5.378572266814796,5.3907923781495715
2018-02-01,5.402835490450782,5.347322780520523
2018-02-15,5.396443466775215,5.258887923850967
2018-03-01,5.390040984149822,5.254202785427384
2018-03-15,5.2688916446529035,5.186003984847137
2018-04-01,5.050067506224038,5.136607962555095
2018-04-15,5.123795709372973,5.285397988508652
2018-05-01,5.116156585835759,5.2114667656400835
2018-05-15,5.114366047948352,5.197853192215453
2018-06-01,5.093877129023532,4.985817556396541
2018-06-15,4.736172239430261,5.09438446268788
2018-07-01,4.726270496792432,5.025513391645289
2018-07-15,4.767474402154981,5.041170232632022
2018-08-01,4.770614098423273,4.888397134079656
2018-08-15,4.751633834527906,4.916389067603962
2018-09-01,4.743747611079802,4.9122411662664645
2018-09-15,4.514828111541494,4.785862950560118
2018-10-01,4.530625792136653,4.85034721833305
2018-10-15,4.74422916271955,4.9101258398461045
2018-11-01,4.8450582667783735,5.09637269505928
2018-11-15,4.943140500340458,5.065030317949494
2018-12-01,4.944059829839408,4.9922619316572865
2018-12-15,4.7681129076952455,5.020243995882708
2019-01-01,5.019239533194721,5.177463538409615
2019-01-15,5.131306897043219,5.228470645496867
2019-02-01,5.145237330006572,5.28346871561634
2019-02-15,5.300741684808489,5.367156127707497
2019-03-01,5.289896626335981,5.281200919368427
2019-03-15,5.223509773156054,5.315883093287069
2019-04-01,5.273482819201824,5.353189561812566
2019-04-15,5.271703635316351,5.587374617670365
2019-05-01,5.760461405165304,5.789448942038557
2019-05-15,5.691784644209972,5.629726330391688
2019-06-01,5.866702707855173,5.520799860898352
2019-06-15,5.45602325136114,5.546362418443445
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
