Date,Eldoret,Mbale
2016-01-01,6.597599092784352,6.345177196872746
2016-01-15,6.529172917320767,6.368214610247294
2016-02-01,6.542853543726102,6.3907332304326925
2016-02-15,6.575399588706979,6.408623847474042
2016-03-01,6.566243885146357,6.523607660487864
2016-03-15,6.562791194386278,6.517100976959076
2016-04-01,6.572123666604727,
2016-04-15,6.64089880903282,
2016-05-01,6.633790707182643,
2016-05-15,6.608343932460166,6.490642424291848
2016-06-01,6.565447817194299,6.454689250657641
2016-06-15,6.573465456687939,6.4774332427395285
2016-07-01,6.489935121849543,6.482272895773473
2016-07-15,6.455646589205966,6.39527238426644
2016-08-01,6.394382903282803,6.388736192476026
2016-08-15,6.2974354618860255,6.474834526055797
2016-09-01,6.242893982776978,6.512793301594033
2016-09-15,6.292614325884049,6.509919403873958
2016-10-01,6.323245129490702,6.541251078496721
2016-10-15,6.351516813718182,6.441994004612874
2016-11-01,6.3927406716863295,6.327946247462975
2016-11-15,6.387398856375553,6.306900945368628
2016-12-01,6.427257504704034,6.419141635669155
2016-12-15,6.48159495742286,6.468766141124965
2017-01-01,6.618715381050426,6.503766816133705
2017-01-15,6.596195810441369,6.503275976301969
2017-02-01,6.58279703260344,6.541146258015762
2017-02-15,6.634620509036087,6.76255386524853
2017-03-01,6.642439167868435,6.816896839030441
2017-03-15,6.688841229613597,6.867779438137442
2017-04-01,6.690197077351437,6.861353697393771
2017-04-15,6.735312768732915,6.856648166002482
2017-05-01,6.732615095060159,6.845083920830362
2017-05-15,6.831905765651529,6.745994329735111
2017-06-01,6.690545688143479,6.627582076102239
2017-06-15,6.693505028047079,6.529804686986427
2017-07-01,6.642163593156939,6.527619245638013
2017-07-15,6.637693422977616,6.528099966129934
2017-08-01,6.632377649562559,6.523633227923906
2017-08-15,6.63866360280412,6.55863096255904
2017-09-01,6.61629104235757,6.620159360657688
2017-09-15,6.649234530454639,6.437993100713827
2017-10-01,6.630725493818413,6.259280911242251
2017-10-15,6.6387771033736165,6.199612585745824
2017-11-01,6.604964871670312,6.42589957911418
2017-11-15,6.627477743147643,6.425946653131482
2017-12-01,6.723849723317328,6.4220430143143945
2017-12-15,6.742109040732414,6.424951546577268
2018-01-01,6.733019947164562,6.413767803545446
2018-01-15,6.785883385452971,6.420989997139264
2018-02-01,6.744265597927602,6.420960528206205
2018-02-15,6.730807116111072,6.416406543159853
2018-03-01,6.701018483002359,6.411853508998498
2018-03-15,6.688633892696131,6.406870323508568
2018-04-01,6.695339231698333,6.397480079799721
2018-04-15,6.589572339532062,6.395084587475855
2018-05-01,6.585901899199114,6.3868037865875475
2018-05-15,6.582430915839418,6.386170099468836
2018-06-01,6.540337784534935,6.363062081996514
2018-06-15,6.473177489950581,6.122466600550152
2018-07-01,6.421041544792106,6.126039556495682
2018-07-15,6.367348986724408,6.151915194625549
2018-08-01,6.309279455127117,6.156908459543163
2018-08-15,6.284368678675764,6.13979212908586
2018-09-01,6.2793163966829475,6.124408154481436
2018-09-15,6.300100662450232,6.123322182470887
2018-10-01,6.3317383350390655,6.020651435457276
2018-10-15,6.315544108809236,6.129583232279798
2018-11-01,6.271993364470966,6.135021518959832
2018-11-15,6.252926015396951,6.145259736017071
2018-12-01,6.282559986496706,6.148032634165344
2018-12-15,6.305925055153349,6.154407268815136
2019-01-01,6.43036633939427,6.148796625712253
2019-01-15,6.407574454727711,6.152141484668644
2019-02-01,6.433428729692819,6.158207792230096
2019-02-15,6.399875275589595,6.155978518190804
2019-03-01,6.44589514813056,6.144588235748122
2019-03-15,6.460883859100299,6.14072173954953
2019-04-01,6.539691414987289,6.135026817087231
2019-04-15,6.599507788191578,6.529444834379141
2019-05-01,6.694449336342189,6.676752137039459
2019-05-15,6.709907137480967,6.527554999426108
2019-06-01,6.767628949632836,
2019-06-15,6.76523353529331,
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
