Date,Kigali,Gitega
2016-01-01,6.542949571927629,6.555201566713393
2016-01-15,6.5328452091628675,6.554927815925841
2016-02-01,6.491584640558865,6.640061667464929
2016-02-15,6.529926072459026,6.625934183072725
2016-03-01,6.50209315646616,6.611977484199415
2016-03-15,6.508785577192905,6.611630181391524
2016-04-01,6.393959069372675,6.420471500272277
2016-04-15,6.428558123083476,6.338539633279884
2016-05-01,6.434658363440602,6.389106889888386
2016-05-15,6.40616155682553,6.525878007915254
2016-06-01,6.42210990381126,6.605427101989923
2016-06-15,6.451228725898029,6.395156963212513
2016-07-01,6.409914251384309,6.291596680163449
2016-07-15,6.379463643047206,6.24536514313323
2016-08-01,6.366924193610912,6.3443007194227174
2016-08-15,6.370332891679585,6.520400855227172
2016-09-01,6.36276153907193,6.519407263256823
2016-09-15,6.364963630451284,6.524855413696548
2016-10-01,6.4301660741235915,6.548590370465644
2016-10-15,6.397130954596387,6.738399279456277
2016-11-01,6.316348069458082,6.788854218351428
2016-11-15,6.327422859653935,6.775275018060396
2016-12-01,6.330997027072136,6.820742151103207
2016-12-15,6.329449294029392,6.800904323491358
2017-01-01,6.295078156008032,6.554426726648483
2017-01-15,6.221348180484063,6.631597045978958
2017-02-01,6.230457468036351,6.460845423365843
2017-02-15,6.162556965756881,6.450899422394089
2017-03-01,6.180794742291233,6.445122354215683
2017-03-15,6.154956133672827,6.512763075041591
2017-04-01,6.147860606432022,6.445954217953043
2017-04-15,6.150192084788358,6.517745135747626
2017-05-01,6.25945436893988,6.5056591931481345
2017-05-15,6.247702982524601,6.522935379097491
2017-06-01,6.124835039259821,6.517378938876149
2017-06-15,6.089406230727802,6.519882221977137
2017-07-01,6.049112543595321,6.446367436714035
2017-07-15,6.099758794000911,6.363567750828419
2017-08-01,6.04281928172804,6.357725883369943
2017-08-15,6.1628190976380814,6.424542346216506
2017-09-01,6.099678178768624,6.553135841310992
2017-09-15,6.104195661843307,6.608783318257338
2017-10-01,6.108632012490093,6.538284257588735
2017-10-15,6.114383234047157,6.571052762583975
2017-11-01,6.1202778103196716,6.60172521678432
2017-11-15,6.128160232519856,6.611038093101472
2017-12-01,6.136611746278036,6.477577015290735
2017-12-15,6.136377057199373,6.410762666473887
2018-01-01,6.1356656687811855,6.415967239608131
2018-01-15,6.116800713298378,6.418132829917909
2018-02-01,6.127755484831489,6.341947216020505
2018-02-15,6.141389938410206,6.2575397613385135
2018-03-01,6.092001733351607,6.346366134035198
2018-03-15,6.080600658762584,6.343270842315979
2018-04-01,6.114505725023713,6.340185101871209
2018-04-15,6.122207800467896,6.335942094428762
2018-05-01,6.089497161307324,6.4122020062373215
2018-05-15,6.086782900304782,6.417693559310212
2018-06-01,6.107145710389409,6.496356093703037
2018-06-15,6.1185064163344025,6.347695630324375
2018-07-01,6.007221894000218,6.352585617452547
2018-07-15,5.999235081840465,6.270091191171099
2018-08-01,5.941793509760009,6.273439644988426
2018-08-15,5.940086642981652,6.083312170427689
2018-09-01,6.048587957805855,6.376958065268908
2018-09-15,6.206653541702109,6.3801972442357435
2018-10-01,6.261103475445449,6.387143325499521
2018-10-15,6.2621325198278495,6.457321065777353
2018-11-01,6.25983825818371,6.454048107157308
2018-11-15,6.31762819193753,6.456754468755051
2018-12-01,6.343771363614148,6.529703468401219
2018-12-15,6.4081191200875605,6.52449427248885
2019-01-01,6.403764268107632,6.586199804956768
2019-01-15,6.12003525298096,6.590039753668052
2019-02-01,6.261116503080075,6.525584369445276
2019-02-15,6.103828296092471,6.444498952395902
2019-03-01,6.100748812389074,6.305165117414319
2019-03-15,6.2198476327515735,6.251521140128388
2019-04-01,6.245046106770489,6.2402008446473065
2019-04-15,6.267030882233326,6.323733245468043
2019-05-01,6.404836673793912,6.403968822122032
2019-05-15,6.343115958118999,6.415645157541168
2019-06-01,6.253105021372525,6.425401224899077
2019-06-15,6.25039826009862,6.341565070455577
2019-07-01,,6.377180869266641
2019-07-15,,
2019-08-01,,
2019-08-15,,6.476996392112063
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
