Date,Kigali,Ruhengeri
2016-01-01,6.846945219870934,
2016-01-15,6.842570399600188,6.8135210551647605
2016-02-01,6.8437122584612915,6.810748082922316
2016-02-15,6.8007769508038365,6.790431092119046
2016-03-01,6.820810357484784,6.765571627177055
2016-03-15,6.82736972891808,6.779237455066693
2016-04-01,6.814019102862512,6.792719043066423
2016-04-15,6.826507321767071,6.798544539692396
2016-05-01,6.84191811374304,6.821736316210255
2016-05-15,6.8202575541329695,6.7911934211890586
2016-06-01,6.833728877493803,6.805207369387469
2016-06-15,6.800279744726102,6.792370396876302
2016-07-01,6.793554642890417,6.861092994156332
2016-07-15,6.7719535922922365,6.813201935145533
2016-08-01,6.758000564266977,6.802872318444153
2016-08-15,6.7212658919704715,6.78904322653777
2016-09-01,6.703479117785936,6.768226647180095
2016-09-15,6.785334422519099,6.762050781454818
2016-10-01,6.755766141787966,6.736856110620549
2016-10-15,6.7172483028013215,6.792533393429326
2016-11-01,6.664910991817286,6.8110443112941885
2016-11-15,6.707201397306945,6.810413684426482
2016-12-01,6.697095349804479,6.809377056711561
2016-12-15,6.733867281623032,6.810479038787743
2017-01-01,6.700814450558537,6.811583308225624
2017-01-15,6.689723586846337,6.805929147388593
2017-02-01,6.6743567134837765,6.800242835141403
2017-02-15,6.665923941155781,6.848428079655556
2017-03-01,6.672779681960333,6.847954797375551
2017-03-15,6.655045597540877,6.845384689993779
2017-04-01,6.71684369048589,6.841007786991967
2017-04-15,6.708700849526039,6.843339265348304
2017-05-01,6.729047404872518,6.846374027923991
2017-05-15,6.740156270879217,6.852737401657419
2017-06-01,6.736950255393017,6.853417162565521
2017-06-15,6.762441001500652,6.854164942208932
2017-07-01,6.738670896924738,6.858107532387714
2017-07-15,6.740386751634418,6.8576869493303585
2017-08-01,6.73126419226331,6.853863218306122
2017-08-15,6.726288454889494,6.848732973604506
2017-09-01,6.717691219819535,6.836158484034943
2017-09-15,6.710844944243903,6.828856108109329
2017-10-01,6.700960386272553,6.820229900963154
2017-10-15,6.708831039316058,6.8233815623447205
2017-11-01,6.711642296569674,6.833153202340072
2017-11-15,6.729792304244028,6.847343831622957
2017-12-01,6.733138989151593,6.852580761929317
2017-12-15,6.746142628820267,6.851658411926584
2018-01-01,6.793398039925528,6.805668132517342
2018-01-15,6.733451860868217,6.805091157745374
2018-02-01,6.753683690801384,6.804516756600616
2018-02-15,6.717750303619431,6.8359432593471405
2018-03-01,6.735917475924561,6.829728545544641
2018-03-15,6.703561440821989,6.817473276852353
2018-04-01,6.689987454735453,6.807652905583659
2018-04-15,6.665763286031526,6.710613852196878
2018-05-01,6.6779209718187635,6.703079531454919
2018-05-15,6.684282006142507,6.730464012647935
2018-06-01,6.678394254959284,6.7737533357147415
2018-06-15,6.693929633217189,6.815897885274675
2018-07-01,6.697714440667791,6.820153170268654
2018-07-15,6.69238226240041,6.814656500500298
2018-08-01,6.686515476616472,6.809158933198022
2018-08-15,6.683849687622107,6.806864602037824
2018-09-01,6.679018664498173,6.796921553933091
2018-09-15,6.687468087052061,6.827230029427219
2018-10-01,6.692713863657936,6.813598416771321
2018-10-15,6.692168888666519,6.810071778101436
2018-11-01,6.6905378374704165,6.807959666693398
2018-11-15,6.69153143983644,6.812208833519188
2018-12-01,6.699595868752542,6.817439060212475
2018-12-15,6.695801192539341,6.8355631349145005
2019-01-01,6.693082555814008,6.830828488019258
2019-01-15,6.693099850728996,6.809306459696213
2019-02-01,6.692571462208575,6.787285990253007
2019-02-15,6.680529095912827,6.776335923355868
2019-03-01,6.667509450724559,6.763516390622766
2019-03-15,6.654462786874487,6.8760581790826185
2019-04-01,6.646914586295526,6.870501498290906
2019-04-15,6.641623438772466,6.862767211617765
2019-05-01,6.629659486627841,6.852355510523528
2019-05-15,6.630052596320832,6.851404835019904
2019-06-01,6.628206218016323,6.851349769330533
2019-06-15,6.62539853644093,6.849216775737552
2019-07-01,6.638285027847643,6.782376834188294
2019-07-15,,
2019-08-01,6.663570276675353,6.633588287510623
2019-08-15,6.654302151366751,6.593910587099939
2019-09-01,6.640288078433971,6.579529471221743
2019-09-15,6.632482985797308,6.5716571634839
2019-10-01,6.623647077140293,6.563257642718898
2019-10-15,6.602632666494492,6.544967024644683
2019-11-01,6.577633782360149,6.52531244516117
2019-11-15,6.5815348357162815,6.520605123980702
2019-12-01,6.5973111441995576,6.5365525369873305
2019-12-15,6.576537734978925,6.528800562976612
2020-01-01,6.581270989480428,6.520988026077239
2020-01-15,6.569050750613709,6.50794577195153
2020-02-01,6.564022491575047,6.5031243093684505
2020-02-15,6.560668443687492,6.50014577425938
