Date,Tororo,Eldoret
2016-01-01,6.296387032703314,6.5975990927843515
2016-01-15,6.320586014466734,6.529172917320767
2016-02-01,6.344213214797799,6.542853543726102
2016-02-15,6.363161473397284,6.575399588706978
2016-03-01,6.481904996602015,6.566243885146357
2016-03-15,6.429551051454128,6.562791194386278
2016-04-01,,6.572123666604727
2016-04-15,,6.64089880903282
2016-05-01,,6.633790707182643
2016-05-15,6.1874863909384645,6.6083439324601665
2016-06-01,6.2517202319590135,6.565447817194299
2016-06-15,6.357125011186533,6.573465456687939
2016-07-01,6.342784438973655,6.489935121849543
2016-07-15,6.3932870748988515,6.455646589205965
2016-08-01,6.388736192476026,6.394382903282802
2016-08-15,6.47410698873742,6.2974354618860255
2016-09-01,6.512793301594033,6.242893982776978
2016-09-15,6.547504969030527,6.292614325884049
2016-10-01,6.541587156469973,6.323245129490702
2016-10-15,6.441994004612874,6.351516813718182
2016-11-01,6.374409866289913,6.3927406716863295
2016-11-15,6.294226504471901,6.387398856375553
2016-12-01,6.289492503883714,6.427257504704034
2016-12-15,6.394385161243428,6.48159495742286
2017-01-01,6.540097754301309,6.618715381050426
2017-01-15,6.577578956256621,6.596195810441369
2017-02-01,6.6115778845739985,6.58279703260344
2017-02-15,6.638905517956219,6.634620509036087
2017-03-01,6.641214923006386,6.642439167868435
2017-03-15,6.825240168977693,6.688841229613597
2017-04-01,6.834685450311611,6.690197077351437
2017-04-15,6.843377829081585,6.735312768732915
2017-05-01,6.848876293235224,6.732615095060158
2017-05-15,6.55213886379743,6.831905765651529
2017-06-01,6.319800331943955,6.690545688143479
2017-06-15,6.32383068556651,6.693505028047079
2017-07-01,6.367735363778243,6.642163593156939
2017-07-15,6.368444483235205,6.637693422977616
2017-08-01,6.363348068111329,6.632377649562559
2017-08-15,6.402890709992056,6.63866360280412
2017-09-01,6.39953937633255,6.61629104235757
2017-09-15,6.51408323407154,6.649234530454639
2017-10-01,6.510595339523157,6.630725493818413
2017-10-15,6.421128797400659,6.6387771033736165
2017-11-01,6.29596660706919,6.604964871670312
2017-11-15,6.203880881695268,6.627477743147643
2017-12-01,6.222371379818112,6.723849723317328
2017-12-15,6.296693428683594,6.742109040732414
2018-01-01,6.286661969353938,6.733019947164562
2018-01-15,6.293222309231491,6.785883385452971
2018-02-01,6.338144228160699,6.744265597927602
2018-02-15,6.493716170514268,6.730807116111072
2018-03-01,6.524300611548169,6.701018483002359
2018-03-15,6.520355067806187,6.6886338926961315
2018-04-01,6.644707197559189,6.695339231698333
2018-04-15,6.542805529109412,6.589572339532062
2018-05-01,,6.585901899199114
2018-05-15,6.30130810535935,6.582430915839419
2018-06-01,6.00530430091895,6.540337784534935
2018-06-15,6.022433748000113,6.473177489950581
2018-07-01,6.06290222022528,6.421041544792106
2018-07-15,5.986883014610757,6.367348986724408
2018-08-01,6.050321702162092,6.309279455127117
2018-08-15,6.0338106882295675,6.284368678675764
2018-09-01,6.0801275808179795,6.2793163966829475
2018-09-15,6.1204853011356875,6.300100662450232
2018-10-01,6.126011951115102,6.3317383350390655
2018-10-15,6.024536245390805,6.315544108809236
2018-11-01,5.911409693228261,6.271993364470966
2018-11-15,5.921652255211821,6.252926015396951
2018-12-01,5.924889082851135,6.282559986496706
2018-12-15,6.0478205114340655,6.305925055153349
2019-01-01,6.146022698829527,6.43036633939427
2019-01-15,6.246782991763333,6.407574454727711
2019-02-01,6.253849702009266,6.433428729692819
2019-02-15,6.359961571765939,6.399875275589595
2019-03-01,6.372508573657649,6.44589514813056
2019-03-15,6.364233547174291,6.460883859100299
2019-04-01,6.530603093066148,6.539691414987289
2019-04-15,6.496239502871641,6.599507788191578
2019-05-01,,6.694449336342189
2019-05-15,,6.709907137480967
2019-06-01,6.385439196322043,6.767628949632836
2019-06-15,6.468615407132018,6.76523353529331
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
