Date,Masindi,Busia
2016-01-01,,5.442819559302515
2016-01-15,,5.368390731264161
2016-02-01,,5.367908856384362
2016-02-15,,5.351975757904964
2016-03-01,,5.328980718580166
2016-03-15,5.749321675046353,5.402413493497336
2016-04-01,5.744222189877199,5.499568265555266
2016-04-15,5.768514838364622,5.533521247132916
2016-05-01,5.767067917751043,5.554348883772717
2016-05-15,5.7556450336796825,5.624919297368462
2016-06-01,5.76003831041583,5.654594186213162
2016-06-15,5.75827196051943,5.655251409158446
2016-07-01,5.745138005155248,5.74055434548759
2016-07-15,5.746732172140972,5.7112072009785875
2016-08-01,5.742253776773199,5.7638030947339844
2016-08-15,5.742379355806811,5.612515317093071
2016-09-01,6.0443917344748135,5.566786906099898
2016-09-15,6.0388009473109765,5.697072309837952
2016-10-01,6.03042545473073,5.700987244766897
2016-10-15,6.012178564337852,5.688592229992797
2016-11-01,5.9908120879316105,5.697319423884363
2016-11-15,5.957754267850688,5.636170643723225
2016-12-01,5.9505543844603475,5.6194313433579515
2016-12-15,5.959831323878339,5.629948896936181
2017-01-01,5.953697640081862,5.714692616025398
2017-01-15,6.048198643118658,5.80807891460058
2017-02-01,6.134535205606046,5.76549916484374
2017-02-15,6.127784079959406,5.752193689028138
2017-03-01,6.124489577113207,5.76315459508666
2017-03-15,6.121292687066978,5.861196332657981
2017-04-01,6.1151308672858455,5.928837110631458
2017-04-15,6.354883688438217,6.079054370053745
2017-05-01,6.3454359953062385,6.083893311057493
2017-05-15,6.354372984576003,5.980881500846523
2017-06-01,6.226266351540886,6.01459182757544
2017-06-15,6.124503715111705,5.688290027834117
2017-07-01,6.122483898456167,5.474777111293995
2017-07-15,6.322586646191995,5.462532472239282
2017-08-01,6.3185081821123745,5.416722136441101
2017-08-15,6.317699905974179,5.477651372541887
2017-09-01,6.310436724590128,5.480279080286579
2017-09-15,6.3089287205934035,5.433135781583236
2017-10-01,6.159197452685268,5.450898467104721
2017-10-15,6.09294639019578,5.44403246461266
2017-11-01,6.096754435110813,5.411591328899088
2017-11-15,6.096423615231827,5.281738231253175
2017-12-01,6.0930990441139725,5.235077220363793
2017-12-15,5.694091677996334,5.241253311880692
2018-01-01,5.680526165783623,5.357897063254608
2018-01-15,5.842409381144868,5.3907923781495715
2018-02-01,5.839799265618317,5.347322780520523
2018-02-15,5.839995909933781,5.258887923850967
2018-03-01,5.900059830945873,5.254202785427384
2018-03-15,5.896287447650069,5.186003984847137
2018-04-01,5.57770024830641,5.136607962555095
2018-04-15,5.575304755982544,5.285397988508652
2018-05-01,5.566226000180676,5.2114667656400835
2018-05-15,5.563709162228571,5.197853192215453
2018-06-01,5.5458622527665895,4.985817556396541
2018-06-15,5.524629599794531,5.09438446268788
2018-07-01,5.6625158431961315,5.025513391645289
2018-07-15,5.5559317625192515,5.041170232632022
2018-08-01,5.558402786077907,4.888397134079656
2018-08-15,5.5407693909168145,4.916389067603962
2018-09-01,5.533225900578179,4.9122411662664645
2018-09-15,5.832803228683907,4.785862950560118
2018-10-01,5.839586949853373,4.85034721833305
2018-10-15,5.84284145138766,4.9101258398461045
2018-11-01,5.848587107306206,5.09637269505928
2018-11-15,5.8569590430692235,5.065030317949494
2018-12-01,5.349524937947573,4.9922619316572865
2018-12-15,5.356716232503921,5.020243995882708
2019-01-01,5.347515002611756,5.177463538409615
2019-01-15,5.3544504483574284,5.228470645496867
2019-02-01,5.361320841910057,5.28346871561634
2019-02-15,5.560130248617659,5.367156127707497
2019-03-01,5.547922489204874,5.281200919368427
2019-03-15,5.544055993006281,5.315883093287069
2019-04-01,5.533492954450284,5.353189561812566
2019-04-15,5.528341086086172,5.587374617670365
2019-05-01,5.519785375089453,5.789448942038557
2019-05-15,5.688915201782019,5.629726330391688
2019-06-01,5.6922920157620975,5.520799860898352
2019-06-15,5.705720210627866,5.546362418443445
2019-07-01,5.658828887316167,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,5.445595523276932,
2019-09-15,5.446463486848908,
2019-10-01,5.441869527626314,
2019-10-15,5.436593056800403,
2019-11-01,5.434975517849471,
2019-11-15,5.436627487596057,
2019-12-01,5.480981264860992,
2019-12-15,5.48762048209678,
2020-01-01,5.613902240403721,
2020-01-15,5.615892905502677,
2020-02-01,5.435553883768156,
2020-02-15,5.435249456553208,
