Date,Tororo,Kasese
2016-01-01,5.698550031947693,6.59185124559715
2016-01-15,5.742498963288706,6.6156565153423
2016-02-01,5.784597426862376,6.538369229238757
2016-02-15,5.780015188051667,6.3094171973905935
2016-03-01,5.830460479927918,6.343958585768376
2016-03-15,5.823459135165726,6.346395025516676
2016-04-01,,6.339563748316634
2016-04-15,,6.368854314887885
2016-05-01,,6.364867492656624
2016-05-15,5.7949530233687225,6.302427584043952
2016-06-01,5.847175087117204,6.308085776465766
2016-06-15,5.844781203428712,6.304022708317681
2016-07-01,5.831958815207664,6.294245815492255
2016-07-15,5.916583787478151,6.267673380011114
2016-08-01,6.052661965810316,6.290076460134158
2016-08-15,6.048795584257324,6.286970364640864
2016-09-01,6.044948372396227,6.28124928085889
2016-09-15,6.038243067240719,6.275131015811402
2016-10-01,6.03042545473073,6.269905425364633
2016-10-15,6.012178564337852,6.2491060871399045
2016-11-01,6.052049976776908,6.227078885024721
2016-11-15,6.267075515405949,6.294226504471901
2016-12-01,6.287367104571401,6.288217806451714
2016-12-15,6.338979123669129,6.288004757684856
2017-01-01,6.422438596006496,6.287791754298108
2017-01-15,6.46359099156879,6.285826489962831
2017-02-01,6.463255465422941,
2017-02-15,6.456761407706958,
2017-03-01,6.453111980278505,6.279907416560918
2017-03-15,6.449836239932684,6.276007303184382
2017-04-01,6.442643362535587,6.218606555244162
2017-04-15,6.469031300719109,6.262058753777611
2017-05-01,6.507661339637742,6.257534701020181
2017-05-15,6.477932645340147,6.310628435613145
2017-06-01,6.4453199176035705,6.347297581401177
2017-06-15,6.278443357690105,6.3668608091521115
2017-07-01,5.800934381322347,6.369282154496541
2017-07-15,5.873083414577452,6.369988885086579
2017-08-01,6.11402732714971,6.407006548223583
2017-08-15,6.116939383429103,6.403286631758883
2017-09-01,6.055178433176196,
2017-09-15,6.051051941168544,6.395805026332744
2017-10-01,6.018118854425363,6.432204705577433
2017-10-15,6.010220017711317,6.418592104610791
2017-11-01,5.913630953654796,6.362657981567863
2017-11-15,5.916797074292741,6.252072422680107
2017-12-01,5.9109774673226845,6.247963754674888
2017-12-15,6.039056534663201,6.15000395148156
2018-01-01,6.027762768991995,6.310346212392294
2018-01-15,6.036262135538013,6.336602604861716
2018-02-01,6.091974649613189,6.147625904162566
2018-02-15,6.113401296028878,6.090058919852007
2018-03-01,6.123687526544533,
2018-03-15,6.0788112493633095,
2018-04-01,5.983165356414574,
2018-04-15,6.009249335412577,
2018-05-01,6.002530556671921,
2018-05-15,6.002289879121233,5.6507205392182005
2018-06-01,5.745752977828073,6.328376524008624
2018-06-15,5.697583406584886,6.299968870908157
2018-07-01,5.683569252393964,6.3294875493514295
2018-07-15,5.456911003318391,6.3329991274991535
2018-08-01,5.359217423231947,6.263107440216855
2018-08-15,5.342731760733681,6.187961368056826
2018-09-01,5.330285056581489,6.22296592281651
2018-09-15,5.427338120575742,6.301859439573603
2018-10-01,5.432864770555157,6.369328020611899
2018-10-15,5.485091816319161,6.228904854325893
2018-11-01,5.538205447338319,6.057161197187559
2018-11-15,5.634743279049029,6.405194907341884
2018-12-01,5.6372070103993535,6.371176185479554
2018-12-15,5.642355403325902,6.294808393059292
2019-01-01,5.715239782737073,6.328344255623482
2019-01-15,5.7182428600650255,6.287738756600155
2019-02-01,5.647990256047452,6.204561901601647
2019-02-15,5.800345783830516,6.205810891938681
2019-03-01,5.713946972747484,6.143667001228802
2019-03-15,5.7100804765488915,6.235529533008196
2019-04-01,5.739658169230076,6.357432088559859
2019-04-15,5.770226819210122,6.308781135544713
2019-05-01,5.895328803332569,6.341989667879001
2019-05-15,5.895835917589341,6.382780515227405
2019-06-01,5.83863497152082,6.344497805944682
2019-06-15,5.825704158979006,6.368670991956794
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
