Date,Nakuru,Kisumu
2016-01-01,5.817918889704553,5.663050592336632
2016-01-15,5.952827783894579,5.665145711442798
2016-02-01,5.8149140715156005,5.632303455607044
2016-02-15,5.81330760318416,5.658435682791919
2016-03-01,5.804490381229515,5.650460467056651
2016-03-15,5.808257938442922,5.6453157285155475
2016-04-01,5.809124384947471,5.644411917069104
2016-04-15,5.8149307154519505,5.661726557228723
2016-05-01,5.664759169400631,5.662286980255242
2016-05-15,5.655378637757975,5.655378637757975
2016-06-01,5.648495052856374,5.650149312952401
2016-06-15,5.740032636437907,5.645324684896288
2016-07-01,5.736872287953763,5.642164336412144
2016-07-15,5.792136561535243,5.792136561535243
2016-08-01,5.791749730263689,5.791749730263689
2016-08-15,5.790034499001399,5.700689398665549
2016-09-01,5.79116715685274,5.637962998629512
2016-09-15,5.733320098592375,5.6348541569084265
2016-10-01,5.631754950138386,5.710523285267847
2016-10-15,5.624883450128195,5.624883450128195
2016-11-01,5.713323683938286,5.682552025271533
2016-11-15,5.743774172496715,5.768359647969329
2016-12-01,5.714778867125782,5.763139938819203
2016-12-15,5.706784510899772,5.756721464185711
2017-01-01,5.695780106457602,5.7460122319439355
2017-01-15,5.681887239771205,5.725842173754239
2017-02-01,5.718796031024982,5.718796031024982
2017-02-15,6.018177580755495,5.846394202277281
2017-03-01,6.070669087176049,6.070165435692222
2017-03-15,6.05672993964002,6.057741573514864
2017-04-01,5.991710855812071,6.045890772185865
2017-04-15,6.135999480571325,6.089215612692157
2017-05-01,6.1332110570663225,6.217219775604103
2017-05-15,6.139219946114761,6.2257699620812135
2017-06-01,6.0484778753471,6.230121695754557
2017-06-15,6.051276038046907,6.234106630229812
2017-07-01,5.948733006048405,6.236415078500186
2017-07-15,6.050020259012001,6.050020259012001
2017-08-01,5.938092164952554,5.940367478789689
2017-08-15,5.952296109229553,5.832822456095262
2017-09-01,5.954056454859652,5.838244418011139
2017-09-15,5.838868489147492,5.838868489147492
2017-10-01,5.9547313924847165,5.789942314452403
2017-10-15,5.95588642298086,5.791097344948546
2017-11-01,5.957042789115302,5.7086395710418545
2017-11-15,6.063805154516606,5.70524108700508
2017-12-01,5.836471692020788,5.700392527317466
2017-12-15,6.048450743371156,5.690898990958889
2018-01-01,5.936332087663777,5.684368097814075
2018-01-15,5.9363307326786785,5.680491409799482
2018-02-01,5.879830221345724,5.691082366106241
2018-02-15,5.929388861474562,5.684141831656925
2018-03-01,5.926970446599849,5.6772491363872915
2018-03-15,5.894831007497779,5.67054198068604
2018-04-01,5.8002721362758045,5.7977690060576865
2018-04-15,5.80167979138275,5.8004367831431525
2018-05-01,5.7981215105407165,5.795637037213054
2018-05-15,5.800098106773262,5.664432241620108
2018-06-01,5.915149965809983,5.663199000270156
2018-06-15,5.921849922875261,5.670535494594354
2018-07-01,5.9263453029559985,5.672169642394061
2018-07-15,5.923690474859021,5.5193370956035475
2018-08-01,5.863944341745999,5.339466838321893
2018-08-15,5.800400509079656,5.330396879833921
2018-09-01,5.787819960666048,5.57220467577263
2018-09-15,5.65718560737662,5.576181823223533
2018-10-01,5.661178635711002,5.512297429154828
2018-10-15,5.66782598509604,5.513197636284299
2018-11-01,5.796331122201078,5.50906930611186
2018-11-15,5.648116296094692,5.497361205268572
2018-12-01,5.647768927166013,5.4941026261324355
2018-12-15,5.6489308343495415,5.492361773658002
2019-01-01,5.648914721993819,5.497380728947945
2019-01-15,5.648898609378483,5.493305968234323
2019-02-01,5.654876311508777,5.5026258697830075
2019-02-15,5.6514654163546005,5.4982612581313735
2019-03-01,5.645262052600476,5.490638447723022
2019-03-15,5.632775693106237,5.480054606088573
2019-04-01,5.630281444205356,5.476130764378098
2019-04-15,5.753828487639785,5.617958333492258
2019-05-01,6.076667374731454,5.627142276829259
2019-05-15,6.072849423572065,5.622291851820194
2019-06-01,6.1586963643158334,5.754895150102365
2019-06-15,6.101213747012686,5.611646995814282
2019-07-01,6.04022427061924,5.71649165163099
2019-07-15,6.065038661508886,5.811379566268726
2019-08-01,6.192074318500116,5.812096736701151
2019-08-15,6.190513622706112,
2019-09-01,5.882366632522318,5.813529536407596
2019-09-15,5.814204585907329,5.813621665459461
2019-10-01,5.810214935358393,5.810214935358393
2019-10-15,5.809553913892397,5.810849444504627
2019-11-01,5.669366989291664,
2019-11-15,5.67381500905141,
2019-12-01,5.672935144008969,
2019-12-15,5.6727702922670815,
2020-01-01,5.669971287485432,
2020-01-15,5.723291611159681,
2020-02-01,5.720196323172665,5.815279771312942
2020-02-15,5.428612709405602,5.809329647824573
