Date,Kampala,Nairobi
2016-01-01,5.969865126935269,6.453865457880394
2016-01-15,5.8855170059367845,6.453298472352992
2016-02-01,5.958950814007155,6.460715131478347
2016-02-15,5.955617794596877,6.447810895446418
2016-03-01,5.9640798968472035,6.429808608959609
2016-03-15,5.916258313000828,6.432925990142166
2016-04-01,5.984397783085841,6.21768879223459
2016-04-15,6.0087147913069865,6.1302804606328944
2016-05-01,5.992603814703873,6.068851593696824
2016-05-15,5.928847986257203,6.061394558328427
2016-06-01,6.000340059619703,6.053960160964539
2016-06-15,5.998142305638953,6.049685430661399
2016-07-01,5.986408941062014,6.047629444520308
2016-07-15,6.059513895246804,6.045032517901609
2016-08-01,6.206733056318419,6.042985016444914
2016-08-15,6.178142286718774,6.040715615038211
2016-09-01,5.931330274039128,6.041218161086874
2016-09-15,5.971917235529052,6.038109319365788
2016-10-01,6.038237994467524,6.035010112595748
2016-10-15,6.135130873309249,6.03145536521155
2016-11-01,6.18503626172917,6.025698368980438
2016-11-15,6.245436340302469,6.019674076250235
2016-12-01,6.303407971945689,6.013659264887592
2016-12-15,6.426360802458954,6.006442774398269
2017-01-01,6.424294917311788,6.019180261511463
2017-01-15,6.46784330130732,5.992904959003284
2017-02-01,6.438182518753147,6.013006962359227
2017-02-15,6.456406483124705,6.284362171515853
2017-03-01,6.433756537325549,6.286332567224342
2017-03-15,6.444134157483775,6.241073741814742
2017-04-01,6.411815898740327,6.2926874606843874
2017-04-15,6.6167693122360465,6.347440474258508
2017-05-01,6.609154152421307,6.3482033961498265
2017-05-15,6.651157472929973,6.512817315374903
2017-06-01,6.598349920832463,6.607512774506386
2017-06-15,6.528490626350559,6.570821173612569
2017-07-01,6.122483898456167,6.583520571422768
2017-07-15,6.177429919199405,6.521044817391844
2017-08-01,6.219172051891497,6.490850783161839
2017-08-15,6.221904564035328,6.526603953200421
2017-09-01,6.21706955057843,6.591569359577223
2017-09-15,6.260786644586643,6.397758850863217
2017-10-01,6.25757878317172,6.342658879927553
2017-10-15,6.0959569293486515,6.369631593449638
2017-11-01,6.490122621510149,6.398875541394341
2017-11-15,6.202083936018567,6.368116483939922
2017-12-01,6.199259239942363,6.495651511948429
2017-12-15,6.20072944042185,6.357377924436673
2018-01-01,6.085991273891787,6.317256086855823
2018-01-15,6.093007630923488,6.332725483816878
2018-02-01,6.091974649613189,6.358103242073966
2018-02-15,6.110455785799122,6.47934895804192
2018-03-01,6.083188164709767,6.429551372752986
2018-03-15,6.079821860869233,
2018-04-01,6.123893015909692,
2018-04-15,6.119565155834772,
2018-05-01,6.085738614760137,6.201102145321219
2018-05-15,6.056185647326365,6.279078734858332
2018-06-01,5.909885772883303,6.2835597947718185
2018-06-15,5.899323049235942,6.15823870093949
2018-07-01,5.840267704300021,6.499832687846701
2018-07-15,5.649097005083259,6.366634955990751
2018-08-01,5.467431007872181,6.474909100240721
2018-08-15,5.628345580121404,6.49853523115064
2018-09-01,5.526399935507779,6.488495407646785
2018-09-15,5.689119464595366,6.489969424879569
2018-10-01,5.69957371962666,6.493962453213951
2018-10-15,5.700318809555521,6.425466915017677
2018-11-01,5.778881477414169,6.480611873555382
2018-11-15,5.824251725093439,6.477342641357958
2018-12-01,5.860350561713563,6.408357388521492
2018-12-15,5.798257397085895,6.475518823721275
2019-01-01,5.789347754890795,6.414344634863005
2019-01-15,5.865071969663276,6.535353843673951
2019-02-01,5.870525719778315,6.452242129212523
2019-02-15,5.948900478153654,6.41322660876446
2019-03-01,5.856292101256782,6.47229517285478
2019-03-15,5.783783672336026,6.459633077198647
2019-04-01,5.841175693608735,6.480432373574967
2019-04-15,5.9040897218658595,6.446346539522169
2019-05-01,6.012072877856533,6.37428180874592
2019-05-15,6.016729375660117,6.4462920911118236
2019-06-01,6.017236747212243,6.427890515225002
2019-06-15,6.031614643169441,6.436527977286944
2019-07-01,6.138397671441232,6.414684047901625
2019-07-15,6.033906762562189,6.691824166369745
2019-08-01,5.917209673028302,6.619727341583642
2019-08-15,5.706072661330043,6.607407426637899
2019-09-01,5.706978502181697,6.6045325069712995
2019-09-15,5.780334941770064,6.604461555077824
2019-10-01,5.706477203017882,6.601217905922097
2019-10-15,5.699239051090859,6.599281922458123
2019-11-01,6.04807999073588,6.607869104928533
2019-11-15,5.905718291584433,6.610584272269105
2019-12-01,5.9037179594778175,6.609132242999927
2019-12-15,5.842217143333874,6.606325381795201
2020-01-01,5.9312467090679695,6.587843881012934
2020-01-15,5.840858504086831,6.566662998538702
2020-02-01,5.614840536866957,6.5858497995202985
2020-02-15,5.617571013347163,6.582344297294791
