Date,Masindi,Kampala
2016-01-01,6.465225239159982,6.549089386259069
2016-01-15,6.455271570344619,6.57731738494635
2016-02-01,6.458589092132568,6.508516266089075
2016-02-15,6.492322866350689,6.5350117303239434
2016-03-01,6.679165800083002,6.671906240070198
2016-03-15,6.679861549024396,6.609243981810443
2016-04-01,6.676941645377108,6.518885743973179
2016-04-15,6.702156046269875,6.551381020928636
2016-05-01,6.7014573486616476,6.590888743798449
2016-05-15,6.696148575961132,6.615933575438553
2016-06-01,6.689633670863659,6.429005350510378
2016-06-15,6.497408484717015,6.477066337580395
2016-07-01,6.482272895773473,6.415933580826795
2016-07-15,6.506644149537146,6.41956825017436
2016-08-01,6.523361731526907,6.413894752112181
2016-08-15,6.523105074728996,6.5409626921290025
2016-09-01,6.593452490785948,6.556107830249778
2016-09-15,6.588568383098891,6.608326833396764
2016-10-01,6.501129119006803,6.577396609166684
2016-10-15,6.47904873424721,6.398114045424532
2016-11-01,6.279218116108922,6.381882860752918
2016-11-15,6.300161239991715,6.434986174328529
2016-12-01,6.420259995524769,6.500073397992073
2016-12-15,6.429318290751434,6.509105407369265
2017-01-01,6.422438596006496,6.612564378292032
2017-01-15,6.502437728059688,6.61245173027075
2017-02-01,6.576508348170308,6.607299149439882
2017-02-15,6.569405482771316,6.745817624305464
2017-03-01,6.5664279873774465,6.774305041813348
2017-03-15,6.597569785439308,6.8258503343514345
2017-04-01,6.590755438475138,6.821446658547321
2017-04-15,6.586698709388025,6.829929019268972
2017-05-01,6.578006596294953,6.822144105081133
2017-05-15,6.5860404154731125,6.487855737885357
2017-06-01,6.591907192610265,6.424615244241879
2017-06-15,6.451292870809253,6.357738960360644
2017-07-01,6.41053682201548,6.4321771310093
2017-07-15,6.527440987522891,6.471522643595779
2017-08-01,6.525614734516767,6.467893350509074
2017-08-15,6.592977142183737,6.474676016540806
2017-09-01,6.586298810232551,6.498616292278132
2017-09-15,6.5810939443545005,6.618651356660965
2017-10-01,6.259280911242251,6.606987185198222
2017-10-15,6.247240634735078,6.390068687798257
2017-11-01,6.100754440444159,6.372593103411213
2017-11-15,6.096423615231827,6.297843655052759
2017-12-01,6.0930990441139725,6.337612621164375
2017-12-15,6.201628316886867,6.404257397307855
2018-01-01,6.191351789549613,6.393921507173515
2018-01-15,6.534912024138188,6.420267192626407
2018-02-01,6.534237601941882,6.440989810081778
2018-02-15,6.530562443900234,6.563914749160479
2018-03-01,6.487981003885049,6.597736688584924
2018-03-15,6.519704661279193,6.604789438391978
2018-04-01,6.511175804934666,6.719797648914258
2018-04-15,6.510090070492864,6.724293251975721
2018-05-01,6.536089306104479,6.70807347665705
2018-05-15,5.804871219045459,6.376134705826333
2018-06-01,5.787024309583478,6.141810678834342
2018-06-15,6.012823423100325,6.154170225733569
2018-07-01,6.010643726556405,6.134606957780981
2018-07-15,5.866086690823091,6.128450955290582
2018-08-01,6.050321702162092,6.131779170741259
2018-08-15,6.0338106882295675,6.115762704359025
2018-09-01,6.022390027562991,6.22424496797063
2018-09-15,6.014703821464067,6.2386891236697295
2018-10-01,6.020651435457276,6.288082666972602
2018-10-15,6.023490766989252,6.223781017326023
2018-11-01,6.27462060814678,6.138293314353324
2018-11-15,6.094844876120637,6.146186949806263
2018-12-01,6.042672118507518,6.148032634165344
2018-12-15,6.049863413063866,6.154407268815136
2019-01-01,6.194812862998959,6.309652122611329
2019-01-15,6.373813365371398,6.373813365371398
2019-02-01,6.382810133007966,6.418604935085321
2019-02-15,6.456353417441004,6.446507810833791
2019-03-01,6.368100043372883,6.445987944428703
2019-03-15,6.364233547174291,6.546800532856457
2019-04-01,6.469124069085033,6.596983860325174
2019-04-15,6.530685529327375,6.611633926220768
2019-05-01,6.558233536804122,6.664647080013183
2019-05-15,6.790396932878082,6.64740628814655
2019-06-01,6.5634534959184165,6.466583346997119
2019-06-15,6.511285099155636,6.547946551878453
2019-07-01,6.5223567013969665,6.569583061182738
2019-07-15,,
2019-08-01,6.544138814535459,6.611500364290326
2019-08-15,6.473830705681163,6.621799854164206
2019-09-01,6.624670775981141,6.712568781274962
2019-09-15,6.639834839297474,6.737947543206125
2019-10-01,6.6941109837239425,6.716804066874644
2019-10-15,6.536425601873741,6.7156937211808065
2019-11-01,6.532366059267259,6.596293146573491
2019-11-15,6.531583465061057,6.658683967355289
2019-12-01,6.626113569163994,6.71414069027346
2019-12-15,6.690208244650055,6.704143954047514
2020-01-01,6.685214353074378,6.689903082685284
2020-01-15,6.686768439199186,6.714505194170786
2020-02-01,6.714465483849453,6.768159739774541
2020-02-15,6.715172690509349,6.769293127329221
