Date,Kampala,Nakuru
2016-01-01,5.470728347419592,5.817918889704553
2016-01-15,5.458969852156508,5.952827783894579
2016-02-01,5.460547710239721,5.8149140715156005
2016-02-15,5.456993749154578,5.81330760318416
2016-03-01,5.428510313927199,5.804490381229515
2016-03-15,5.430104293642521,5.808257938442922
2016-04-01,5.461639567537767,5.809124384947471
2016-04-15,5.566097417567529,5.8149307154519505
2016-05-01,5.567228546636379,5.664759169400631
2016-05-15,5.595170821967687,5.655378637757975
2016-06-01,5.611889148977269,5.648495052856374
2016-06-15,5.612619207362562,5.740032636437907
2016-07-01,5.911840245564505,5.736872287953763
2016-07-15,5.6792556011719855,5.792136561535243
2016-08-01,5.54276441635688,5.791749730263689
2016-08-15,5.534623610463989,5.790034499001399
2016-09-01,5.533937237081611,5.79116715685274
2016-09-15,5.58418308839212,5.733320098592375
2016-10-01,5.633328596293082,5.631754950138386
2016-10-15,5.653388594799817,5.624883450128195
2016-11-01,5.7656386678618405,5.713323683938286
2016-11-15,5.733866391976621,5.743774172496715
2016-12-01,5.728602018516291,5.714778867125782
2016-12-15,5.735801902138559,5.706784510899772
2017-01-01,5.731147736751843,5.695780106457602
2017-01-15,5.7298585308937655,5.681887239771205
2017-02-01,5.730052415847992,5.718796031024982
2017-02-15,5.726010375083201,6.018177580755495
2017-03-01,5.720502665874353,6.070669087176049
2017-03-15,5.811989948718504,6.05672993964002
2017-04-01,5.790089578940895,5.991710855812071
2017-04-15,5.958899158256917,6.135999480571325
2017-05-01,6.102029828334253,6.1332110570663225
2017-05-15,6.109099196459389,6.139219946114761
2017-06-01,6.033060576314948,6.0484778753471
2017-06-15,5.798513035977917,6.051276038046907
2017-07-01,5.676134973936596,5.948733006048405
2017-07-15,5.719883455785202,6.050020259012001
2017-08-01,5.623736305825427,5.938092164952554
2017-08-15,5.528757383475383,5.952296109229553
2017-09-01,5.6189089775824845,5.954056454859652
2017-09-15,5.7011708566512205,5.838868489147492
2017-10-01,5.5896642280924995,5.9547313924847165
2017-10-15,5.600378535003355,5.95588642298086
2017-11-01,5.4036072545508675,5.957042789115302
2017-11-15,5.508936755458621,6.063805154516606
2017-12-01,5.400951363887112,5.836471692020788
2017-12-15,5.405414085303052,6.048450743371156
2018-01-01,5.341019025467256,5.936332087663777
2018-01-15,5.398856937986302,5.9363307326786785
2018-02-01,5.398827469053243,5.879830221345724
2018-02-15,5.501201391272897,5.929388861474562
2018-03-01,5.331933353342541,5.926970446599849
2018-03-15,5.3284461754094945,5.894831007497779
2018-04-01,5.320655145316519,5.8002721362758045
2018-04-15,5.37278049187107,5.80167979138275
2018-05-01,5.307211822598467,5.7981215105407165
2018-05-15,5.245255431110037,5.800098106773262
2018-06-01,5.225047245462376,5.915149965809983
2018-06-15,4.918493796224216,5.921849922875261
2018-07-01,4.922703897779067,5.9263453029559985
2018-07-15,5.235160533260355,5.923690474859021
2018-08-01,5.110232640733851,5.863944341745999
2018-08-15,5.090235997406944,5.800400509079656
2018-09-01,4.840078720018234,5.787819960666048
2018-09-15,4.734190940015797,5.65718560737662
2018-10-01,4.743484072790689,5.661178635711002
2018-10-15,4.837486656206132,5.66782598509604
2018-11-01,4.929799495233464,5.796331122201078
2018-11-15,5.097291180167716,5.648116296094692
2018-12-01,5.098210509666667,5.647768927166013
2018-12-15,4.949208222765956,5.6489308343495415
2019-01-01,5.167659538312995,5.648914721993819
2019-01-15,5.267067944995011,5.648898609378483
2019-02-01,5.302970958847781,5.654876311508777
2019-02-15,5.359091567870766,5.6514654163546005
2019-03-01,5.344647141107389,5.645262052600476
2019-03-15,5.340780644908796,5.632775693106237
2019-04-01,5.3849382601271465,5.630281444205356
2019-04-15,5.40823271379379,5.753828487639785
2019-05-01,5.864484127981471,6.076667374731454
2019-05-15,5.834407818866163,6.072849423572065
2019-06-01,5.867905353820933,6.1586963643158334
2019-06-15,5.700038377160435,6.101213747012686
2019-07-01,5.615845094691474,6.04022427061924
2019-07-15,,6.065038661508886
2019-08-01,5.422650721538611,6.192074318500116
2019-08-15,5.223026601671128,6.190513622706112
2019-09-01,5.253389207250436,5.882366632522318
2019-09-15,5.285013504540038,5.814204585907329
2019-10-01,5.336103414720988,5.810214935358393
2019-10-15,5.3565503491268665,5.809553913892397
2019-11-01,5.481495533484364,5.669366989291664
2019-11-15,5.510474737547807,5.67381500905141
2019-12-01,5.528609313850247,5.672935144008969
2019-12-15,5.578517035568579,5.6727702922670815
2020-01-01,5.615425469944242,5.669971287485432
2020-01-15,5.432963261125375,5.723291611159681
2020-02-01,5.383303193424278,5.720196323172665
2020-02-15,5.269516812452338,5.428612709405602
