Date,Ruhengeri,Kasese
2016-01-01,,6.85651289461052
2016-01-15,6.8135210551647605,6.846294610070295
2016-02-01,6.810748082922316,6.8749915146261005
2016-02-15,6.790431092119046,6.843288110274468
2016-03-01,6.765571627177055,6.747877338047209
2016-03-15,6.779237455066693,6.711271538568826
2016-04-01,6.792719043066423,6.712511488848022
2016-04-15,6.798544539692396,6.8227773515096315
2016-05-01,6.821736316210255,6.8345108264562
2016-05-15,6.7911934211890586,6.8240528250536485
2016-06-01,6.805207369387469,6.800296410172921
2016-06-15,6.792370396876302,6.7963537494475075
2016-07-01,6.861092994156332,6.843750293823358
2016-07-15,6.813201935145533,6.847365684337016
2016-08-01,6.802872318444153,6.8998802368783645
2016-08-15,6.78904322653777,6.898080016079373
2016-09-01,6.768226647180095,6.892007711613546
2016-09-15,6.762050781454818,6.886417456629419
2016-10-01,6.736856110620549,6.880360890079465
2016-10-15,6.792533393429326,6.859476424725056
2016-11-01,6.8110443112941885,6.838523701479584
2016-11-15,6.810413684426482,6.805052128237891
2016-12-01,6.809377056711561,6.799043430217704
2016-12-15,6.810479038787743,6.798830381450847
2017-01-01,6.811583308225624,6.798617378064098
2017-01-15,6.805929147388593,6.78243099362471
2017-02-01,6.800242835141403,
2017-02-15,6.848428079655556,
2017-03-01,6.847954797375551,6.73223785079909
2017-03-15,6.845384689993779,6.757571754831194
2017-04-01,6.841007786991967,6.7791155991568
2017-04-15,6.843339265348304,6.758792375998723
2017-05-01,6.846374027923991,6.739221946974403
2017-05-15,6.852737401657419,6.775537810337138
2017-06-01,6.853417162565521,6.788287660671727
2017-06-15,6.854164942208932,6.7871561558233
2017-07-01,6.858107532387714,6.788561757047894
2017-07-15,6.8576869493303585,6.78975454333694
2017-08-01,6.853863218306122,6.784852526933321
2017-08-15,6.848732973604506,6.779994022496103
2017-09-01,6.836158484034943,6.775159009039205
2017-09-15,6.828856108109329,6.771612268352634
2017-10-01,6.820229900963154,6.79678820842347
2017-10-15,6.8233815623447205,6.7860935707557255
2017-11-01,6.833153202340072,6.775265977188408
2017-11-15,6.847343831622957,6.761185717260585
2017-12-01,6.852580761929317,6.697961309806346
2017-12-15,6.851658411926584,6.671182608897453
2018-01-01,6.805668132517342,6.806045907371657
2018-01-15,6.805091157745374,6.811898807473221
2018-02-01,6.804516756600616,6.786626721352554
2018-02-15,6.8359432593471405,6.78962837432224
2018-03-01,6.829728545544641,
2018-03-15,6.817473276852353,
2018-04-01,6.807652905583659,
2018-04-15,6.710613852196878,
2018-05-01,6.703079531454919,6.8045029596903825
2018-05-15,6.730464012647935,6.80437423335443
2018-06-01,6.7737533357147415,6.788032684728935
2018-06-15,6.815897885274675,6.713453268182942
2018-07-01,6.820153170268654,6.701104899592258
2018-07-15,6.814656500500298,6.750262269352953
2018-08-01,6.809158933198022,6.7716965633469055
2018-08-15,6.806864602037824,6.7413466062416125
2018-09-01,6.796921553933091,6.743302487842133
2018-09-15,6.827230029427219,6.7750176455678535
2018-10-01,6.813598416771321,6.794324999637309
2018-10-15,6.810071778101436,6.720813318959678
2018-11-01,6.807959666693398,6.680628457109515
2018-11-15,6.812208833519188,6.812089608259642
2018-12-01,6.817439060212475,6.789399072119459
2018-12-15,6.8355631349145005,6.795680491078833
2019-01-01,6.830828488019258,6.790310268364219
2019-01-15,6.809306459696213,6.81638222368294
2019-02-01,6.787285990253007,6.797946496381307
2019-02-15,6.776335923355868,6.7986004535561015
2019-03-01,6.763516390622766,6.7055186025503914
2019-03-15,6.8760581790826185,6.755359719867269
2019-04-01,6.870501498290906,6.75051160360952
2019-04-15,6.862767211617765,6.793574240158408
2019-05-01,6.852355510523528,6.7870203761933565
2019-05-15,6.851404835019904,6.814926464638243
2019-06-01,6.851349769330533,6.8873426138287295
2019-06-15,6.849216775737552,6.894996310390155
2019-07-01,6.782376834188294,
2019-07-15,,
2019-08-01,6.633588287510623,
2019-08-15,6.593910587099939,
2019-09-01,6.579529471221743,
2019-09-15,6.5716571634839,
2019-10-01,6.563257642718898,
2019-10-15,6.544967024644683,
2019-11-01,6.52531244516117,
2019-11-15,6.520605123980702,
2019-12-01,6.5365525369873305,
2019-12-15,6.528800562976612,
2020-01-01,6.520988026077239,
2020-01-15,6.50794577195153,
2020-02-01,6.5031243093684505,
2020-02-15,6.50014577425938,
