Date,Lira,Masindi
2016-01-01,5.410867959495913,
2016-01-15,5.2638587113706174,
2016-02-01,5.091450246302431,
2016-02-15,5.1276900020119776,
2016-03-01,5.215838062480285,
2016-03-15,5.2776013385717055,5.749321675046353
2016-04-01,,5.744222189877199
2016-04-15,,5.768514838364622
2016-05-01,,5.767067917751043
2016-05-15,5.492372641406479,5.7556450336796825
2016-06-01,5.547932192264347,5.76003831041583
2016-06-15,5.558939057898939,5.75827196051943
2016-07-01,5.654238814326608,5.745138005155248
2016-07-15,5.6504351626364935,5.746732172140972
2016-08-01,5.5446179850062025,5.742253776773199
2016-08-15,5.540194655513445,5.742379355806811
2016-09-01,5.533937237081611,6.0443917344748135
2016-09-15,5.412003251676704,6.0388009473109765
2016-10-01,5.460957370352296,6.03042545473073
2016-10-15,5.445999762404194,6.012178564337852
2016-11-01,5.526585482262797,5.9908120879316105
2016-11-15,5.4469286440846965,5.957754267850688
2016-12-01,5.437939317926372,5.9505543844603475
2016-12-15,5.447627340142226,5.959831323878339
2017-01-01,5.497376696581344,5.953697640081862
2017-01-15,5.643384932889939,6.048198643118658
2017-02-01,5.596310607651941,6.134535205606046
2017-02-15,5.635845373847415,6.127784079959406
2017-03-01,5.6341624748955565,6.124489577113207
2017-03-15,5.751701517861699,6.121292687066978
2017-04-01,5.788716895128923,6.1151308672858455
2017-04-15,5.894476170595299,6.354883688438217
2017-05-01,6.043431360169944,6.3454359953062385
2017-05-15,5.783409002071478,6.354372984576003
2017-06-01,5.797460866115625,6.226266351540886
2017-06-15,5.71903860700354,6.124503715111705
2017-07-01,5.631893952120291,6.122483898456167
2017-07-15,5.720622281086634,6.322586646191995
2017-08-01,5.623736305825427,6.3185081821123745
2017-08-15,5.423792202869158,6.317699905974179
2017-09-01,5.41895718941226,6.310436724590128
2017-09-15,5.417449185415537,6.3089287205934035
2017-10-01,5.411983050855047,6.159197452685268
2017-10-15,5.342936347741292,6.09294639019578
2017-11-01,5.283441623247333,6.096754435110813
2017-11-15,5.283993023640264,6.096423615231827
2017-12-01,5.28116832756406,6.0930990441139725
2017-12-15,5.2848882477775625,5.694091677996334
2018-01-01,5.068819317163852,5.680526165783623
2018-01-15,4.993391829878138,5.842409381144868
2018-02-01,5.074331423478746,5.839799265618317
2018-02-15,5.146848729373835,5.839995909933781
2018-03-01,5.209331031250209,5.900059830945873
2018-03-15,5.132759470328324,5.896287447650069
2018-04-01,5.021412250463662,5.57770024830641
2018-04-15,5.123795709372973,5.575304755982544
2018-05-01,5.116156585835759,5.566226000180676
2018-05-15,5.084912781034857,5.563709162228571
2018-06-01,4.939726449196274,5.5458622527665895
2018-06-15,4.5130286881160515,5.524629599794531
2018-07-01,4.510848991572132,5.6625158431961315
2018-07-15,4.544330850840772,5.5559317625192515
2018-08-01,4.661980257420478,5.558402786077907
2018-08-15,4.751633834527906,5.5407693909168145
2018-09-01,4.522474967701403,5.533225900578179
2018-09-15,4.514828111541494,5.832803228683907
2018-10-01,4.516574038681002,5.839586949853373
2018-10-15,4.526708868959703,5.84284145138766
2018-11-01,4.642117422781683,5.848587107306206
2018-11-15,4.852756438872189,5.8569590430692235
2018-12-01,4.853675768371139,5.349524937947573
2018-12-15,4.730655345160345,5.356716232503921
2019-01-01,4.942049894503591,5.347515002611756
2019-01-15,5.100216309973188,5.3544504483574284
2019-02-01,5.109427877309861,5.361320841910057
2019-02-15,5.241055463758015,5.560130248617659
2019-03-01,5.227376269354647,5.547922489204874
2019-03-15,5.161732413459811,5.544055993006281
2019-04-01,5.212721725191387,5.533492954450284
2019-04-15,5.271703635316351,5.528341086086172
2019-05-01,5.696991831216638,5.519785375089453
2019-05-15,5.691784644209972,5.688915201782019
2019-06-01,5.764146119530081,5.6922920157620975
2019-06-15,5.54303462835077,5.705720210627866
2019-07-01,5.497004148961136,5.658828887316167
2019-07-15,5.448752198015116,
2019-08-01,5.283829017302559,
2019-08-15,5.086228299901257,
2019-09-01,5.088139634355128,5.445595523276932
2019-09-15,5.087187761210118,5.446463486848908
2019-10-01,5.086236793266025,5.441869527626314
2019-10-15,5.211616324404532,5.436593056800403
2019-11-01,5.326761933209239,5.434975517849471
2019-11-15,5.32883091714035,5.436627487596057
2019-12-01,5.459853718435117,5.480981264860992
2019-12-15,5.330582130612325,5.48762048209678
2020-01-01,5.430360427204537,5.613902240403721
2020-01-15,5.329223491365282,5.615892905502677
2020-02-01,5.212410332453946,5.435553883768156
2020-02-15,5.212105905238999,5.435249456553208
