Date,Kisumu,Tororo
2016-01-01,6.57967627648322,6.296387032703314
2016-01-15,6.581771395589386,6.320586014466734
2016-02-01,6.51955563150128,6.344213214797799
2016-02-15,6.506454783744106,6.363161473397284
2016-03-01,6.49763756178946,6.481904996602015
2016-03-15,6.56211437540951,6.429551051454128
2016-04-01,6.559350383693245,
2016-04-15,6.57669190786181,
2016-05-01,6.579237560388245,
2016-05-15,6.572330308188907,6.1874863909384645
2016-06-01,6.49662038536361,6.2517202319590135
2016-06-15,6.49167602367946,6.357125011186533
2016-07-01,6.487805195591718,6.342784438973655
2016-07-15,6.484214794906284,6.3932870748988515
2016-08-01,6.411774645994671,6.388736192476026
2016-08-15,6.483181679561344,6.47410698873742
2016-09-01,6.482892873065308,6.512793301594033
2016-09-15,6.480495016088001,6.547504969030527
2016-10-01,6.478106288921558,6.541587156469973
2016-10-15,6.4731300771899845,6.441994004612874
2016-11-01,6.46673891651235,6.374409866289913
2016-11-15,6.462577683530768,6.294226504471901
2016-12-01,6.456287119379148,6.289492503883714
2016-12-15,6.4491520556788045,6.394385161243428
2017-01-01,6.570617331318143,6.540097754301309
2017-01-15,6.670303782595091,6.577578956256621
2017-02-01,6.661800975369369,6.6115778845739985
2017-02-15,6.657465591642711,6.638905517956219
2017-03-01,6.945634173046122,6.641214923006386
2017-03-15,6.932957498327916,6.825240168977693
2017-04-01,6.92013326781652,6.834685450311611
2017-04-15,6.91407831466765,6.843377829081585
2017-05-01,6.912485152253639,6.848876293235224
2017-05-15,6.918917142641159,6.55213886379743
2017-06-01,6.518227407272195,6.319800331943955
2017-06-15,6.521788702681593,6.32383068556651
2017-07-01,6.584721772768402,6.367735363778243
2017-07-15,6.51976849303224,6.368444483235205
2017-08-01,6.448006211627161,6.363348068111329
2017-08-15,6.643188497402409,6.402890709992056
2017-09-01,6.6500181602159065,6.39953937633255
2017-09-15,6.653739042575744,6.51408323407154
2017-10-01,6.53518460689575,6.510595339523157
2017-10-15,6.650732839293765,6.421128797400659
2017-11-01,6.650189969675248,6.29596660706919
2017-11-15,6.400567709037956,6.203880881695268
2017-12-01,6.39645091808487,6.222371379818112
2017-12-15,6.5179429944415945,6.296693428683594
2018-01-01,6.478920614188919,6.286661969353938
2018-01-15,6.508444680415951,6.293222309231491
2018-02-01,6.518119041353622,6.338144228160699
2018-02-15,6.509924588244713,6.493716170514268
2018-03-01,6.50303189297508,6.524300611548169
2018-03-15,6.498831004249888,6.520355067806187
2018-04-01,6.492168534934097,6.644707197559189
2018-04-15,6.493583963703098,6.542805529109412
2018-05-01,6.490027226012597,
2018-05-15,6.490754626020756,6.30130810535935
2018-06-01,6.358492872173264,6.00530430091895
2018-06-15,6.36296813421643,6.022433748000113
2018-07-01,6.365316822954006,6.06290222022528
2018-07-15,6.329526296595157,5.986883014610757
2018-08-01,6.21427134449893,6.050321702162092
2018-08-15,6.205865617187821,6.0338106882295675
2018-09-01,6.353534422212668,6.0801275808179795
2018-09-15,6.204790482645907,6.1204853011356875
2018-10-01,6.207115453879592,6.126011951115102
2018-10-15,6.208015661009062,6.024536245390805
2018-11-01,6.346716910666902,5.911409693228261
2018-11-15,6.341263476654637,5.921652255211821
2018-12-01,6.339461562014965,5.924889082851135
2018-12-15,6.407295653220867,6.0478205114340655
2019-01-01,6.343956828206739,6.146022698829527
2019-01-15,6.342045789938428,6.246782991763333
2019-02-01,6.485114874213098,6.253849702009266
2019-02-15,6.344612596914546,6.359961571765939
2019-03-01,6.469188615525719,6.372508573657649
2019-03-15,6.45838072888218,6.364233547174291
2019-04-01,6.456960017389824,6.530603093066148
2019-04-15,6.449801859435565,6.496239502871641
2019-05-01,6.571208675610823,
2019-05-15,6.5680998355525855,
2019-06-01,6.564438980404133,6.385439196322043
2019-06-15,6.555150291213322,6.468615407132018
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
