Date,Eldoret,Nairobi
2016-01-01,6.5975990927843515,6.646389256953784
2016-01-15,6.529172917320767,6.639041435259668
2016-02-01,6.542853543726102,6.687488450843135
2016-02-15,6.575399588706978,6.664819458193112
2016-03-01,6.566243885146357,6.633927826383913
2016-03-15,6.562791194386278,6.635206259414846
2016-04-01,6.572123666604727,6.640537434794652
2016-04-15,6.64089880903282,6.642141817272417
2016-05-01,6.633790707182643,6.668774329881169
2016-05-15,6.6083439324601665,6.661404307088801
2016-06-01,6.565447817194299,6.654662809002483
2016-06-15,6.573465456687939,6.650281053856099
2016-07-01,6.489935121849543,6.623821061543903
2016-07-15,6.455646589205965,6.6209496072483445
2016-08-01,6.394382903282802,6.630053253646403
2016-08-15,6.2974354618860255,6.616980130539704
2016-09-01,6.242893982776978,6.617135250433609
2016-09-15,6.292614325884049,6.614026408712523
2016-10-01,6.323245129490702,6.6109272019424825
2016-10-15,6.351516813718182,6.607061460931148
2016-11-01,6.3927406716863295,6.6247541389301885
2016-11-15,6.387398856375553,6.595038221153797
2016-12-01,6.427257504704034,6.608596743147879
2016-12-15,6.48159495742286,6.582504220773498
2017-01-01,6.618715381050426,6.597418561544886
2017-01-15,6.596195810441369,6.577088911765866
2017-02-01,6.58279703260344,6.5698298857950155
2017-02-15,6.634620509036087,6.564017031985086
2017-03-01,6.642439167868435,6.564431530349914
2017-03-15,6.688841229613597,6.5300176440869455
2017-04-01,6.690197077351437,6.53994365666427
2017-04-15,6.735312768732915,6.526892946567049
2017-05-01,6.732615095060158,6.534979303293161
2017-05-15,6.831905765651529,6.736087842754295
2017-06-01,6.690545688143479,6.73550882888961
2017-06-15,6.693505028047079,6.7449322539958025
2017-07-01,6.642163593156939,6.7472407022661764
2017-07-15,6.637693422977616,6.7431674395719465
2017-08-01,6.632377649562559,6.740124394407893
2017-08-15,6.63866360280412,6.749620673390103
2017-09-01,6.61629104235757,6.753015007712652
2017-09-15,6.649234530454639,6.755159221021647
2017-10-01,6.630725493818413,6.7583281582099595
2017-10-15,6.6387771033736165,6.755414007099377
2017-11-01,6.604964871670312,6.756570373233819
2017-11-15,6.627477743147643,6.753898897589661
2017-12-01,6.723849723317328,6.750979665241188
2017-12-15,6.742109040732414,6.742619896426794
2018-01-01,6.733019947164562,6.733019947164562
2018-01-15,6.785883385452971,6.721602231451038
2018-02-01,6.744265597927602,6.741763720215278
2018-02-15,6.730807116111072,6.732315032958749
2018-03-01,6.701018483002359,6.721296273593566
2018-03-15,6.6886338926961315,
2018-04-01,6.695339231698333,
2018-04-15,6.589572339532062,
2018-05-01,6.585901899199114,6.67596542327674
2018-05-15,6.582430915839419,6.662211052945607
2018-06-01,6.540337784534935,6.611632335676067
2018-06-15,6.473177489950581,6.559014468684269
2018-07-01,6.421041544792106,6.423072002342488
2018-07-15,6.367348986724408,6.368775520489862
2018-08-01,6.309279455127117,6.212608833725317
2018-08-15,6.284368678675764,6.287445604180244
2018-09-01,6.2793163966829475,6.325240913570056
2018-09-15,6.300100662450232,6.356079930192133
2018-10-01,6.3317383350390655,6.360072958526515
2018-10-15,6.315544108809236,6.317042236430258
2018-11-01,6.271993364470966,6.337217387275688
2018-11-15,6.252926015396951,6.2671555045009155
2018-12-01,6.282559986496706,6.291762505427867
2018-12-15,6.305925055153349,6.343526241085852
2019-01-01,6.43036633939427,6.2697933143828655
2019-01-15,6.407574454727711,6.267272555535977
2019-02-01,6.433428729692819,6.427517382429762
2019-02-15,6.399875275589595,6.452880812929591
2019-03-01,6.44589514813056,6.390234301025007
2019-03-15,6.460883859100299,6.395011114949591
2019-04-01,6.539691414987289,6.4290748139002885
2019-04-15,6.599507788191578,6.492465994366607
2019-05-01,6.694449336342189,6.569547085641163
2019-05-15,6.709907137480967,6.541147052972701
2019-06-01,6.767628949632836,6.475104252705267
2019-06-15,6.76523353529331,6.497597010635765
2019-07-01,,6.312201996789736
2019-07-15,,6.08443047547822
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
