Date,Kampala,Masindi
2016-01-01,5.3845506511785395,5.275479556124178
2016-01-15,5.1937148154921715,5.112551408384965
2016-02-01,5.307425308138028,5.193232940612374
2016-02-15,5.356531574440825,5.262470614036932
2016-03-01,5.425347422518691,5.291061483717872
2016-03-15,5.413154735328748,5.3013633293406315
2016-04-01,5.448326518888029,5.360002190382771
2016-04-15,5.509585207304187,5.384874158522637
2016-05-01,5.477387842636589,5.385272553728783
2016-05-15,5.514758004367279,5.488427863115462
2016-06-01,5.606639793091126,5.501279277433299
2016-06-15,5.606502980345127,5.500265656213766
2016-07-01,5.518558680276081,5.485513885498625
2016-07-15,5.4923782278421704,5.4884566541889885
2016-08-01,5.457606608016572,5.453558019490573
2016-08-15,5.4244927860608865,5.35787309871949
2016-09-01,5.470758335460079,5.351244553914868
2016-09-15,5.627181973628433,5.47078410184427
2016-10-01,5.554465747867358,5.462935610364402
2016-10-15,5.605005513884532,5.445999762404194
2016-11-01,5.694206580903874,5.546659148996874
2016-11-15,5.758867694182038,5.552289159742523
2016-12-01,5.823641598941343,5.544493151148241
2016-12-15,5.769210964269688,5.549632479119975
2017-01-01,5.587818608667763,5.54674686835175
2017-01-15,5.7164555007664255,5.595701695395968
2017-02-01,5.687172586241856,5.642371381028475
2017-02-15,5.682328731918932,5.635845373847415
2017-03-01,5.8162156113416374,5.675177687462979
2017-03-15,5.970263159670798,5.868849431235698
2017-04-01,5.950101940264485,5.897916187093915
2017-04-15,5.959476692203088,5.893859837756065
2017-05-01,5.967570824954286,5.886718728325191
2017-05-15,6.011498977321014,5.959743895809117
2017-06-01,6.04907800364661,6.00134660082542
2017-06-15,6.40700251050163,6.005981854153889
2017-07-01,5.343673231661951,5.535290529329386
2017-07-15,5.372561740665815,5.312198590938724
2017-08-01,5.366831366827636,5.368581761113166
2017-08-15,5.423792202869158,5.368956130992608
2017-09-01,5.621333221193991,5.41895718941226
2017-09-15,5.489861762984013,5.3563303703594904
2017-10-01,5.340009551229958,5.294200015198664
2017-10-15,5.281513535114885,5.280381673081202
2017-11-01,5.20226833320351,5.1520064984226215
2017-11-15,5.218853721469302,5.074272492658195
2017-12-01,5.1489231087502825,5.074221723464717
2017-12-15,5.222295398136079,5.078458177437094
2018-01-01,5.209309680112678,5.068819317163852
2018-01-15,5.112512658376181,5.074360892411804
2018-02-01,5.117816535418485,5.149232731651864
2018-02-15,5.272618116662868,5.146848729373835
2018-03-01,5.15217261741026,5.139302426889725
2018-03-15,5.059852699520237,5.132759470328324
2018-04-01,5.1672225983747015,5.126191201696839
2018-04-15,5.123795709372973,5.123795709372973
2018-05-01,5.039616508713424,5.116156585835759
2018-05-15,5.111724038485514,5.111724038485514
2018-06-01,5.112569262035685,5.093877129023532
2018-06-15,5.115661861135165,5.072644476051474
2018-07-01,5.108205107490402,5.067713746135665
2018-07-15,4.615789814822916,4.544330850840772
2018-08-01,4.549307094916364,4.492688200916857
2018-08-15,4.653708297357598,4.478766847861266
2018-09-01,4.594578261602748,4.464766650080757
2018-09-15,4.56091921874176,4.491005807556552
2018-10-01,4.615308879366691,4.516574038681002
2018-10-15,4.802639924875964,4.641371777279842
2018-11-01,4.9483758808064,4.752465479950549
2018-11-15,5.037327715400159,4.760818943546503
2018-12-01,5.05496052587285,4.853675768371139
2018-12-15,5.014513321173723,4.86609331605545
2019-01-01,5.096200574330849,4.942049894503591
2019-01-15,5.15898161919944,4.946942438619464
2019-02-01,5.10420593332871,5.033716055574165
2019-02-15,5.326166783174299,5.23877496105929
2019-03-01,5.311310720839797,5.227376269354647
2019-03-15,5.1011077916433765,5.223509773156054
2019-04-01,5.369189903159008,5.303592620673194
2019-04-15,5.615633954984768,5.5467516479293515
2019-05-01,5.607646730880788,5.564680694997345
2019-05-15,5.523688078347364,5.520292489346226
2019-06-01,5.54764711093454,5.4791271644977835
2019-06-15,5.629212324591822,5.539695727085255
2019-07-01,5.584291539316778,5.4441263027399
2019-07-15,5.476083391530559,
2019-08-01,5.35472937439742,
2019-08-15,5.320824344947255,5.086228299901257
2019-09-01,5.2944760673529565,5.075033286849828
2019-09-15,5.39421279650503,5.223319935534699
2019-10-01,5.459953203059609,5.393261828560937
2019-10-15,5.52756483500613,5.387802892630971
2019-11-01,5.529286197320713,5.481495533484364
2019-11-15,5.576072020033621,5.527281855864189
2019-12-01,5.656309786163976,5.531926066476241
2019-12-15,5.667632569042072,5.534926599493717
2020-01-01,5.698624413799216,5.613902240403721
2020-01-15,5.357169421755842,5.133041133779092
2020-02-01,5.383303193424278,5.207854515918085
2020-02-15,5.327866695514615,5.269516812452338
