Date,Kabale,Ruhengeri
2016-01-01,6.701852140811479,
2016-01-15,6.701370265931681,6.8135210551647605
2016-02-01,6.700888158736531,6.810748082922316
2016-02-15,6.696305919925822,6.790431092119046
2016-03-01,6.747314433444672,6.765571627177055
2016-03-15,6.743174060860236,6.779237455066693
2016-04-01,,6.792719043066423
2016-04-15,6.734841530009721,6.798544539692396
2016-05-01,6.769371524285239,6.821736316210255
2016-05-15,6.822492356596554,6.7911934211890586
2016-06-01,6.792521356799219,6.805207369387469
2016-06-15,6.761624268926409,6.792370396876302
2016-07-01,6.747550490779322,6.861092994156332
2016-07-15,6.747654111243598,6.813201935145533
2016-08-01,6.676617289707049,6.802872318444153
2016-08-15,6.67576964936374,6.78904322653777
2016-09-01,6.669877482592703,6.768226647180095
2016-09-15,6.698488811606276,6.762050781454818
2016-10-01,6.722171093365387,6.736856110620549
2016-10-15,6.736131877407526,6.792533393429326
2016-11-01,6.747918247451214,6.8110443112941885
2016-11-15,6.650603785065676,6.810413684426482
2016-12-01,6.6454878114017575,6.809377056711561
2016-12-15,6.71367257311054,6.810479038787743
2017-01-01,6.709005219374411,6.811583308225624
2017-01-15,6.646740803749382,6.805929147388593
2017-02-01,6.677944559785632,6.800242835141403
2017-02-15,6.673782636202998,6.848428079655556
2017-03-01,6.635611015110019,6.847954797375551
2017-03-15,6.7219391630175345,6.845384689993779
2017-04-01,6.721086458204746,6.841007786991967
2017-04-15,6.788462071485471,6.843339265348304
2017-05-01,6.794677633103546,6.846374027923991
2017-05-15,6.802743518466312,6.852737401657419
2017-06-01,6.81029955490473,6.853417162565521
2017-06-15,6.81765089567165,6.854164942208932
2017-07-01,6.818594044146769,6.858107532387714
2017-07-15,6.816275987714999,6.8576869493303585
2017-08-01,6.841756325876922,6.853863218306122
2017-08-15,6.837859359975327,6.848732973604506
2017-09-01,6.856297778828265,6.836158484034943
2017-09-15,6.828146904917544,6.828856108109329
2017-10-01,6.824710669043093,6.820229900963154
2017-10-15,6.78559093189116,6.8233815623447205
2017-11-01,6.671429464873556,6.833153202340072
2017-11-15,6.700512893768329,6.847343831622957
2017-12-01,6.72941128792138,6.852580761929317
2017-12-15,6.791459411432239,6.851658411926584
2018-01-01,6.759759979614422,6.805668132517342
2018-01-15,6.7566361287981715,6.805091157745374
2018-02-01,6.756606659865112,6.804516756600616
2018-02-15,6.754222657587084,6.8359432593471405
2018-03-01,6.720362186991064,6.829728545544641
2018-03-15,6.743758663329377,6.817473276852353
2018-04-01,6.789641222281523,6.807652905583659
2018-04-15,6.788237301679952,6.710613852196878
2018-05-01,6.805475249509322,6.703079531454919
2018-05-15,6.80437423335443,6.730464012647935
2018-06-01,6.785056492055889,6.7737533357147415
2018-06-15,6.765332120597391,6.815897885274675
2018-07-01,6.714994011752926,6.820153170268654
2018-07-15,6.7207646585079175,6.814656500500298
2018-08-01,6.716524247478587,6.809158933198022
2018-08-15,6.7007371741623745,6.806864602037824
2018-09-01,6.71657941770138,6.796921553933091
2018-09-15,6.681182754941851,6.827230029427219
2018-10-01,6.714846285049665,6.813598416771321
2018-10-15,6.71768342595075,6.810071778101436
2018-11-01,6.722600088969929,6.807959666693398
2018-11-15,6.676651637364539,6.812208833519188
2018-12-01,6.678660885227514,6.817439060212475
2018-12-15,6.685251759471619,6.8355631349145005
2019-01-01,6.707752652457285,6.830828488019258
2019-01-15,6.736654824225794,6.809306459696213
2019-02-01,6.627869209643369,6.787285990253007
2019-02-15,6.657638174942715,6.776335923355868
2019-03-01,6.644861137314954,6.763516390622766
2019-03-15,6.641552832590525,6.8760581790826185
2019-04-01,6.687766090223947,6.870501498290906
2019-04-15,6.71114546597463,6.862767211617765
2019-05-01,6.710404103204066,6.852355510523528
2019-05-15,6.761325118056105,6.851404835019904
2019-06-01,6.709348194898656,6.851349769330533
2019-06-15,6.710343448305114,6.849216775737552
2019-07-01,6.706572548026639,6.782376834188294
2019-07-15,,
2019-08-01,6.698987818413443,6.633588287510623
2019-08-15,6.696712784906028,6.593910587099939
2019-09-01,6.698618671297639,6.579529471221743
2019-09-15,6.697666798152629,6.5716571634839
2019-10-01,6.6941109837239425,6.563257642718898
2019-10-15,6.6888326020961735,6.544967024644683
2019-11-01,6.686167394112799,6.52531244516117
2019-11-15,6.686257294259389,6.520605123980702
2019-12-01,6.6853024405543255,6.5365525369873305
2019-12-15,6.690208244650055,6.528800562976612
2020-01-01,6.685214353074378,6.520988026077239
2020-01-15,6.686768439199186,6.50794577195153
2020-02-01,6.685716070563467,6.5031243093684505
2020-02-15,6.68645276785693,6.50014577425938
