Date,Eldoret,Kisumu
2016-01-01,6.538658906772202,6.51536099454738
2016-01-15,6.529172917320767,6.512443571830001
2016-02-01,6.51955563150128,6.507532552479478
2016-02-15,6.53488598090611,
2016-03-01,6.53182892653774,6.49763756178946
2016-03-15,6.519937367131795,6.501129798384963
2016-04-01,6.530522031793268,
2016-04-15,6.53609093223957,6.508077896011896
2016-05-01,6.493903835080293,6.510998268439593
2016-05-15,6.5050349898044715,6.503620562411661
2016-06-01,6.444225717881967,6.422703271116757
2016-06-15,6.461392527092208,6.418005018978617
2016-07-01,6.430019468513708,6.414844670494473
2016-07-15,6.395938641759339,6.41139489999603
2016-08-01,6.331220952106643,6.411774645994671
2016-08-15,6.242796321812628,6.408525672100433
2016-09-01,6.146136100946372,6.409113110531074
2016-09-15,6.144022779466788,6.480495016088001
2016-10-01,6.289086210679383,6.402905062039947
2016-10-15,6.285960371729812,6.319690382106504
2016-11-01,6.346366940428526,6.312825964012967
2016-11-15,6.3718946698395875,6.308189135005908
2016-12-01,6.424307650057613,6.303566032361484
2016-12-15,6.446280553346781,6.374768335556976
2017-01-01,6.583172424046684,6.43879911705772
2017-01-15,6.534502241436029,6.487982225801136
2017-02-01,6.545929377058253,6.48015945940407
2017-02-15,6.599941747504524,6.50791564290139
2017-03-01,6.571169687543891,6.655991040994017
2017-03-15,6.6261299782917,6.645696744609984
2017-04-01,6.632098548748255,6.633226580452754
2017-04-15,6.676841000277581,6.627526505122292
2017-05-01,6.681428444588674,6.626635227449874
2017-05-15,6.630670895280196,6.631517038328846
2017-06-01,6.46740213682927,6.453942983455264
2017-06-15,6.455382450293878,6.455382450293878
2017-07-01,6.447926613611896,6.522820826592362
2017-07-15,6.520406858837512,6.386784296043806
2017-08-01,6.514167901717069,6.378622409720845
2017-08-15,6.569427747474398,6.393163144388633
2017-09-01,6.577767760361235,6.464994811842604
2017-09-15,6.605398215641461,6.466461404450031
2017-10-01,6.53518460689575,6.498346839073698
2017-10-15,6.596665618023489,6.470107635747989
2017-11-01,6.532406934018864,6.467868412881293
2017-11-15,6.601106452266625,6.396204065750183
2017-12-01,6.643719706087706,6.393539707877411
2017-12-15,6.66402319759621,6.385507092158509
2018-01-01,6.629479268223722,6.378976199013695
2018-01-15,6.730823608269944,6.375095254855892
2018-02-01,6.599317818520078,6.3099011402560885
2018-02-15,6.558296429881377,6.302188703028191
2018-03-01,6.504285811634673,6.296067910537139
2018-03-15,6.444833311921062,6.2140649930188205
2018-04-01,6.440809366563453,6.357026691930195
2018-04-15,6.388776086909848,6.358630095732033
2018-05-01,6.40041506732291,6.323337376677442
2018-05-15,6.415687052987334,6.28675336961144
2018-06-01,6.328011557342653,6.200881361873394
2018-06-15,6.2880350568149845,6.207863938226344
2018-07-01,6.290988416543908,6.125196161701164
2018-07-15,6.238801584480866,6.128196459640903
2018-08-01,6.20509314072808,6.167351977894375
2018-08-15,6.120670771124589,6.2050319364392434
2018-09-01,6.122851793725292,6.200813335195003
2018-09-15,6.125927634220183,6.203969359116571
2018-10-01,6.1380033289192415,6.207115453879592
2018-10-15,6.138903536048712,6.204671176286215
2018-11-01,6.09405092008637,6.20053440048882
2018-11-15,6.08326285547492,6.188812032580339
2018-12-01,6.115225711302146,6.187249806692381
2018-12-15,6.152775626974193,6.187202434724281
2019-01-01,6.173549572973473,6.340340187736551
2019-01-15,6.235724197801051,6.1898144964969735
2019-02-01,6.197432801761317,6.197432801761317
2019-02-15,6.20701450490747,6.1897514374836895
2019-03-01,6.1679321464789885,6.183785628282967
2019-03-15,6.220403388132812,6.172368105899941
2019-04-01,6.2477810064259875,6.1692779449380435
2019-04-15,6.299511181271283,6.313983213879818
2019-05-01,6.31744045261313,6.453287279525301
2019-05-15,6.34218235735565,6.385002354538578
2019-06-01,6.424066418786598,6.313441609830385
2019-06-15,6.412952498656401,6.436527977286944
2019-07-01,6.478031235502504,6.459509063569616
2019-07-15,6.539132276006147,6.481973862166198
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
