Date,Kasese,Tororo
2016-01-01,5.348347602514579,5.366612950491872
2016-01-15,5.266285508327007,5.340941584956898
2016-02-01,5.195917505983043,5.3145937976166415
2016-02-15,5.185958910135953,5.295622821353832
2016-03-01,5.221032879357389,5.291061483717872
2016-03-15,5.223111132440883,5.348429982859414
2016-04-01,5.136295417425962,
2016-04-15,5.567012749439217,
2016-05-01,5.567228546636379,
2016-05-15,5.527192406565706,5.549749753989781
2016-06-01,5.497373022466234,5.610142423642327
2016-06-15,5.490471258621478,5.602991124233586
2016-07-01,5.485513885498625,5.576141902958443
2016-07-15,5.429794741540402,5.4923782278421704
2016-08-01,5.3589575269467336,5.423705056340891
2016-08-15,5.397093811872772,5.360092855457803
2016-09-01,5.4159222635835285,5.454821743197266
2016-09-15,5.409913386757244,5.5281612144275725
2016-10-01,5.408099538487851,5.5139818386605155
2016-10-15,5.500594215194037,5.555958906579959
2016-11-01,5.526585482262797,5.635625854879024
2016-11-15,5.500995865354972,5.656488286964094
2016-12-01,5.546280461722336,5.725621390378153
2016-12-15,5.546067412955479,5.695102992115967
2017-01-01,5.54585440956873,5.643596694341668
2017-01-15,5.556347597857354,5.687556151203077
2017-02-01,,5.72931576756422
2017-02-15,,5.722318971851242
2017-03-01,5.587182265971364,5.7813879192895
2017-03-15,5.628726455502891,5.969114394466924
2017-04-01,5.476937271098081,5.9628779560878975
2017-04-15,5.615586711787795,5.964084995289282
2017-05-01,5.785360236914406,5.983435180334269
2017-05-15,5.93045064721963,6.007103365847976
2017-06-01,5.869718158346983,6.029826072147289
2017-06-15,5.797147848052577,5.797147848052577
2017-07-01,5.798202139185474,5.1801395887336295
2017-07-15,5.487085169245161,5.372561740665815
2017-08-01,5.4286507073063754,5.366130350325041
2017-08-15,5.423792202869158,5.423792202869158
2017-09-01,5.523922370018485,5.527474771622853
2017-09-15,5.61415947966159,5.471308355088266
2017-10-01,5.699665123306827,5.342139477487782
2017-10-15,5.504657086429095,5.342936347741292
2017-11-01,5.509969272545783,5.154580502417795
2017-11-15,5.509835631923639,5.154315200331731
2017-12-01,5.399951863554027,5.075605806730655
2017-12-15,4.997954958588023,5.1529607047350146
2018-01-01,5.364153600868913,5.275061057675458
2018-01-15,5.398856937986302,5.133677469568224
2018-02-01,5.340960086732695,5.117816535418485
2018-02-15,5.2955299611516224,5.211709363575876
2018-03-01,,5.204488406774421
2018-03-15,,5.054234707216013
2018-04-01,,5.094273598728534
2018-04-15,,5.123795709372973
2018-05-01,5.031057255317754,5.039616508713424
2018-05-15,4.957573358658255,5.073983710502667
2018-06-01,4.92706805232435,5.044143123349394
2018-06-15,4.736172239430261,5.072644476051474
2018-07-01,4.733992542886342,5.064955123696586
2018-07-15,4.666220668449808,4.53969047128427
2018-08-01,4.4730797295284805,4.526104197836701
2018-08-15,4.502981105981861,4.526622869038901
2018-09-01,4.522474967701403,4.507543104770602
2018-09-15,4.523722180934396,
2018-10-01,,4.468255461410195
2018-10-15,,4.641371777279842
2018-11-01,4.527454514461543,4.8450582667783735
2018-11-15,4.651334710704814,4.943140500340458
2018-12-01,4.652254040203766,4.944059829839408
2018-12-15,4.683771759261495,4.8042179123373625
2019-01-01,4.942049894503591,5.019239533194721
2019-01-15,5.057198924889497,5.100216309973188
2019-02-01,5.033716055574165,5.033716055574165
2019-02-15,5.031486781534874,5.300741684808489
2019-03-01,4.774732600971392,5.227376269354647
2019-03-15,4.711146870071177,5.223509773156054
2019-04-01,4.660042381252621,5.367203805187378
2019-04-15,5.081759205498516,5.550062909233008
2019-05-01,5.377469152909199,5.563053355337969
2019-05-15,5.427699702518401,5.520292489346226
2019-06-01,5.52419544989949,5.500180573695616
2019-06-15,5.549679171069438,5.579045065873803
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
