Date,Mulindi,Kigali
2016-01-01,6.81738641762939,6.846945219870934
2016-01-15,6.8135210551647605,6.842570399600188
2016-02-01,6.807770681886676,6.8437122584612915
2016-02-15,6.7760978809169945,6.8007769508038365
2016-03-01,6.75549879438876,6.820810357484784
2016-03-15,6.752097401946285,6.82736972891808
2016-04-01,6.736256897887701,6.814019102862512
2016-04-15,6.754797815745553,6.826507321767071
2016-05-01,6.767494833372926,6.84191811374304
2016-05-15,6.750147987945943,6.8202575541329695
2016-06-01,6.7611142054171625,6.833728877493803
2016-06-15,6.745774752578109,6.800279744726102
2016-07-01,6.7484220841200795,6.793554642890417
2016-07-15,6.702427529643627,6.7719535922922365
2016-08-01,6.688547499490726,6.758000564266977
2016-08-15,6.676085989263267,6.7212658919704715
2016-09-01,6.656985645303576,6.703479117785936
2016-09-15,6.710253252164891,6.785334422519099
2016-10-01,6.698471867612233,6.755766141787966
2016-10-15,6.684263425495448,6.7172483028013215
2016-11-01,6.665469807143367,6.664910991817286
2016-11-15,6.659403230216061,6.707201397306945
2016-12-01,6.673209519653741,6.697095349804479
2016-12-15,6.681718944500208,6.733867281623032
2017-01-01,6.68441167711708,6.700814450558537
2017-01-15,6.67550015231221,6.689723586846337
2017-02-01,6.661708758240538,6.6743567134837765
2017-02-15,6.652412085236046,6.665923941155781
2017-03-01,6.652013908456621,6.672779681960333
2017-03-15,6.649542006323898,6.655045597540877
2017-04-01,6.645975163348919,6.71684369048589
2017-04-15,6.6477178106060135,6.708700849526039
2017-05-01,6.651141358838321,6.729047404872518
2017-05-15,6.658581387216461,6.740156270879217
2017-06-01,6.665767649019375,6.736950255393017
2017-06-15,6.655323236739954,6.762441001500652
2017-07-01,6.6607232367284945,6.738670896924738
2017-07-15,6.662003795379246,6.740386751634418
2017-08-01,6.657755920277486,6.73126419226331
2017-08-15,6.673914955157913,6.726288454889494
2017-09-01,6.670388654990838,6.717691219819535
2017-09-15,6.647264212055518,6.710844944243903
2017-10-01,6.630568861681154,6.700960386272553
2017-10-15,6.637074274733229,6.708831039316058
2017-11-01,6.6510176747532395,6.711642296569674
2017-11-15,6.664975966741286,6.729792304244028
2017-12-01,6.669561124827782,6.733138989151593
2017-12-15,6.668684569781263,6.746142628820267
2018-01-01,6.6689260161183475,6.793398039925528
2018-01-15,6.667517666091672,6.733451860868217
2018-02-01,6.6649977390414215,6.753683690801384
2018-02-15,6.665818678860372,6.717750303619431
2018-03-01,6.661096265241573,6.735917475924561
2018-03-15,6.674697865768655,6.703561440821989
2018-04-01,6.664262563497018,6.689987454735453
2018-04-15,6.659809276561418,6.665763286031526
2018-05-01,6.653201819598088,6.6779209718187635
2018-05-15,6.659005048665789,6.684282006142507
2018-06-01,6.647588603737463,6.678394254959284
2018-06-15,,6.693929633217189
2018-07-01,,6.697714440667791
2018-07-15,,6.69238226240041
2018-08-01,6.600573046815747,6.686515476616472
2018-08-15,6.617306296845496,6.683849687622107
2018-09-01,6.61440822419771,6.679018664498173
2018-09-15,6.623072924813738,6.687468087052061
2018-10-01,6.628318701419613,6.692713863657936
2018-10-15,6.627558448366056,6.692168888666519
2018-11-01,6.629100317627914,6.6905378374704165
2018-11-15,6.636799746645856,6.69153143983644
2018-12-01,6.638192654794407,6.699595868752542
2018-12-15,6.663210625225972,6.695801192539341
2019-01-01,6.655321267645033,6.693082555814008
2019-01-15,6.630667434440515,6.693099850728996
2019-02-01,6.6404734313287825,6.692571462208575
2019-02-15,6.6191186462889,6.680529095912827
2019-03-01,6.608868074557321,6.667509450724559
2019-03-15,6.595873385409056,6.654462786874487
2019-04-01,6.583410267806092,6.646914586295526
2019-04-15,6.576270675760085,6.641623438772466
2019-05-01,6.570920669456183,6.629659486627841
2019-05-15,6.573683448504491,6.630052596320832
2019-06-01,6.588178004034094,6.628206218016323
2019-06-15,6.565125371416499,6.62539853644093
2019-07-01,6.555929656478118,6.638285027847643
2019-07-15,,
2019-08-01,,6.663570276675353
2019-08-15,6.527823990363879,6.654302151366751
2019-09-01,6.523308578377271,6.640288078433971
2019-09-15,6.511744944632696,6.632482985797308
2019-10-01,6.49898560044542,6.623647077140293
2019-10-15,6.48619570722927,6.602632666494492
2019-11-01,,6.577633782360149
2019-11-15,,6.5815348357162815
2019-12-01,,6.5973111441995576
2019-12-15,,6.576537734978925
2020-01-01,,6.581270989480428
2020-01-15,,6.569050750613709
2020-02-01,,6.564022491575047
2020-02-15,,6.560668443687492
