Date,Kabale,Kasese
2016-01-01,,5.348347602514579
2016-01-15,,5.266285508327007
2016-02-01,5.203928229729121,5.195917505983043
2016-02-15,5.2333361911469645,5.185958910135953
2016-03-01,5.301558139647146,5.221032879357389
2016-03-15,,5.223111132440883
2016-04-01,,5.136295417425962
2016-04-15,5.482078561514354,5.567012749439217
2016-05-01,5.483369914314137,5.567228546636379
2016-05-15,5.472491270852649,5.527192406565706
2016-06-01,5.516649026125994,5.497373022466234
2016-06-15,5.558939057898939,5.490471258621478
2016-07-01,5.543111377281961,5.485513885498625
2016-07-15,5.461575991408508,5.429794741540402
2016-08-01,5.424749442858798,5.3589575269467336
2016-08-15,5.4244927860608865,5.397093811872772
2016-09-01,5.4528116922692424,5.4159222635835285
2016-09-15,5.5281612144275725,5.409913386757244
2016-10-01,5.518665687972942,5.408099538487851
2016-10-15,5.554161960903257,5.500594215194037
2016-11-01,5.6520196646547,5.526585482262797
2016-11-15,5.824222875226165,5.500995865354972
2016-12-01,5.877637597676779,5.546280461722336
2016-12-15,5.824780815424499,5.546067412955479
2017-01-01,5.728175966362685,5.54585440956873
2017-01-15,5.670435110422965,5.556347597857354
2017-02-01,5.72931576756422,
2017-02-15,5.722318971851242,
2017-03-01,5.7813879192895,5.587182265971364
2017-03-15,5.998561595793225,5.628726455502891
2017-04-01,5.996356259907167,5.476937271098081
2017-04-15,6.037207260118245,5.615586711787795
2017-05-01,6.043960600722122,5.785360236914406
2017-05-15,6.050740776621751,5.93045064721963
2017-06-01,6.061186601181437,5.869718158346983
2017-06-15,5.940703961448439,5.797147848052577
2017-07-01,5.630277136893386,5.798202139185474
2017-07-15,5.431462011765542,5.487085169245161
2017-08-01,5.425681877812573,5.4286507073063754
2017-08-15,5.528757383475383,5.423792202869158
2017-09-01,5.6189089775824845,5.523922370018485
2017-09-15,5.522414366021762,5.61415947966159
2017-10-01,5.411983050855047,5.699665123306827
2017-10-15,5.396779579762114,5.504657086429095
2017-11-01,5.343733853503453,5.509969272545783
2017-11-15,5.218853721469302,5.509835631923639
2017-12-01,5.074221723464717,5.399951863554027
2017-12-15,5.1529607047350146,4.997954958588023
2018-01-01,5.223767763287908,5.364153600868913
2018-01-15,5.101759866599919,5.398856937986302
2018-02-01,5.149232731651864,5.340960086732695
2018-02-15,5.290636622165547,5.2955299611516224
2018-03-01,5.27250993287174,
2018-03-15,5.135360252028382,
2018-04-01,5.192037767494425,
2018-04-15,5.189642275170559,
2018-05-01,5.116156585835759,5.031057255317754
2018-05-15,5.173281931484947,4.957573358658255
2018-06-01,5.176611628362781,4.92706805232435
2018-06-15,5.194083822910968,4.736172239430261
2018-07-01,5.206397133669616,4.733992542886342
2018-07-15,4.774854509452604,4.666220668449808
2018-08-01,4.670143568059638,4.4730797295284805
2018-08-15,4.751633834527906,4.502981105981861
2018-09-01,4.522474967701403,4.522474967701403
2018-09-15,4.514828111541494,4.523722180934396
2018-10-01,4.544482826798079,
2018-10-15,4.74422916271955,
2018-11-01,4.960571153900218,4.527454514461543
2018-11-15,5.037327715400159,4.651334710704814
2018-12-01,5.098210509666667,4.652254040203766
2018-12-15,5.045633229887527,4.683771759261495
2019-01-01,5.132568218501724,4.942049894503591
2019-01-15,5.171312231656918,5.057198924889497
2019-02-01,5.0776791789952815,5.033716055574165
2019-02-15,5.334500164733444,5.031486781534874
2019-03-01,5.344647141107389,4.774732600971392
2019-03-15,5.223509773156054,4.711146870071177
2019-04-01,5.3328222589881324,4.660042381252621
2019-04-15,5.615633954984768,5.081759205498516
2019-05-01,5.689843837951351,5.377469152909199
2019-05-15,5.611264267551952,5.427699702518401
2019-06-01,5.608661216689686,5.52419544989949
2019-06-15,5.6230773360243065,5.549679171069438
2019-07-01,5.624465696722833,
2019-07-15,,
2019-08-01,5.627236648829966,
2019-08-15,5.443426667039587,
2019-09-01,5.281682715893047,
2019-09-15,5.39421279650503,
2019-10-01,5.441869527626314,
2019-10-15,5.5342315263643185,
2019-11-01,5.434975517849471,
2019-11-15,5.530609645956863,
2019-12-01,5.614512657485514,
2019-12-15,5.48762048209678,
2020-01-01,5.613902240403721,
2020-01-15,5.384355562059998,
2020-02-01,5.431910892489655,
2020-02-15,5.433429619836223,
