Date,Kasese,Masindi
2016-01-01,6.465979102746381,6.465225239159982
2016-01-15,6.364481043498774,6.455271570344619
2016-02-01,6.455550730509163,6.458589092132568
2016-02-15,6.491592672816966,6.492322866350689
2016-03-01,6.500814650959307,6.679165800083002
2016-03-15,6.5661715702829815,6.679861549024396
2016-04-01,6.56363709979081,6.676941645377108
2016-04-15,6.628025456078266,6.702156046269875
2016-05-01,6.737551926612268,6.7014573486616476
2016-05-15,6.493901525492754,6.696148575961132
2016-06-01,6.536175751715301,6.689633670863659
2016-06-15,6.5393086464576164,6.497408484717015
2016-07-01,6.5230073591106885,6.482272895773473
2016-07-15,6.525625387246635,6.506644149537146
2016-08-01,6.5629303312726694,6.523361731526907
2016-08-15,6.561512514144189,6.523105074728996
2016-09-01,6.555773996162218,6.593452490785948
2016-09-15,6.549849635989781,6.588568383098891
2016-10-01,6.542930340016441,6.501129119006803
2016-10-15,6.5236865490992715,6.47904873424721
2016-11-01,6.533567448084982,6.279218116108922
2016-11-15,6.468579891616678,6.300161239991715
2016-12-01,6.462571193596491,6.420259995524769
2016-12-15,6.462358144829634,6.429318290751434
2017-01-01,6.462145141442885,6.422438596006496
2017-01-15,6.494460786202137,6.502437728059688
2017-02-01,,6.576508348170308
2017-02-15,,6.569405482771316
2017-03-01,6.58557784270099,6.5664279873774465
2017-03-15,6.598182718342347,6.597569785439308
2017-04-01,6.4811770265378295,6.590755438475138
2017-04-15,6.438389706434408,6.586698709388025
2017-05-01,6.431272514122744,6.578006596294953
2017-05-15,6.515723917055652,6.5860404154731125
2017-06-01,6.52673237592274,6.591907192610265
2017-06-15,6.48892797440099,6.451292870809253
2017-07-01,6.491349319745419,6.41053682201548
2017-07-15,6.493243890620956,6.527440987522891
2017-08-01,6.486934950587513,6.525614734516767
2017-08-15,6.483668770360596,6.592977142183737
2017-09-01,,6.586298810232551
2017-09-15,6.477104230830453,6.5810939443545005
2017-10-01,6.580822017459036,6.259280911242251
2017-10-15,6.552848923455012,6.247240634735078
2017-11-01,6.465480717573219,6.100754440444159
2017-11-15,6.3859779967870125,6.096423615231827
2017-12-01,6.37978061623217,6.0930990441139725
2017-12-15,6.2735519001219,6.201628316886867
2018-01-01,6.373673346343568,6.191351789549613
2018-01-15,6.381191082177448,6.534912024138188
2018-02-01,6.3819132104237015,6.534237601941882
2018-02-15,6.3827299692105095,6.530562443900234
2018-03-01,,6.487981003885049
2018-03-15,,6.519704661279193
2018-04-01,,6.511175804934666
2018-04-15,,6.510090070492864
2018-05-01,6.3868037865875475,6.536089306104479
2018-05-15,6.366752013611734,5.804871219045459
2018-06-01,6.24072322980427,5.787024309583478
2018-06-15,6.128219253039601,6.012823423100325
2018-07-01,5.964532374597,6.010643726556405
2018-07-15,5.935244157816957,5.866086690823091
2018-08-01,5.9935241037689595,6.050321702162092
2018-08-15,5.825055874367457,6.0338106882295675
2018-09-01,5.965538258722532,6.022390027562991
2018-09-15,6.041704423282574,6.014703821464067
2018-10-01,6.048560223574353,6.020651435457276
2018-10-15,6.2689769936693915,6.023490766989252
2018-11-01,6.272174622418519,6.27462060814678
2018-11-15,6.120845377845783,6.094844876120637
2018-12-01,6.147106279305214,6.042672118507518
2018-12-15,6.0478205114340655,6.049863413063866
2019-01-01,6.040662183171701,6.194812862998959
2019-01-15,6.047597628917374,6.373813365371398
2019-02-01,5.996118139407725,6.382810133007966
2019-02-15,5.993888865368435,6.456353417441004
2019-03-01,5.981960969757094,6.368100043372883
2019-03-15,6.187492853741926,6.364233547174291
2019-04-01,6.183641249773915,6.469124069085033
2019-04-15,6.387632373995921,6.530685529327375
2019-05-01,6.341989667879001,6.558233536804122
2019-05-15,6.343990434392556,6.790396932878082
2019-06-01,6.3825697538940895,6.5634534959184165
2019-06-15,6.408733574108865,6.511285099155636
2019-07-01,,6.5223567013969665
2019-07-15,,
2019-08-01,,6.544138814535459
2019-08-15,,6.473830705681163
2019-09-01,,6.624670775981141
2019-09-15,,6.639834839297474
2019-10-01,,6.6941109837239425
2019-10-15,,6.536425601873741
2019-11-01,,6.532366059267259
2019-11-15,,6.531583465061057
2019-12-01,,6.626113569163994
2019-12-15,,6.690208244650055
2020-01-01,,6.685214353074378
2020-01-15,,6.686768439199186
2020-02-01,,6.714465483849453
2020-02-15,,6.715172690509349
