Date,Nairobi,Mombasa
2016-01-01,6.646389256953784,6.867023396662568
2016-01-15,6.639041435259668,6.639041435259668
2016-02-01,6.687488450843135,6.653087024125803
2016-02-15,6.664819458193112,6.649315271657147
2016-03-01,6.633927826383913,6.72483087276059
2016-03-15,6.635206259414846,6.691192740043291
2016-04-01,6.640537434794652,6.5965392641123
2016-04-15,6.642141817272417,6.603517199710777
2016-05-01,6.668774329881169,6.6059231660199265
2016-05-15,6.661404307088801,6.59809400287582
2016-06-01,6.654662809002483,6.577943869308041
2016-06-15,6.650281053856099,6.492385998860153
2016-07-01,6.623821061543903,6.489935121849543
2016-07-15,6.6209496072483445,6.485283742095189
2016-08-01,6.630053253646403,6.485608908005724
2016-08-15,6.616980130539704,6.476033686296057
2016-09-01,6.617135250433609,6.483603857809086
2016-09-15,6.614026408712523,6.481205495691599
2016-10-01,6.6109272019424825,6.729262876463442
2016-10-15,6.607061460931148,6.7246025457714955
2016-11-01,6.6247541389301885,6.717736287086098
2016-11-15,6.595038221153797,6.713376658101881
2016-12-01,6.608596743147879,6.551727346650982
2016-12-15,6.582504220773498,6.546415361104011
2017-01-01,6.597418561544886,6.634839946593034
2017-01-15,6.577088911765866,6.658901150497279
2017-02-01,6.5698298857950155,6.650398343271557
2017-02-15,6.564017031985086,6.7722955291145315
2017-03-01,6.564431530349914,6.864786495515487
2017-03-15,6.5300176440869455,6.890342916202633
2017-04-01,6.53994365666427,6.876239074259295
2017-04-15,6.526892946567049,6.8291466611312694
2017-05-01,6.534979303293161,6.790673700251545
2017-05-15,6.736087842754295,6.876136802032304
2017-06-01,6.73550882888961,6.874203250480176
2017-06-15,6.7449322539958025,6.7449322539958025
2017-07-01,6.7472407022661764,6.548042844548321
2017-07-15,6.7431674395719465,6.626277773893939
2017-08-01,6.740124394407893,6.739613538713513
2017-08-15,6.749620673390103,6.744534192433729
2017-09-01,6.753015007712652,6.637289944255953
2017-09-15,6.755159221021647,6.6604579928244885
2017-10-01,6.7583281582099595,6.6421935094100535
2017-10-15,6.755414007099377,6.641065433891629
2017-11-01,6.756570373233819,6.639933469508058
2017-11-15,6.753898897589661,6.63668909210088
2017-12-01,6.750979665241188,6.528345797933935
2017-12-15,6.742619896426794,6.5189016141027984
2018-01-01,6.733019947164562,6.4874704854101575
2018-01-15,6.721602231451038,6.482636796460079
2018-02-01,6.741763720215278,6.5174922785628135
2018-02-15,6.732315032958749,6.558296429881377
2018-03-01,6.721296273593566,6.610022196494444
2018-03-15,,6.603315040793193
2018-04-01,,6.48084053462889
2018-04-15,,6.4810681557712675
2018-05-01,6.67596542327674,6.477527063248365
2018-05-15,6.662211052945607,6.490754626020756
2018-06-01,6.611632335676067,6.428200284598085
2018-06-15,6.559014468684269,6.289574703000578
2018-07-01,6.423072002342488,6.212359318307083
2018-07-15,6.368775520489862,6.214149555482554
2018-08-01,6.212608833725317,6.229110858361705
2018-08-15,6.287445604180244,6.222394919139031
2018-09-01,6.325240913570056,6.200813335195003
2018-09-15,6.356079930192133,6.20312242554521
2018-10-01,6.360072958526515,6.207115453879592
2018-10-15,6.317042236430258,6.206344816844244
2018-11-01,6.337217387275688,6.198849480123901
2018-11-15,6.2671555045009155,6.187112796827379
2018-12-01,6.291762505427867,6.13506405352181
2018-12-15,6.343526241085852,6.187202434724281
2019-01-01,6.2697933143828655,6.343234545762916
2019-01-15,6.267272555535977,6.342045789938428
2019-02-01,6.427517382429762,6.350872496844796
2019-02-15,6.452880812929591,6.538350743312149
2019-03-01,6.390234301025007,6.5318975236804
2019-03-15,6.395011114949591,6.460883859100299
2019-04-01,6.4290748139002885,6.456334821995906
2019-04-15,6.492465994366607,6.5564785358549775
2019-05-01,6.569547085641163,6.569547085641163
2019-05-15,6.541147052972701,6.566436402953887
2019-06-01,6.475104252705267,6.564438980404133
2019-06-15,6.497597010635765,6.554031096916307
2019-07-01,6.312201996789736,6.650210667962618
2019-07-15,6.08443047547822,6.737945960721086
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
