Date,Nairobi,Nakuru
2016-01-01,5.727903134516193,5.481733555968683
2016-01-15,5.702948076089333,5.483828675074848
2016-02-01,5.705047593937068,5.489936214320122
2016-02-15,5.691551291576417,5.476114125997964
2016-03-01,5.681257740805567,5.466277500130518
2016-03-15,5.677805050045487,5.466881610066053
2016-04-01,5.676002241356694,5.481495452284838
2016-04-15,5.694302727663336,5.496476984333416
2016-05-01,5.691557362555356,5.5432655543477125
2016-05-15,5.689500550827232,5.538008739888918
2016-06-01,5.684271226021658,5.529055015992362
2016-06-15,5.7094492130658265,5.566109449342783
2016-07-01,5.7062888645816825,5.600755801257136
2016-07-15,5.702791461199394,5.59777702618181
2016-08-01,5.702404629927838,5.597390194910255
2016-08-15,5.636358540284409,5.636358540284409
2016-09-01,5.636305997421883,5.634646246003519
2016-09-15,5.634025999511198,5.632367624338421
2016-10-01,5.631754950138386,5.587754620875948
2016-10-15,5.691548031855556,5.545394299069956
2016-11-01,5.684113305838485,5.541852143168398
2016-11-15,5.678747489279642,5.534443999673209
2016-12-01,5.673393650962927,5.530653883332676
2016-12-15,5.666840644768128,5.5611317577429045
2017-01-01,5.6555892258743565,5.661878554781921
2017-01-15,5.637504712496552,5.681887239771205
2017-02-01,5.756644175719524,5.743950070141367
2017-02-15,5.918685313466101,5.7263850566222505
2017-03-01,5.965644198304391,5.760239471327563
2017-03-15,5.952268704618338,5.8884789667430075
2017-04-01,5.9389513681883095,5.974431808203719
2017-04-15,5.935226184175415,6.016483642540626
2017-05-01,6.037439516238821,6.024153679527171
2017-05-15,6.043448405287259,6.0861772101302805
2017-06-01,6.0484778753471,6.070589328954531
2017-06-15,6.147326547331649,6.048216372222951
2017-07-01,6.09409885631993,5.695959788303839
2017-07-15,6.0093684917455406,5.643533178408144
2017-08-01,6.045955241352255,5.604576828017877
2017-08-15,5.951169348546963,5.580056648749709
2017-09-01,5.957432935276257,5.586206400697214
2017-09-15,5.838868489147492,5.586102681801939
2017-10-01,5.789942314452403,5.564456449870527
2017-10-15,5.78841996717783,5.5087486184721275
2017-11-01,5.839259753458919,5.473799979964453
2017-11-15,5.837862975246761,5.433670941785395
2017-12-01,5.833923919941989,5.339125632083037
2017-12-15,5.874681468392518,5.332551805827794
2018-01-01,5.818264920736835,5.350815571296197
2018-01-15,5.830468460863813,5.426257271415242
2018-02-01,5.722114475353969,5.410063811885231
2018-02-15,5.735793228107389,5.423781289056337
2018-03-01,5.618234964950236,5.4168885937867035
2018-03-15,5.6110414513169395,5.393311309781967
2018-04-01,,5.289446512509814
2018-04-15,,5.290854167616759
2018-05-01,5.5891451194912865,5.245922320260343
2018-05-15,5.60878098707073,5.246063728676035
2018-06-01,5.576448073861501,5.246206386990925
2018-06-15,5.593345855903224,5.250681649034091
2018-07-01,5.569670359017267,5.2551770291148285
2018-07-15,5.4888778881188385,5.253633929870541
2018-08-01,5.459460796833347,5.1110644082748955
2018-08-15,5.436557075662312,4.944734399021936
2018-09-01,5.438673283148107,4.974367675017009
2018-09-15,5.284324379361271,4.770705457689668
2018-10-01,5.214531237636422,4.774698486024049
2018-10-15,5.210916764411365,4.942652777816686
2018-11-01,5.207282627478537,4.943553796049248
2018-11-15,5.303447292269301,4.969441148143281
2018-12-01,5.191622332581704,4.966182569007144
2018-12-15,5.3583460022397995,4.964441716532711
2019-01-01,5.371993093906342,4.964400760782645
2019-01-15,5.416344927098195,4.964359803355138
2019-02-01,5.4267273868554975,4.977299155326217
2019-02-15,5.37882122126736,5.029581255816146
2019-03-01,5.301672348210398,5.024600454870633
2019-03-15,5.400289637619711,5.0745894979804085
2019-04-01,5.407137892891147,5.333029920737425
2019-04-15,5.570751928922461,5.650562213585073
2019-05-01,5.57607355855524,5.628563741176636
2019-05-15,5.5830140756979105,5.609369920403274
2019-06-01,5.7321955625862575,5.633051512271211
2019-06-15,5.730706355830271,5.538790733771096
2019-07-01,5.8170807193050305,5.434711325991516
2019-07-15,5.845985095446202,5.687858267239304
2019-08-01,5.752997736003181,5.72207068925438
2019-08-15,5.746629404694002,5.718744201204467
2019-09-01,5.813529536407596,5.528957886370207
2019-09-15,5.813816010033001,5.500547027052287
2019-10-01,5.74005315666646,5.461518757151466
2019-10-15,5.759364169368541,5.458524012339249
2019-11-01,5.7214621011750655,5.4654229684845435
2019-11-15,5.722984032857879,5.4684175691905965
2019-12-01,5.713122016246839,5.468140731362956
2019-12-15,5.626878299010426,5.470192179309306
2020-01-01,5.645938088041276,5.465776359300752
2020-01-15,5.631963517254477,5.469123096032345
2020-02-01,5.642436958473532,5.466027808045331
2020-02-15,5.6137081930822825,5.461402532228593
