Date,Bujumbura,Gitega
2016-01-01,,6.459891386909068
2016-01-15,6.60004825120631,6.459617636121516
2016-02-01,6.597767214342511,6.501887548902307
2016-02-15,6.582412948532878,6.443872670487751
2016-03-01,6.564108554549303,6.520347161353491
2016-03-15,6.659235400459884,6.5333855943495855
2016-04-01,6.657688778798149,6.523269680833486
2016-04-15,6.666089241493887,6.539287761085563
2016-05-01,6.662768616861289,6.53770778093075
2016-05-15,6.609217731160357,6.3803578082557735
2016-06-01,6.575574138840242,6.0709872481644265
2016-06-15,6.460579527431087,5.966428056179064
2016-07-01,6.349816409168869,5.993141465230137
2016-07-15,6.34726513261661,6.023357310282948
2016-08-01,6.4809637725885425,6.289776334388422
2016-08-15,6.526575831966613,6.302063355045061
2016-09-01,6.5598168015947,6.286334858522034
2016-09-15,6.56548547753061,6.341848220948411
2016-10-01,6.567866474121912,6.440990212214313
2016-10-15,6.557396984067386,6.428844231194422
2016-11-01,6.562401232135851,6.413760208119562
2016-11-15,6.6612639294265605,6.565924788878522
2016-12-01,6.696744509446637,6.626395225756319
2016-12-15,6.7801063467968765,6.680483654040794
2017-01-01,6.798272240540615,6.672071954821702
2017-01-15,6.761338645635116,6.564426895605274
2017-02-01,6.7832338893375255,6.600496445658807
2017-02-15,6.829274348582534,6.593529768367878
2017-03-01,6.667687517929822,6.517898615383441
2017-03-15,6.7040533018183055,6.509152962817491
2017-04-01,6.65343300464985,6.587362343091382
2017-04-15,6.71283219170475,6.5523933461603034
2017-05-01,6.70109470733715,6.361534665085089
2017-05-15,6.592626818548583,6.2371482855202585
2017-06-01,6.402324417872969,5.7518503784391
2017-06-15,6.364820103532932,6.020229898809272
2017-07-01,6.281010311329168,6.181476219488276
2017-07-15,6.276039711466149,6.1302518980046505
2017-08-01,6.2726234905071925,6.097567946974433
2017-08-15,6.260097702004639,6.05700108263572
2017-09-01,6.3330119198705015,6.098678935803556
2017-09-15,6.325420906950073,6.235269809955775
2017-10-01,6.317157126372986,6.230014936380357
2017-10-15,6.315421780838095,6.313978779144703
2017-11-01,6.314404220342962,6.313681937899138
2017-11-15,6.3242570027810965,6.320648193379105
2017-12-01,6.321867974543461,6.141727443695866
2017-12-15,6.330552384438835,6.196294511578947
2018-01-01,6.33491731345092,6.153468737943311
2018-01-15,6.3289196171763376,6.156977511799556
2018-02-01,6.255332743183734,5.873398132485764
2018-02-15,6.2575397613385135,6.055986842616671
2018-03-01,6.259751661198427,6.058198742476585
2018-03-15,6.255862403578032,6.058011838653323
2018-04-01,6.2519820663493,6.052017710312596
2018-04-15,6.155221585935476,6.048502769884473
2018-05-01,6.151718957051852,6.14997223171691
2018-05-15,6.49151347154548,6.154791515856918
2018-06-01,6.052718412089843,6.103914425481159
2018-06-15,5.995377991754598,6.059528238765761
2018-07-01,6.008515448312788,6.0644182258939345
2018-07-15,5.952034521800883,6.069332238350434
2018-08-01,6.22703327217427,5.954787007852328
2018-08-15,6.159913564014535,6.027409392846542
2018-09-01,6.246032062060443,6.092436321204141
2018-09-15,6.224212038118892,6.144883157301278
2018-10-01,6.3513185989813765,6.098483257859764
2018-10-15,6.382585806619267,6.19468502525166
2018-11-01,6.378062200179386,6.192225701277987
2018-11-15,6.470177489087192,6.287855932293237
2018-12-01,6.367775555469111,6.288655612463802
2018-12-15,6.406554090607581,6.369819675847595
2019-01-01,6.586199804956768,6.363056253642558
2019-01-15,6.5380643098633335,6.3680733655268575
2019-02-01,6.489590766797371,6.1896170558340335
2019-02-15,6.446543246123182,6.182407502007309
2019-03-01,6.427106163219366,6.002792329552534
2019-03-15,6.455163164474013,5.993403166542349
2019-04-01,6.480129602232846,6.239378814185892
2019-04-15,6.493915047711387,6.323733245468043
2019-05-01,6.474082664085085,6.322999759588364
2019-05-15,6.453848984952939,6.153141801342456
2019-06-01,6.39529549000291,5.653141353007913
2019-06-15,,5.803648600068721
2019-07-01,,5.866528944979853
2019-07-15,,
2019-08-01,,
2019-08-15,6.0364631851751085,6.034440939794341
2019-09-01,6.133682274353707,6.083157029159058
2019-09-15,6.223312544647138,6.0785464216874034
2019-10-01,6.175535543462111,6.075864257748773
2019-10-15,6.213731975652058,6.118338319909624
2019-11-01,6.252669623213981,6.057141238932744
2019-11-15,6.285263410063279,6.101710326020077
2019-12-01,6.355641152092056,6.189428464197081
2019-12-15,6.348544953304716,6.184598471815756
2020-01-01,6.17221437727505,6.078256920030737
2020-01-15,6.251630151518908,6.071789985576339
2020-02-01,6.2023750675322935,6.161012678510912
2020-02-15,6.284249610240393,6.158041924924759
