Date,Busia,Masindi
2016-01-01,6.318462984402514,6.465225239159982
2016-01-15,6.337440950762077,6.455271570344619
2016-02-01,6.316188099802063,6.458589092132568
2016-02-15,6.312043019468261,6.494510253296489
2016-03-01,6.3872553915217,6.679165800083002
2016-03-15,6.358921285335857,6.682867262137889
2016-04-01,6.336599528487916,6.6772433500105635
2016-04-15,6.403138777787544,6.702156046269875
2016-05-01,6.135943578426915,6.701163274258705
2016-05-15,6.318066477928407,6.692598276373965
2016-06-01,6.292744691025658,6.689336626453335
2016-06-15,6.364133904030523,6.497768002966438
2016-07-01,6.233923744733619,6.482272895773473
2016-07-15,6.283766709015299,6.506644149537146
2016-08-01,6.2642628327982495,6.523013723867226
2016-08-15,6.279482992071245,6.523105074728996
2016-09-01,6.318338482369976,6.592809197100206
2016-09-15,6.419610623769823,6.588568383098891
2016-10-01,6.4160879355427145,6.501129119006803
2016-10-15,6.319295131018286,6.47904873424721
2016-11-01,6.168196797178696,6.279218116108922
2016-11-15,6.188487988431572,6.260940526838434
2016-12-01,6.261066817385763,6.420259995524769
2016-12-15,6.318982538170334,6.429318290751434
2017-01-01,6.34400489913866,6.422438596006496
2017-01-15,6.426697114685671,6.502437728059688
2017-02-01,6.4436084680391446,6.576508348170308
2017-02-15,6.5005031950970995,6.569405482771316
2017-03-01,6.536507788619762,6.5664279873774465
2017-03-15,6.542105035181455,6.59449947292605
2017-04-01,6.573984859087074,6.590755438475138
2017-04-15,6.566451950177369,6.586698709388025
2017-05-01,6.626442213394548,6.5783167218983065
2017-05-15,6.320739745217466,6.5860404154731125
2017-06-01,6.2572799749626205,6.591907192610265
2017-06-15,6.1697472348898375,6.4118164431456215
2017-07-01,6.304228302247334,6.41053682201548
2017-07-15,6.324607257103773,6.527440987522891
2017-08-01,6.366576585153397,6.525614734516767
2017-08-15,6.384156553993323,6.592977142183737
2017-09-01,6.391725383085202,6.586298810232551
2017-09-15,6.376299531708487,6.5810939443545005
2017-10-01,6.340108240376205,6.259280911242251
2017-10-15,6.173066404506129,6.247240634735078
2017-11-01,6.055848936770209,6.099256312823137
2017-11-15,6.0010634591662155,6.096423615231827
2017-12-01,5.998788364642731,6.0930990441139725
2017-12-15,6.138586130010234,6.201628316886867
2018-01-01,6.13140875358258,6.193168320476011
2018-01-15,6.139071629404233,6.534267070874941
2018-02-01,5.902397921938062,6.091974649613189
2018-02-15,5.972560340355643,6.240293047883502
2018-03-01,5.971310039734474,6.285141029044338
2018-03-15,5.929703444569913,6.323362040091088
2018-04-01,5.982053627561884,6.314864314283129
2018-04-15,5.944566815426748,6.312468821959264
2018-05-01,6.015461771344169,6.3868037865875475
2018-05-15,5.970295975445936,5.938402611669982
2018-06-01,5.730182953450687,5.629724020853323
2018-06-15,5.732268964572776,5.898120403270181
2018-07-01,5.701268829493364,5.892324066256074
2018-07-15,5.735724872959848,5.866086690823091
2018-08-01,5.732889943539251,5.869226387091382
2018-08-15,5.756427367978361,5.857681101683534
2018-09-01,5.752279466640863,5.901735302163914
2018-09-15,5.835325298116617,5.896394331465438
2018-10-01,5.843348709775264,5.902868399800893
2018-10-15,5.717511210095894,5.905969203422213
2018-11-01,5.6865081572831535,6.029452908409985
2018-11-15,5.760906013162644,6.039693056045557
2018-12-01,5.856639982317028,6.042672118507518
2018-12-15,5.844419438849057,6.049863413063866
2019-01-01,5.912407847648022,6.0437438497091085
2019-01-15,5.9005644168589795,6.290943887549103
2019-02-01,5.95560904299699,6.2984456606870545
2019-02-15,6.019313963734245,6.379122069505014
2019-03-01,6.039841405289059,6.285230565550589
2019-03-15,6.08777932027933,6.280563749181227
2019-04-01,6.103159078239208,6.4334900468383385
2019-04-15,6.345259344147123,6.4627106498286615
2019-05-01,6.316250169677425,6.55582244461739
2019-05-15,6.258334989814062,6.559342516862992
2019-06-01,6.12786287825786,6.559849888415118
2019-06-15,6.065788822982034,6.445902339892784
2019-07-01,,6.418806060294423
2019-07-15,,
2019-08-01,,6.3623061357761745
2019-08-15,,6.360449731425417
2019-09-01,,6.361521890053232
2019-09-15,,6.362026681404687
2019-10-01,,6.43741658281623
2019-10-15,,6.353616121186233
2019-11-01,,6.349066028814024
2019-11-15,,6.351457298830538
2019-12-01,,6.349456966723921
2019-12-15,,6.353528086206698
2020-01-01,,6.348846549642127
2020-01-15,,6.35071278246319
2020-02-01,,6.388264206515881
2020-02-15,,6.389361321226222
