Date,Eldoret,Kisumu
2016-01-01,6.57967627648322,6.512857864329261
2016-01-15,6.606251612436677,6.512443571830001
2016-02-01,6.627769216141513,6.47761694228095
2016-02-15,6.639896049740655,6.506454783744106
2016-03-01,6.604735697345827,6.496550014102062
2016-03-15,6.588176659080447,6.493097323341981
2016-04-01,6.598493025723695,6.559350383693245
2016-04-15,6.629327139644766,6.508077896011896
2016-05-01,6.640637917252501,6.510998268439593
2016-05-15,6.611207896231595,6.503620562411661
2016-06-01,6.602477055831913,6.496974806774373
2016-06-15,6.587438064189276,6.492385998860153
2016-07-01,6.567683874723921,6.489935121849543
2016-07-15,6.540699581236758,6.485283742095189
2016-08-01,6.552923820509729,6.485608908005724
2016-08-15,6.4846051673461975,6.483181679561344
2016-09-01,6.538904747154852,6.483248428624609
2016-09-15,6.556758243459415,6.480495016088001
2016-10-01,6.478106288921558,6.440475220703911
2016-10-15,6.4731300771899845,6.319690382106504
2016-11-01,6.522906191055747,6.3144884747865815
2016-11-15,6.4896777054959705,6.461863907626087
2016-12-01,6.589371344800405,6.456287119379148
2016-12-15,6.582190495280729,6.4491520556788045
2017-01-01,6.639273233002824,7.057921482089496
2017-01-15,6.620322433055505,6.957985855046871
2017-02-01,6.547837167779981,6.86247167083152
2017-02-15,6.646108286145729,6.85787959382625
2017-03-01,6.605966239482725,6.945844058659234
2017-03-15,6.645415885178283,6.846520602884505
2017-04-01,6.610420574923716,6.834486422821635
2017-04-15,6.6266789277301195,6.91407831466765
2017-05-01,6.608447741182437,6.9093061732068275
2017-05-15,6.736087842754295,6.832597727390591
2017-06-01,6.694282014881355,6.8365656182612184
2017-06-15,6.7928738818393954,6.840011086199327
2017-07-01,6.819561363845803,6.843478095859694
2017-07-15,6.792978532875486,6.7431674395719465
2017-08-01,6.739613538713513,6.736286600264148
2017-08-15,6.843500006673973,6.749113187969417
2017-09-01,6.7542819532767755,6.7532685252701015
2017-09-15,6.75718761928304,6.754905381700573
2017-10-01,6.807360014223469,6.595510587527346
2017-10-15,6.794399453812331,6.650166748137974
2017-11-01,6.756570373233819,6.6524549763061
2017-11-15,6.808931369900132,6.648651638628258
2017-12-01,6.821585645708063,6.528345797933935
2017-12-15,6.837558570700701,6.636578181832545
2018-01-01,6.82870263582028,6.628342258436647
2018-01-15,6.829327422039969,6.628348607641472
2018-02-01,6.846322311211043,6.636180512206013
2018-02-15,6.756627815732815,6.569589269060722
2018-03-01,6.776816079065852,6.50303189297508
2018-03-15,6.700979728518431,6.615640126785813
2018-04-01,6.725026946562089,6.610090623639443
2018-04-15,6.69662633569622,6.613575724719038
2018-05-01,6.711927769087209,6.806785562545887
2018-05-15,6.713399299799052,6.659581548406583
2018-06-01,6.753178141793563,6.5545392066411035
2018-06-15,6.7213571194261155,6.498463287179254
2018-07-01,6.694393791689062,6.618380754663254
2018-07-15,6.694910425407786,6.618504785563357
2018-08-01,6.7015664708547265,6.501122507056624
2018-08-15,6.66750099676304,6.493547689639602
2018-09-01,6.649763555242907,6.42328999752151
2018-09-15,6.607473947792195,6.358941162473165
2018-10-01,6.612580561987755,6.3615045979979525
2018-10-15,6.650086877579204,6.491724910671454
2018-11-01,6.5821482927748045,6.479338798908584
2018-11-15,6.511731775587845,6.47479486927916
2018-12-01,6.472810987575024,6.473447727488291
2018-12-15,6.4608267676858295,6.473614665735585
2019-01-01,6.539428604387573,6.4769465579129
2019-01-15,6.458867749115261,6.343485674996416
2019-02-01,6.579972667671775,6.352293961192174
2019-02-15,6.573986697979392,6.344612596914546
2019-03-01,6.566928380953233,6.338409233160421
2019-03-15,6.571977906605886,6.325922873666182
2019-04-01,6.618228164985947,6.456960017389824
2019-04-15,6.699128319497024,6.565177903191533
2019-05-01,6.695427331530166,6.676181733814932
2019-05-15,6.710868213960518,6.671186299369337
2019-06-01,6.763999181582257,6.669688502111016
2019-06-15,6.765686741736599,6.66017518008498
2019-07-01,6.60826638295296,6.6766683126349715
2019-07-15,6.421349240349763,
2019-08-01,6.533570543765805,
2019-08-15,6.5328114512211375,
2019-09-01,6.47221103584949,6.740048158465007
2019-09-15,6.472364503845929,6.73838948461852
2019-10-01,6.468896434800287,6.735808059894862
2019-10-15,6.468317150099675,6.720543114095185
2019-11-01,6.474935262366607,
2019-11-15,6.478536779605255,
2019-12-01,6.477377575746555,
2019-12-15,6.479293273496002,
2020-01-01,6.4781056980953995,
2020-01-15,6.476916710682427,
2020-02-01,6.474994443357775,6.606618978052101
2020-02-15,6.471242363322776,6.600062322025979
