Date,Kisumu,Kampala
2016-01-01,5.663050592336632,5.470728347419592
2016-01-15,5.665145711442798,5.458969852156508
2016-02-01,5.632303455607044,5.460547710239721
2016-02-15,5.658435682791919,5.456993749154578
2016-03-01,5.650460467056651,5.428510313927199
2016-03-15,5.6453157285155475,5.430104293642521
2016-04-01,5.644411917069104,5.461639567537767
2016-04-15,5.661726557228723,5.566097417567529
2016-05-01,5.662286980255242,5.567228546636379
2016-05-15,5.655378637757975,5.595170821967687
2016-06-01,5.650149312952401,5.611889148977269
2016-06-15,5.645324684896288,5.612619207362562
2016-07-01,5.642164336412144,5.911840245564505
2016-07-15,5.792136561535243,5.6792556011719855
2016-08-01,5.791749730263689,5.54276441635688
2016-08-15,5.700689398665549,5.534623610463989
2016-09-01,5.637962998629512,5.533937237081611
2016-09-15,5.6348541569084265,5.58418308839212
2016-10-01,5.710523285267847,5.633328596293082
2016-10-15,5.624883450128195,5.653388594799817
2016-11-01,5.682552025271533,5.7656386678618405
2016-11-15,5.768359647969329,5.733866391976621
2016-12-01,5.763139938819203,5.728602018516291
2016-12-15,5.756721464185711,5.735801902138559
2017-01-01,5.7460122319439355,5.731147736751843
2017-01-15,5.725842173754239,5.7298585308937655
2017-02-01,5.718796031024982,5.730052415847992
2017-02-15,5.846394202277281,5.726010375083201
2017-03-01,6.070165435692222,5.720502665874353
2017-03-15,6.057741573514864,5.811989948718504
2017-04-01,6.045890772185865,5.790089578940895
2017-04-15,6.089215612692157,5.958899158256917
2017-05-01,6.217219775604103,6.102029828334253
2017-05-15,6.2257699620812135,6.109099196459389
2017-06-01,6.230121695754557,6.033060576314948
2017-06-15,6.234106630229812,5.798513035977917
2017-07-01,6.236415078500186,5.676134973936596
2017-07-15,6.050020259012001,5.719883455785202
2017-08-01,5.940367478789689,5.623736305825427
2017-08-15,5.832822456095262,5.528757383475383
2017-09-01,5.838244418011139,5.6189089775824845
2017-09-15,5.838868489147492,5.7011708566512205
2017-10-01,5.789942314452403,5.5896642280924995
2017-10-15,5.791097344948546,5.600378535003355
2017-11-01,5.7086395710418545,5.4036072545508675
2017-11-15,5.70524108700508,5.508936755458621
2017-12-01,5.700392527317466,5.400951363887112
2017-12-15,5.690898990958889,5.405414085303052
2018-01-01,5.684368097814075,5.341019025467256
2018-01-15,5.680491409799482,5.398856937986302
2018-02-01,5.691082366106241,5.398827469053243
2018-02-15,5.684141831656925,5.501201391272897
2018-03-01,5.6772491363872915,5.331933353342541
2018-03-15,5.67054198068604,5.3284461754094945
2018-04-01,5.7977690060576865,5.320655145316519
2018-04-15,5.8004367831431525,5.37278049187107
2018-05-01,5.795637037213054,5.307211822598467
2018-05-15,5.664432241620108,5.245255431110037
2018-06-01,5.663199000270156,5.225047245462376
2018-06-15,5.670535494594354,4.918493796224216
2018-07-01,5.672169642394061,4.922703897779067
2018-07-15,5.5193370956035475,5.235160533260355
2018-08-01,5.339466838321893,5.110232640733851
2018-08-15,5.330396879833921,5.090235997406944
2018-09-01,5.57220467577263,4.840078720018234
2018-09-15,5.576181823223533,4.734190940015797
2018-10-01,5.512297429154828,4.743484072790689
2018-10-15,5.513197636284299,4.837486656206132
2018-11-01,5.50906930611186,4.929799495233464
2018-11-15,5.497361205268572,5.097291180167716
2018-12-01,5.4941026261324355,5.098210509666667
2018-12-15,5.492361773658002,4.949208222765956
2019-01-01,5.497380728947945,5.167659538312995
2019-01-15,5.493305968234323,5.267067944995011
2019-02-01,5.5026258697830075,5.302970958847781
2019-02-15,5.4982612581313735,5.359091567870766
2019-03-01,5.490638447723022,5.344647141107389
2019-03-15,5.480054606088573,5.340780644908796
2019-04-01,5.476130764378098,5.3849382601271465
2019-04-15,5.617958333492258,5.40823271379379
2019-05-01,5.627142276829259,5.864484127981471
2019-05-15,5.622291851820194,5.834407818866163
2019-06-01,5.754895150102365,5.867905353820933
2019-06-15,5.611646995814282,5.700038377160435
2019-07-01,5.71649165163099,5.615845094691474
2019-07-15,5.811379566268726,
2019-08-01,5.812096736701151,5.422650721538611
2019-08-15,,5.223026601671128
2019-09-01,5.813529536407596,5.253389207250436
2019-09-15,5.813621665459461,5.285013504540038
2019-10-01,5.810214935358393,5.336103414720988
2019-10-15,5.810849444504627,5.3565503491268665
2019-11-01,,5.481495533484364
2019-11-15,,5.510474737547807
2019-12-01,,5.528609313850247
2019-12-15,,5.578517035568579
2020-01-01,,5.615425469944242
2020-01-15,,5.432963261125375
2020-02-01,5.815279771312942,5.383303193424278
2020-02-15,5.809329647824573,5.269516812452338
