Date,Tororo,Mbale
2016-01-01,6.296387032703314,6.345177196872746
2016-01-15,6.320586014466735,6.368214610247294
2016-02-01,6.344213214797799,6.3907332304326925
2016-02-15,6.363161473397284,6.408623847474042
2016-03-01,6.481904996602015,6.523607660487864
2016-03-15,6.429551051454128,6.517100976959076
2016-04-01,,
2016-04-15,,
2016-05-01,,
2016-05-15,6.1874863909384645,6.490642424291848
2016-06-01,6.2517202319590135,6.454689250657641
2016-06-15,6.357125011186533,6.4774332427395285
2016-07-01,6.342784438973655,6.482272895773473
2016-07-15,6.3932870748988515,6.39527238426644
2016-08-01,6.388736192476026,6.388736192476026
2016-08-15,6.47410698873742,6.474834526055797
2016-09-01,6.512793301594033,6.512793301594033
2016-09-15,6.547504969030527,6.509919403873958
2016-10-01,6.541587156469973,6.541251078496721
2016-10-15,6.441994004612874,6.441994004612874
2016-11-01,6.374409866289913,6.327946247462975
2016-11-15,6.294226504471901,6.306900945368628
2016-12-01,6.289492503883714,6.419141635669155
2016-12-15,6.394385161243428,6.468766141124965
2017-01-01,6.540097754301309,6.503766816133705
2017-01-15,6.577578956256621,6.503275976301969
2017-02-01,6.6115778845739985,6.541146258015762
2017-02-15,6.638905517956219,6.76255386524853
2017-03-01,6.641214923006386,6.816896839030441
2017-03-15,6.825240168977693,6.867779438137442
2017-04-01,6.834685450311611,6.861353697393771
2017-04-15,6.843377829081585,6.856648166002482
2017-05-01,6.848876293235224,6.845083920830362
2017-05-15,6.55213886379743,6.745994329735111
2017-06-01,6.319800331943955,6.627582076102239
2017-06-15,6.32383068556651,6.529804686986427
2017-07-01,6.367735363778243,6.527619245638013
2017-07-15,6.368444483235205,6.528099966129934
2017-08-01,6.363348068111329,6.523633227923906
2017-08-15,6.402890709992056,6.55863096255904
2017-09-01,6.39953937633255,6.620159360657688
2017-09-15,6.51408323407154,6.437993100713827
2017-10-01,6.510595339523157,6.259280911242251
2017-10-15,6.421128797400659,6.199612585745824
2017-11-01,6.29596660706919,6.42589957911418
2017-11-15,6.203880881695268,6.425946653131482
2017-12-01,6.222371379818112,6.4220430143143945
2017-12-15,6.296693428683594,6.424951546577268
2018-01-01,6.286661969353938,6.413767803545446
2018-01-15,6.293222309231491,6.420989997139264
2018-02-01,6.338144228160699,6.420960528206205
2018-02-15,6.493716170514268,6.416406543159853
2018-03-01,6.524300611548169,6.411853508998498
2018-03-15,6.520355067806187,6.406870323508568
2018-04-01,6.644707197559188,6.397480079799721
2018-04-15,6.542805529109412,6.395084587475855
2018-05-01,,6.3868037865875475
2018-05-15,6.30130810535935,6.386170099468836
2018-06-01,6.00530430091895,6.363062081996514
2018-06-15,6.022433748000113,6.122466600550152
2018-07-01,6.06290222022528,6.126039556495682
2018-07-15,5.986883014610757,6.151915194625549
2018-08-01,6.050321702162092,6.156908459543163
2018-08-15,6.0338106882295675,6.13979212908586
2018-09-01,6.0801275808179795,6.124408154481436
2018-09-15,6.1204853011356875,6.123322182470887
2018-10-01,6.126011951115102,6.020651435457276
2018-10-15,6.024536245390805,6.129583232279798
2018-11-01,5.911409693228261,6.135021518959832
2018-11-15,5.921652255211821,6.145259736017071
2018-12-01,5.924889082851135,6.148032634165344
2018-12-15,6.0478205114340655,6.154407268815136
2019-01-01,6.146022698829527,6.148796625712253
2019-01-15,6.246782991763333,6.152141484668644
2019-02-01,6.253849702009266,6.158207792230096
2019-02-15,6.359961571765939,6.155978518190804
2019-03-01,6.372508573657649,6.144588235748122
2019-03-15,6.36423354717429,6.14072173954953
2019-04-01,6.530603093066148,6.135026817087231
2019-04-15,6.49623950287164,6.529444834379141
2019-05-01,,6.676752137039459
2019-05-15,,6.527554999426108
2019-06-01,6.385439196322042,
2019-06-15,6.468615407132018,
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
