Date,Kisumu,Tororo
2016-01-01,6.962333576466893,6.701852140811479
2016-01-15,6.9644286955730585,6.701370265931681
2016-02-01,6.925020739609445,6.700888158736531
2016-02-15,6.916714914225894,6.712835221877033
2016-03-01,6.903102669897625,6.747314433444672
2016-03-15,6.944983520439066,6.769088580218906
2016-04-01,6.944078734159975,
2016-04-15,6.959804721936134,
2016-05-01,6.962469649556401,
2016-05-15,6.955863003621561,6.851732706010654
2016-06-01,6.802132625838909,6.76511962311692
2016-06-15,6.797132431201746,6.761624268926409
2016-07-01,6.792663010662613,6.747830171944618
2016-07-15,6.738179698461554,6.747654111243598
2016-08-01,6.790578410452024,6.676915752625248
2016-08-15,6.734416965742569,6.674876925007473
2016-09-01,6.78819965270293,6.6686852320788965
2016-09-15,6.732362083233483,6.663273905315209
2016-10-01,6.6109272019424825,6.67272152530122
2016-10-15,6.606750370556886,6.703047839584803
2016-11-01,6.661817556307076,6.684248913678229
2016-11-15,6.713376658101881,6.655948215838951
2016-12-01,6.707919411616958,6.383064056764999
2016-12-15,6.700426658395675,6.470538876919828
2017-01-01,6.690153584577086,6.541418322337393
2017-01-15,6.7756642982529165,6.541445993272433
2017-02-01,6.768181378927941,6.576508348170308
2017-02-15,6.8574173798129365,6.570039397214098
2017-03-01,6.945844058659234,6.6037573604714845
2017-03-15,6.846520602884505,6.722750961194981
2017-04-01,6.833333419119588,6.750390632850896
2017-04-15,6.827298231769488,6.775015211505611
2017-05-01,6.828201556120558,6.794677633103546
2017-05-15,6.831905765651529,6.802743518466312
2017-06-01,6.833093794382744,6.812276817041749
2017-06-15,6.840011086199327,6.81765089567165
2017-07-01,6.842086952579462,6.366186176791413
2017-07-15,6.743678034426032,6.816029043646575
2017-08-01,6.737567502194116,6.8359675977006775
2017-08-15,6.749620673390103,6.836897821439705
2017-09-01,6.8468489001110076,6.8298959598977165
2017-09-15,6.848159397488767,6.828628948792869
2017-10-01,6.853176764038861,6.824710669043093
2017-10-15,6.849704299002957,6.8128676043607825
2017-11-01,6.851787878926591,6.700884219954262
2017-11-15,6.938172336872028,6.701332006442114
2017-12-01,6.933386187411803,6.72941128792138
2017-12-15,6.9242602542843255,6.762911306234433
2018-01-01,6.830563101473199,6.5534664567841645
2018-01-15,6.826550927891677,6.381191082177448
2018-02-01,6.839075902690276,6.420960528206205
2018-02-15,6.909096409377089,6.419298808372001
2018-03-01,6.907241508137412,6.433390594142882
2018-03-15,6.903043764041586,6.475814638342035
2018-04-01,6.8972163678432175,6.545950719111276
2018-04-15,6.8990490718112625,6.594152076181791
2018-05-01,6.895078169691565,6.633594622830933
2018-05-15,6.809435037407744,6.663443156005881
2018-06-01,6.81028303247135,6.679309524299511
2018-06-15,6.7213571194261155,6.654225433982608
2018-07-01,6.724852999173771,6.650915155068403
2018-07-15,6.818620079733808,6.5666139786806585
2018-08-01,6.819802918443612,6.6264524243358505
2018-08-15,6.812001420758136,6.61767894313943
2018-09-01,6.806494489973673,6.68912257146834
2018-09-15,6.662215329684782,6.68010108907111
2018-10-01,6.717607132075606,6.686166677355136
2018-10-15,6.718006211657632,6.716637947549198
2018-11-01,6.800221540532602,6.722600088969929
2018-11-15,6.793248600397694,6.615958856191502
2018-12-01,6.792769087431823,6.619193001538903
2018-12-15,6.792414877194827,6.714023056750559
2019-01-01,6.794825477266455,6.7066961283230855
2019-01-15,6.794423815264695,6.709127768065042
2019-02-01,6.709252955693816,6.494419306649336
2019-02-15,6.7010744499692105,6.4934929643904615
2019-03-01,6.787359453208324,6.482112273675873
2019-03-15,6.687521299668765,6.47824577747728
2019-04-01,6.775413748508359,6.59552973763184
2019-04-15,6.768512121403341,6.681731580768336
2019-05-01,6.7725331795303925,6.683148747336152
2019-05-15,6.767813135058409,6.709876556220062
2019-06-01,6.764907859518475,6.709348194898656
2019-06-15,6.755210672344658,6.719636235880574
2019-07-01,6.746615574853573,
2019-07-15,6.737945960721086,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
