Date,Owino,Lira
2016-01-01,6.798784380987672,6.73464196363447
2016-01-15,6.780863139737147,6.70138633216929
2016-02-01,6.785863734730093,6.66698660706085
2016-02-15,6.782920392762594,6.662404368250141
2016-03-01,6.812433444848947,6.712946789940466
2016-03-15,6.81666122532976,6.722118903507407
2016-04-01,6.781698478553577,
2016-04-15,6.804630896958932,
2016-05-01,6.865181079880216,
2016-05-15,6.854761481672814,6.757988539003953
2016-06-01,6.731512427871016,6.731512427871016
2016-06-15,6.693065159941576,6.728217653680537
2016-07-01,6.711959545676619,6.745590529351113
2016-07-15,6.681962294716007,6.715923403879571
2016-08-01,6.676617289707049,6.680787685980776
2016-08-15,6.676958710145931,6.67576964936374
2016-09-01,6.669579553199765,6.668386947214642
2016-09-15,6.73250569688453,6.697623385329846
2016-10-01,6.72413270251338,6.697464455431219
2016-10-15,6.767621992926765,6.704187440847737
2016-11-01,6.747918247451214,6.684248913678229
2016-11-15,6.616691967556228,6.581908576923682
2016-12-01,6.643105439816351,6.595790037382714
2016-12-15,6.71367257311054,6.61599849037687
2017-01-01,6.709005219374411,6.61271799992226
2017-01-15,6.675305847059376,6.61245173027075
2017-02-01,6.677944559785632,6.6115778845739985
2017-02-15,6.688526311269359,6.606746473179412
2017-03-01,6.789634928124658,6.634427232787701
2017-03-15,6.836408044213878,6.753383267032442
2017-04-01,6.820345673666395,6.779370668664623
2017-04-15,6.830895669900067,6.859938415739269
2017-05-01,6.848876293235224,6.968891150327122
2017-05-15,6.854794478039374,6.9091968761185525
2017-06-01,6.798353170916925,6.865173763163835
2017-06-15,6.7891845540846925,6.921829028690987
2017-07-01,6.816866714907912,6.8704788795157805
2017-07-15,6.844035257349273,6.87057709975935
2017-08-01,6.841756325876922,6.865286823287116
2017-08-15,6.836897821439705,6.809592370749438
2017-09-01,6.829654908914267,6.80253046041779
2017-09-15,6.853850366589606,6.800774717041625
2017-10-01,6.849756700969181,6.797284856062186
2017-10-15,6.757807827177755,6.78584228290417
2017-11-01,6.76015492002685,6.671429464873556
2017-11-15,6.791068923412794,6.67253710449417
2017-12-01,6.786246224673918,6.683936605849349
2017-12-15,6.79121031440766,6.732732116820645
2018-01-01,6.779138454451733,6.806045907371657
2018-01-15,6.7576686534123604,6.729409316097958
2018-02-01,6.757639184479301,6.728317712173915
2018-02-15,6.754222657587084,6.72380604951877
2018-03-01,6.747703532595385,6.718761759868983
2018-03-15,6.743758663329377,6.716345244014686
2018-04-01,6.86693289658317,6.789641222281523
2018-04-15,6.864996435711017,6.8136789870258125
2018-05-01,6.8575456956748635,6.805475249509322
2018-05-15,6.880288890733101,6.80437423335443
2018-06-01,6.836374624684397,6.7850564920558885
2018-06-15,6.749535613786933,6.710787310858822
2018-07-01,6.7365115042288854,6.710208041436984
2018-07-15,6.713384551210295,6.630692835365181
2018-08-01,6.716524247478587,6.627026971895464
2018-08-15,6.703920200722496,6.61767894313943
2018-09-01,6.716058448687252,6.6880513340868415
2018-09-15,6.709428704165631,6.707851002024013
2018-10-01,6.768858393200249,6.714846285049665
2018-10-15,6.797002457317225,6.71768342595075
2018-11-01,6.800158323315804,6.722600088969929
2018-11-15,6.787015970707526,6.6462036722139635
2018-12-01,6.789886520337739,6.649929627187033
2018-12-15,6.795680491078833,6.741989664489704
2019-01-01,6.788850769199765,6.7343236347638085
2019-01-15,6.790506319036384,6.736654824225794
2019-02-01,6.56367290033826,6.626156391639695
2019-02-15,6.594939580727151,6.561443626298969
2019-03-01,6.6302377046216385,6.55066702905505
2019-03-15,6.641552832590525,6.546800532856458
2019-04-01,6.692003384699462,6.6047997924281265
2019-04-15,6.765539538040429,6.685986906338474
2019-05-01,6.762291843417632,6.710404103204066
2019-05-15,6.76328975523027,6.709876556220062
2019-06-01,6.763797126782395,6.709348194898657
2019-06-15,6.7349348514424365,6.7040999316654295
2019-07-01,,6.703069655055854
2019-07-15,,6.702038315881557
2019-08-01,,6.5465808181910115
2019-08-15,,6.542038955707696
2019-09-01,,6.508357248304117
2019-09-15,,6.541432784238517
2019-10-01,,6.470576119550112
2019-10-15,,6.466997095441979
2019-11-01,,6.462761753948969
2019-11-15,,6.463375215034524
2019-12-01,,6.497322270736219
2019-12-15,,6.6022514199205276
2020-01-01,,6.624948674662949
2020-01-15,,6.627770098437231
2020-02-01,,6.626717729801511
2020-02-15,,6.533861745221318
