Date,Eldoret,Kisumu
2016-01-01,7.2857998494089715,6.962333576466893
2016-01-15,7.283754175849106,6.9644286955730585
2016-02-01,7.268272663216036,6.925020739609445
2016-02-15,7.234668422408563,6.916714914225894
2016-03-01,7.190784742349406,6.903102669897625
2016-03-15,7.3201385438559,6.944983520439066
2016-04-01,7.316380423942373,6.944078734159975
2016-04-15,7.34732803813147,6.959804721936134
2016-05-01,7.308340030983496,6.962469649556401
2016-05-15,7.266137990754371,6.955863003621561
2016-06-01,7.190476283175049,6.802132625838909
2016-06-15,7.220061456829194,6.797132431201746
2016-07-01,7.236925534430312,6.792663010662613
2016-07-15,7.178430922655134,6.738179698461554
2016-08-01,7.1787560885656685,6.790578410452024
2016-08-15,7.17061455885785,6.734416965742569
2016-09-01,7.176751038369032,6.78819965270293
2016-09-15,7.174175103668285,6.732362083233483
2016-10-01,7.142981126328327,6.6109272019424825
2016-10-15,7.092497495215696,6.606750370556886
2016-11-01,7.123941040198397,6.661817556307076
2016-11-15,7.167429200577943,6.713376658101881
2016-12-01,7.149434299939093,6.707919411616958
2016-12-15,7.188697054769562,6.700426658395675
2017-01-01,7.226764956153801,6.690153584577086
2017-01-15,7.194643125527804,6.7756642982529165
2017-02-01,7.133786765819096,6.768181378927941
2017-02-15,7.119817206790433,6.8574173798129365
2017-03-01,7.135657592303315,6.945844058659234
2017-03-15,7.122766057873517,6.846520602884505
2017-04-01,7.129516404338379,6.833333419119588
2017-04-15,7.107086137384232,6.827298231769488
2017-05-01,7.10337477888063,6.828201556120558
2017-05-15,7.142399046183262,6.831905765651529
2017-06-01,7.133447387611423,6.833093794382744
2017-06-15,7.143588825164313,6.840011086199327
2017-07-01,7.166051730228647,6.842086952579462
2017-07-15,7.122415109531602,6.743678034426032
2017-08-01,7.073966588601332,6.737567502194116
2017-08-15,7.127827729788931,6.749620673390103
2017-09-01,7.128627152671136,6.8468489001110076
2017-09-15,7.133004424352959,6.848159397488767
2017-10-01,7.134606645231592,6.853176764038861
2017-10-15,7.104619739457457,6.849704299002957
2017-11-01,7.127817524031642,6.851787878926591
2017-11-15,7.1366826210159005,6.938172336872028
2017-12-01,7.164484422289458,6.933386187411803
2017-12-15,7.163625857851087,6.9242602542843255
2018-01-01,7.125421961298002,6.830563101473199
2018-01-15,7.097292353375164,6.826550927891677
2018-02-01,7.134793783196345,6.839075902690276
2018-02-15,7.098686659062667,6.909096409377089
2018-03-01,7.083402306156786,6.907241508137412
2018-03-15,7.037305883772062,6.903043764041586
2018-04-01,7.052320563833304,6.8972163678432175
2018-04-15,7.070113474080583,6.8990490718112625
2018-05-01,7.049110485312021,6.895078169691565
2018-05-15,7.046443940947998,6.809435037407744
2018-06-01,7.039414082395344,6.81028303247135
2018-06-15,7.076632483010425,6.7213571194261155
2018-07-01,7.080427337668469,6.724852999173771
2018-07-15,6.987595394574869,6.818620079733808
2018-08-01,6.887283616649819,6.819802918443612
2018-08-15,6.939034472097251,6.812001420758136
2018-09-01,6.9347825102752045,6.806494489973673
2018-09-15,6.954239228574494,6.662215329684782
2018-10-01,6.9570499907613135,6.717607132075606
2018-10-15,7.018760365676765,6.718006211657632
2018-11-01,7.0449420854537905,6.800221540532602
2018-11-15,7.069501977025853,6.793248600397694
2018-12-01,7.09537167081274,6.792769087431823
2018-12-15,7.196801651993541,6.792414877194827
2019-01-01,7.194447111880922,6.794825477266455
2019-01-15,7.219553753093459,6.794423815264695
2019-02-01,7.213096007448676,6.709252955693816
2019-02-15,7.189065505169518,6.7010744499692105
2019-03-01,7.185099005964277,6.787359453208324
2019-03-15,7.190242421622816,6.687521299668765
2019-04-01,7.175409380811988,6.775413748508359
2019-04-15,7.166807646515863,6.768512121403341
2019-05-01,7.17829990127378,6.7725331795303925
2019-05-15,7.190075278754165,6.767813135058409
2019-06-01,7.20284045084742,6.764907859518475
2019-06-15,7.212426845505268,6.755210672344658
2019-07-01,,6.746615574853573
2019-07-15,,6.737945960721086
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
