Date,Kasese,Busia
2016-01-01,5.348347602514579,5.36207779532648
2016-01-15,5.266285508327007,5.28363414666162
2016-02-01,5.195917505983043,5.405565575822368
2016-02-15,5.185958910135953,5.385648973011552
2016-03-01,5.221032879357389,5.463674226384866
2016-03-15,5.223111132440883,5.477292535162619
2016-04-01,5.136295417425962,5.460621755745066
2016-04-15,5.567012749439217,5.532574725528885
2016-05-01,5.567228546636379,5.50402977358301
2016-05-15,5.527192406565706,5.534768200374164
2016-06-01,5.497373022466234,5.637730380161156
2016-06-15,5.490471258621478,5.616097471738887
2016-07-01,5.485513885498625,5.6194157628448895
2016-07-15,5.429794741540402,5.634434821290053
2016-08-01,5.3589575269467336,5.469654946532747
2016-08-15,5.397093811872772,5.456208999440352
2016-09-01,5.4159222635835285,5.4980504777480865
2016-09-15,5.409913386757244,5.6144753223593185
2016-10-01,5.408099538487851,5.574993019280119
2016-10-15,5.500594215194037,5.571987744855858
2016-11-01,5.526585482262797,5.665746161968274
2016-11-15,5.500995865354972,5.61794312996396
2016-12-01,5.546280461722336,5.6592902186260625
2016-12-15,5.546067412955479,5.657481000326382
2017-01-01,5.54585440956873,5.732630316712065
2017-01-15,5.556347597857354,5.756137415357606
2017-02-01,,5.714467684831294
2017-02-15,,5.727483129399476
2017-03-01,5.587182265971364,5.869151850657754
2017-03-15,5.628726455502891,5.998561595793225
2017-04-01,5.476937271098081,5.959988615736292
2017-04-15,5.615586711787795,6.002421144032829
2017-05-01,5.785360236914406,6.0187784503382575
2017-05-15,5.93045064721963,6.03479995022846
2017-06-01,5.869718158346983,6.074183924777686
2017-06-15,5.797147848052577,5.659705617436055
2017-07-01,5.798202139185474,5.528147641817006
2017-07-15,5.487085169245161,5.460618596056998
2017-08-01,5.4286507073063754,5.439461623410591
2017-08-15,5.423792202869158,5.525192317310887
2017-09-01,5.523922370018485,5.5759271550088
2017-09-15,5.61415947966159,5.540051507507869
2017-10-01,5.699665123306827,5.377670905866268
2017-10-15,5.504657086429095,5.3681477670877875
2017-11-01,5.509969272545783,5.2868257212315735
2017-11-15,5.509835631923639,5.198209393888956
2017-12-01,5.399951863554027,5.28116832756406
2017-12-15,4.997954958588023,5.241253311880692
2018-01-01,5.364153600868913,5.240375499687569
2018-01-15,5.398856937986302,5.223738293486406
2018-02-01,5.340960086732695,5.209250741378117
2018-02-15,5.2955299611516224,5.3214082808323
2018-03-01,,5.237904403694265
2018-03-15,,5.161002682641719
2018-04-01,,5.157121502388198
2018-04-15,,5.17731166271308
2018-05-01,5.031057255317754,5.136990672738601
2018-05-15,4.957573358658255,5.163281848150364
2018-06-01,4.92706805232435,5.123095675022673
2018-06-15,4.736172239430261,5.136495948038006
2018-07-01,4.733992542886342,5.123953464458541
2018-07-15,4.666220668449808,4.710315988315033
2018-08-01,4.4730797295284805,4.709989476606838
2018-08-15,4.502981105981861,4.674075600182032
2018-09-01,4.522474967701403,4.677959870541799
2018-09-15,4.523722180934396,4.630512510540956
2018-10-01,,4.653049207349539
2018-10-15,,4.897305151417043
2018-11-01,4.527454514461543,4.981561429792054
2018-11-15,4.651334710704814,5.031693897681903
2018-12-01,4.652254040203766,5.035434103522495
2018-12-15,4.683771759261495,5.042843827799949
2019-01-01,4.942049894503591,5.111948931298989
2019-01-15,5.057198924889497,5.131306897043219
2019-02-01,5.033716055574165,5.145237330006572
2019-02-15,5.031486781534874,5.326166783174299
2019-03-01,4.774732600971392,5.281200919368427
2019-03-15,4.711146870071177,5.315883093287069
2019-04-01,4.660042381252621,5.49049406921397
2019-04-15,5.081759205498516,5.6431166006786
2019-05-01,5.377469152909199,5.591947821337684
2019-05-15,5.427699702518401,5.533806208512949
2019-06-01,5.52419544989949,5.562437848935936
2019-06-15,5.549679171069438,5.638344808155095
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
