Date,Eldoret,Busia
2016-01-01,6.486373457674127,
2016-01-15,6.483308226220983,
2016-02-01,6.487991247996916,
2016-02-15,6.506454783744106,
2016-03-01,6.526210934233516,6.308355425880897
2016-03-15,6.497079229055745,6.27647486843132
2016-04-01,6.519317432780405,
2016-04-15,6.521481976770745,6.209492432921851
2016-05-01,6.482343012679217,6.202033690255906
2016-05-15,6.490082771047603,6.293632452591125
2016-06-01,6.421175386938703,6.274918907073057
2016-06-15,6.418005018978617,6.242852562511938
2016-07-01,6.399436045141628,6.159707880256331
2016-07-15,6.333267534796563,6.2154071497724415
2016-08-01,6.262465356691513,6.229863660361514
2016-08-15,6.147848395227262,6.240721943371013
2016-09-01,6.041218161086874,6.283882016034689
2016-09-15,6.038109319365788,6.3902194903978975
2016-10-01,6.236685934285851,6.399958553612831
2016-10-15,6.25105281351901,6.333420833281934
2016-11-01,6.312825964012967,6.220193386166529
2016-11-15,6.340145971525007,6.10422245150593
2016-12-01,6.382069093849428,6.132081028652826
2016-12-15,6.406311897002312,6.162217837455811
2017-01-01,6.546643033009302,6.244344434539171
2017-01-15,6.5088513776618155,6.272423607369466
2017-02-01,6.520791089103169,6.300757343465819
2017-02-15,6.551854087717269,6.344198929852625
2017-03-01,6.5101252584509925,6.384423337573943
2017-03-15,6.575620123242741,6.376875714835439
2017-04-01,6.5607649844778555,6.41622604921788
2017-04-15,6.5642862089857275,6.408254915739639
2017-05-01,6.579645750278731,6.402115929831289
2017-05-15,6.608992921455657,6.241635564126194
2017-06-01,6.470405643175268,6.223155929126493
2017-06-15,6.463844169423317,6.205795500333664
2017-07-01,6.47273672219495,6.255211308230246
2017-07-15,6.520406858837512,6.27622072563407
2017-08-01,6.488882924212599,6.321075230742213
2017-08-15,6.551033605318423,6.336122533527216
2017-09-01,6.532024309759544,6.349376884740431
2017-09-15,6.581530734234818,6.315390778621495
2017-10-01,6.509476250185543,6.259280911242251
2017-10-15,6.526776287489501,6.107909262872492
2017-11-01,6.507873747494992,6.171077099361112
2017-11-15,6.506508607764889,6.122565671136597
2017-12-01,6.598442094393853,6.1187667908625505
2017-12-15,6.614182758324015,6.017688200257502
2018-01-01,6.607651865179201,6.014831554319746
2018-01-15,6.627218025271186,6.041555954147728
2018-02-01,6.659296566259501,6.057241842694297
2018-02-15,6.59410888623504,6.172409849156988
2018-03-01,6.592966638093844,6.171878239424486
2018-03-15,6.568907977081393,6.1329316861831815
2018-04-01,6.551688224959726,6.1627052702466525
2018-04-15,6.46966841230654,6.1291898692089815
2018-05-01,6.464868666376441,6.145776003016917
2018-05-15,6.46805503850465,5.924416369695241
2018-06-01,6.412748180039164,5.762466458801814
2018-06-15,6.370800142923163,5.8475235538758
2018-07-01,6.350886558124977,5.810568943155271
2018-07-15,6.308551744909726,5.818036993181383
2018-08-01,6.261319761731323,5.7875483560771155
2018-08-15,6.207530896506882,5.882072554807693
2018-09-01,6.233603158017995,5.877924653470195
2018-09-15,6.251992084130201,5.890452543336687
2018-10-01,6.263113855525336,5.881413464799634
2018-10-15,6.239242520351303,5.822587594483162
2018-11-01,6.223829963092342,5.818205023618083
2018-11-15,6.188812032580339,5.811381534572904
2018-12-01,6.249667436260814,5.983332678721209
2018-12-15,6.248722445348484,5.9823272060733785
2019-01-01,6.375931132839254,6.0251097701642164
2019-01-15,6.3260686890024145,5.925084034033298
2019-02-01,6.3754610204737086,6.018400228376337
2019-02-15,6.315792158379054,6.099678473502272
2019-03-01,6.375308650808331,6.098418943483769
2019-03-15,6.401664499440328,6.111761284965816
2019-04-01,6.430359335592645,6.140546610310828
2019-04-15,6.506786048141356,6.362277882898699
2019-05-01,6.568437823186877,6.372897205342078
2019-05-15,6.627778923316409,6.376298677625214
2019-06-01,6.671684510757731,6.111040051613708
2019-06-15,6.66017518008498,6.0598423237943075
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
