Date,Ruhengeri,Ngozi
2016-01-01,,6.102116937636919
2016-01-15,5.813213621947789,6.028834720029062
2016-02-01,5.809899963020098,5.92122619419895
2016-02-15,5.565998630249903,5.930182834374392
2016-03-01,5.540403243665132,5.997301919080965
2016-03-15,5.612059180749546,6.080085279967258
2016-04-01,5.678922080859996,6.005313902082904
2016-04-15,5.685380660383976,5.933500328882645
2016-05-01,5.827045976287395,5.928901748804555
2016-05-15,5.605813449939738,5.832381726287005
2016-06-01,5.601585196201171,5.826894749932891
2016-06-15,5.494674294856354,5.993810719415189
2016-07-01,5.804549160761585,5.913976592287441
2016-07-15,5.896911203271378,5.749577396731779
2016-08-01,5.886068239536137,5.835119156857294
2016-08-15,5.969562627875629,5.908513281514768
2016-09-01,5.725988766039725,5.906778490054323
2016-09-15,5.793144301235133,5.91138181063483
2016-10-01,5.885365371973309,5.914724628175666
2016-10-15,6.023036726185589,6.0463516042297485
2016-11-01,6.019248857314792,6.1562859289462635
2016-11-15,6.017624374055705,6.143269121689526
2016-12-01,6.067536700489121,6.239638643431095
2016-12-15,6.068104917462647,6.275433053710585
2017-01-01,6.068674618106615,6.26880949077588
2017-01-15,5.993772259893822,6.233048551417795
2017-02-01,5.9128019702039545,6.291324244122646
2017-02-15,5.903901266889406,6.190009375416296
2017-03-01,5.959418756616188,6.080106540280961
2017-03-15,5.956394825763953,6.083595854626638
2017-04-01,5.952275649165432,6.278549747862325
2017-04-15,6.0308132434815676,6.277044715576593
2017-05-01,6.035900224312573,6.265595796077003
2017-05-15,6.044198305282314,6.281201403477482
2017-06-01,6.160727962320427,6.075748554299914
2017-06-15,6.1591854203209255,6.077610732578963
2017-07-01,5.76177159343919,5.89961513316127
2017-07-15,5.912575778920711,6.018392984072269
2017-08-01,5.909434098622017,5.95475143657423
2017-08-15,5.905307902819664,6.059859588631684
2017-09-01,5.89071926244637,6.149972230191106
2017-09-15,5.885046007533101,6.143099350156119
2017-10-01,6.059003508184932,6.229229698805655
2017-10-15,6.0613075844991755,6.228869104423331
2017-11-01,6.071677381470038,6.229294545621591
2017-11-15,6.085435287853515,6.319924866041962
2017-12-01,6.159666166554744,6.237235662910681
2017-12-15,6.158045356678502,6.243342928811339
2018-01-01,5.750956022724472,6.24830284061415
2018-01-15,5.903780169615617,6.254981189231674
2018-02-01,5.902458565057477,5.93648210791234
2018-02-15,5.891147034475059,5.93868912606712
2018-03-01,5.8858695278639335,5.871986130189663
2018-03-15,5.754875960864952,5.872393469021647
2018-04-01,5.862250120202743,5.801812236955429
2018-04-15,5.857796833267144,5.865792788148753
2018-05-01,5.850939046591927,5.719727094610259
2018-05-15,5.857831007394825,5.643382971643061
2018-06-01,5.993283549476262,5.5646538286159455
2018-06-15,5.937696004520118,5.567933976927659
2018-07-01,5.633588328070851,5.739145179503344
2018-07-15,5.528804922411252,5.883119626063513
2018-08-01,5.709600122925881,5.8892268125399205
2018-08-15,5.991774893223915,5.676875716929893
2018-09-01,5.878150919984036,5.767163274813551
2018-09-15,5.861096686347354,5.768670592030551
2018-10-01,5.866342462953229,5.917726034587793
2018-10-15,5.866568482702396,5.908180115972893
2018-11-01,5.864323480928714,5.968201480598183
2018-11-15,5.868572647754504,5.9068882957854605
2018-12-01,5.900907683408751,5.9068882957854605
2018-12-15,5.894875115457288,6.024504345490048
2019-01-01,5.62558865786655,6.018907569523006
2019-01-15,5.570762311305188,5.898069736281122
2019-02-01,5.716099514565805,5.901934983382253
2019-02-15,5.6993354778032455,5.894725429555528
2019-03-01,5.750670923712082,6.111845806410822
2019-03-15,5.705888549649206,6.105520464663055
2019-04-01,5.731178024565783,6.092602194811349
2019-04-15,5.726996139497009,6.090356517873804
2019-05-01,5.758209508868859,6.090018822849641
2019-05-15,5.801774790427058,6.15223723321203
2019-06-01,5.800886824560006,6.081504425209332
2019-06-15,5.828561575156329,5.994140488272787
2019-07-01,,5.993078061798194
2019-07-15,,5.9889936469020695
2019-08-01,5.907267333268679,5.98489248111995
2019-08-15,5.763262629627971,6.188880762315532
2019-09-01,5.80823603718836,6.229324184132877
2019-09-15,5.799037238218257,6.224975055420751
2019-10-01,5.757170050978357,6.222292891482121
2019-10-15,5.771015811669442,6.296980019745178
2019-11-01,5.732502770058035,6.372406304816314
2019-11-15,5.785674872420951,6.363647938984261
2019-12-01,5.818029138934011,6.357064639876909
2019-12-15,5.786700268917316,6.389081600412562
2020-01-01,5.75435806875749,6.340049102102762
2020-01-15,5.763321038796345,6.333582167648364
2020-02-01,5.675781063510792,6.278795714167296
2020-02-15,5.614574181422755,6.2274859072798545
