Date,Kasese,Ruhengeri
2016-01-01,6.508758487035613,
2016-01-15,6.539900972981392,5.813213621947789
2016-02-01,6.41637566104603,5.809899963020098
2016-02-15,6.270091307803748,5.565998630249903
2016-03-01,6.2438751272113935,5.540403243665132
2016-03-15,6.24103450985885,5.612059180749546
2016-04-01,6.23443811228408,5.678922080859996
2016-04-15,6.259702368792369,5.685380660383976
2016-05-01,6.259461232390936,5.827045976287395
2016-05-15,6.19336299942745,5.605813449939738
2016-06-01,6.198802832593043,5.601585196201171
2016-06-15,6.196332546877046,5.494674294856354
2016-07-01,6.1826058443495855,5.804549160761584
2016-07-15,6.182094873305326,5.896911203271378
2016-08-01,6.17864404255835,5.886068239536137
2016-08-15,6.1752025491778495,5.969562627875629
2016-09-01,6.169816863283081,5.725988766039724
2016-09-15,6.163931282404215,5.793144301235133
2016-10-01,6.158550100342805,5.885365371973309
2016-10-15,6.137140924237273,6.023036726185589
2016-11-01,6.1164181836843134,6.019248857314792
2016-11-15,6.194143045914918,6.017624374055705
2016-12-01,6.1881343478947315,6.067536700489121
2016-12-15,6.187921299127874,6.068104917462647
2017-01-01,6.187708295741125,6.068674618106615
2017-01-15,6.19883111392946,5.993772259893822
2017-02-01,,5.912801970203955
2017-02-15,,5.903901266889405
2017-03-01,6.2314759892196685,5.959418756616188
2017-03-15,6.200955643093525,5.956394825763953
2017-04-01,6.09914651097741,5.952275649165432
2017-04-15,6.13484572968216,6.030813243481567
2017-05-01,6.103526461190315,6.035900224312573
2017-05-15,6.215155640961727,6.044198305282314
2017-06-01,6.225378646200745,6.160727962320427
2017-06-15,6.226016364544902,6.1591854203209255
2017-07-01,6.228437709889332,5.76177159343919
2017-07-15,6.229377816873995,5.912575778920711
2017-08-01,6.22409046109107,5.909434098622017
2017-08-15,6.22066563825476,5.905307902819664
2017-09-01,,5.89071926244637
2017-09-15,6.213780602210712,5.885046007533101
2017-10-01,6.280316604863661,6.059003508184932
2017-10-15,6.246378937137598,6.061307584499176
2017-11-01,6.199506340881629,6.071677381470038
2017-11-15,6.151358447078277,6.085435287853515
2017-12-01,6.0930990441139725,6.159666166554744
2017-12-15,6.039056534663201,6.158045356678502
2018-01-01,5.763362171362772,5.7509560227244725
2018-01-15,5.842409381144868,5.903780169615618
2018-02-01,5.8423799122118085,5.902458565057477
2018-02-15,5.807282233814959,5.891147034475059
2018-03-01,,5.8858695278639335
2018-03-15,,5.754875960864952
2018-04-01,,5.862250120202743
2018-04-15,,5.857796833267144
2018-05-01,5.61053185190278,5.850939046591927
2018-05-15,5.563709162228571,5.857831007394825
2018-06-01,5.636013349760887,5.993283549476262
2018-06-15,5.524629599794531,5.937696004520118
2018-07-01,5.383910988895467,5.633588328070851
2018-07-15,5.453186604227408,5.528804922411252
2018-08-01,5.176079206531437,5.709600122925881
2018-08-15,5.628345580121404,5.991774893223915
2018-09-01,5.693190550270857,5.878150919984036
2018-09-15,5.7981176706960165,5.861096686347354
2018-10-01,5.902868399800893,5.866342462953229
2018-10-15,5.77411707231741,5.866568482702396
2018-11-01,5.491199404962388,5.864323480928714
2018-11-15,5.8569590430692235,5.868572647754504
2018-12-01,5.860350561713563,5.900907683408751
2018-12-15,5.724754935092968,5.894875115457288
2019-01-01,5.858340626377746,5.62558865786655
2019-01-15,5.957985470227687,5.570762311305188
2019-02-01,5.978801689396265,5.716099514565805
2019-02-15,5.96338541107502,5.6993354778032455
2019-03-01,5.920523449914592,5.750670923712082
2019-03-15,6.033927825468742,5.705888549649205
2019-04-01,6.028024938730174,5.731178024565783
2019-04-15,6.074351221965816,5.726996139497009
2019-05-01,6.014149721801372,5.758209508868859
2019-05-15,6.071123447725916,5.801774790427058
2019-06-01,6.215646277211257,5.800886824560006
2019-06-15,6.096919741577207,5.828561575156329
2019-07-01,,
2019-07-15,,
2019-08-01,,5.907267333268679
2019-08-15,,5.763262629627971
2019-09-01,,5.80823603718836
2019-09-15,,5.799037238218257
2019-10-01,,5.757170050978357
2019-10-15,,5.771015811669442
2019-11-01,,5.732502770058035
2019-11-15,,5.785674872420951
2019-12-01,,5.818029138934011
2019-12-15,,5.786700268917317
2020-01-01,,5.75435806875749
2020-01-15,,5.763321038796345
2020-02-01,,5.675781063510792
2020-02-15,,5.614574181422755
