Date,Kampala,Arusha
2016-01-01,5.3845506511785395,5.3161332504449055
2016-01-15,5.1937148154921715,5.313708138404248
2016-02-01,5.307425308138028,5.30891085511358
2016-02-15,5.356531574440825,5.731657082610951
2016-03-01,5.425347422518691,5.7245594047698205
2016-03-15,5.413154735328748,5.721962954176504
2016-04-01,5.448326518888029,5.617142605034944
2016-04-15,5.509585207304187,5.400440642658901
2016-05-01,5.477387842636589,5.399964071637734
2016-05-15,5.514758004367279,5.39768511652383
2016-06-01,5.606639793091126,5.296231023149782
2016-06-15,5.606502980345127,5.291335463523213
2016-07-01,5.518558680276081,5.395121450512922
2016-07-15,5.4923782278421704,5.3918837370684916
2016-08-01,5.457606608016572,5.357856917668446
2016-08-15,5.4244927860608865,5.39836341672408
2016-09-01,5.470758335460079,5.403761418458451
2016-09-15,5.627181973628433,5.43679595632625
2016-10-01,5.554465747867358,5.44444472114339
2016-10-15,5.605005513884532,5.534579538846854
2016-11-01,5.694206580903874,5.649944168589701
2016-11-15,5.758867694182038,5.75282669928617
2016-12-01,5.823641598941343,5.794338779709701
2016-12-15,5.769210964269688,5.827777437084094
2017-01-01,5.587818608667763,5.869704669993074
2017-01-15,5.7164555007664255,5.930973454855508
2017-02-01,5.687172586241856,5.986426665467563
2017-02-15,5.682328731918932,6.031250271040776
2017-03-01,5.8162156113416374,
2017-03-15,5.970263159670798,6.11528598802862
2017-04-01,5.950101940264485,6.111559480006191
2017-04-15,5.959476692203088,6.268523178429757
2017-05-01,5.967570824954286,6.261541545051247
2017-05-15,6.011498977321014,6.1877713548258875
2017-06-01,6.04907800364661,6.183889545754441
2017-06-15,6.40700251050163,6.006220888349961
2017-07-01,5.343673231661951,5.7846371836482176
2017-07-15,5.372561740665815,5.497595701740491
2017-08-01,5.366831366827636,5.514044262101511
2017-08-15,5.423792202869158,5.499299789558962
2017-09-01,5.621333221193991,5.4992076023025565
2017-09-15,5.489861762984013,5.412854321800954
2017-10-01,5.340009551229958,5.408898442850501
2017-10-15,5.281513535114885,
2017-11-01,5.20226833320351,
2017-11-15,5.218853721469302,
2017-12-01,5.1489231087502825,
2017-12-15,5.222295398136079,
2018-01-01,5.209309680112678,
2018-01-15,5.112512658376181,5.380760254795821
2018-02-01,5.117816535418485,5.54110921613512
2018-02-15,5.272618116662868,5.53579587677543
2018-03-01,5.15217261741026,5.4499121698897035
2018-03-15,5.059852699520237,5.259386746576515
2018-04-01,5.1672225983747015,5.257175820927511
2018-04-15,5.123795709372973,5.25021947087972
2018-05-01,5.039616508713424,5.3430828702914175
2018-05-15,5.111724038485514,5.34498329758997
2018-06-01,5.112569262035685,5.391339105961063
2018-06-15,5.115661861135165,5.253218435175246
2018-07-01,5.108205107490402,5.031718853651894
2018-07-15,4.615789814822916,4.900092483650358
2018-08-01,4.549307094916364,4.902001142312378
2018-08-15,4.653708297357598,4.901519197262282
2018-09-01,4.594578261602748,4.739282205158855
2018-09-15,4.56091921874176,4.9023315780284715
2018-10-01,4.615308879366691,4.969585316326035
2018-10-15,4.802639924875964,5.029941707869589
2018-11-01,4.9483758808064,5.028424999593834
2018-11-15,5.037327715400159,5.025798518342362
2018-12-01,5.05496052587285,5.136507602734529
2018-12-15,5.014513321173723,5.188366307921746
2019-01-01,5.096200574330849,5.218885617578165
2019-01-15,5.15898161919944,5.184950383554069
2019-02-01,5.10420593332871,5.114944618859133
2019-02-15,5.326166783174299,5.1628664932766215
2019-03-01,5.311310720839797,5.1313885312131235
2019-03-15,5.1011077916433765,5.128853674501414
2019-04-01,5.369189903159008,5.141140312830274
2019-04-15,5.615633954984768,5.2216896097719925
2019-05-01,5.607646730880788,5.240051789536639
2019-05-15,5.523688078347364,5.213997725698514
2019-06-01,5.54764711093454,5.3096563986669185
2019-06-15,5.629212324591822,
2019-07-01,5.584291539316778,
2019-07-15,5.476083391530559,
2019-08-01,5.35472937439742,
2019-08-15,5.320824344947255,5.685438107137704
2019-09-01,5.2944760673529565,5.746956373572211
2019-09-15,5.39421279650503,5.686171358715641
2019-10-01,5.459953203059609,5.807795590512352
2019-10-15,5.52756483500613,5.688434236107429
2019-11-01,5.529286197320713,5.8231600757326785
2019-11-15,5.576072020033621,5.766461912362339
2019-12-01,5.656309786163976,5.777758201997086
2019-12-15,5.667632569042072,5.792303295626933
2020-01-01,5.698624413799216,5.871977938997037
2020-01-15,5.357169421755842,5.808464115211822
2020-02-01,5.383303193424278,6.042551197210232
2020-02-15,5.327866695514615,5.823283862802259
