Date,Tororo,Eldoret
2016-01-01,5.366612950491872,5.40235996842717
2016-01-15,5.340941584956898,5.485834693801714
2016-02-01,5.3145937976166415,5.562256875899748
2016-02-15,5.295622821353832,5.563125502987594
2016-03-01,5.291061483717872,5.5472578543800175
2016-03-15,5.348429982859414,5.540989582219774
2016-04-01,,5.537548771526743
2016-04-15,,5.591431987433599
2016-05-01,,5.594001072389111
2016-05-15,5.549749753989781,5.5852044312251925
2016-06-01,5.610142423642327,5.614821837749787
2016-06-15,5.602991124233586,5.6116514697897
2016-07-01,5.576141902958443,5.736872287953763
2016-07-15,5.4923782278421704,5.702791461199394
2016-08-01,5.423705056340891,5.669684032815304
2016-08-15,5.360092855457803,5.5313670964152335
2016-09-01,5.454821743197266,5.565890650588389
2016-09-15,5.5281612144275725,5.562781808867302
2016-10-01,5.5139818386605155,5.559682602097261
2016-10-15,5.555958906579959,5.556127854713065
2016-11-01,5.635625854879024,5.618013504133962
2016-11-15,5.656488286964094,5.58030741646639
2016-12-01,5.725621390378153,5.573927743219124
2016-12-15,5.695102992115967,5.570668024203145
2017-01-01,5.643596694341668,5.641291921173533
2017-01-15,5.687556151203077,5.635911086661275
2017-02-01,5.72931576756422,5.827643908543224
2017-02-15,5.722318971851242,5.819348123600469
2017-03-01,5.7813879192895,5.769808922343714
2017-03-15,5.969114394466924,5.807437756739882
2017-04-01,5.9628779560878975,5.983108652229409
2017-04-15,5.964084995289282,5.959753612171627
2017-05-01,5.983435180334269,5.998624812023313
2017-05-15,6.007103365847976,5.959846070158149
2017-06-01,6.029826072147289,5.9888055438607015
2017-06-15,5.797147848052577,5.996869315839742
2017-07-01,5.1801395887336295,5.85614021922058
2017-07-15,5.372561740665815,5.8020564056480115
2017-08-01,5.366130350325041,5.772486606150529
2017-08-15,5.423792202869158,5.783397572767739
2017-09-01,5.527474771622853,5.718719359584662
2017-09-15,5.471308355088266,5.763783859039392
2017-10-01,5.342139477487782,5.649511699367608
2017-10-15,5.342936347741292,5.553816903873834
2017-11-01,5.154580502417795,5.554973270008276
2017-11-15,5.154315200331731,5.521318248844151
2017-12-01,5.075605806730655,5.459230470500578
2017-12-15,5.1529607047350146,5.469216360284354
2018-01-01,5.275061057675458,5.46268546713954
2018-01-15,5.133677469568224,5.481115631967288
2018-02-01,5.117816535418485,5.49897092403976
2018-02-15,5.211709363575876,5.49549659756693
2018-03-01,5.204488406774421,5.52262078757555
2018-03-15,5.054234707216013,5.481896746596045
2018-04-01,5.094273598728534,5.478688512148342
2018-04-15,5.123795709372973,5.482449361196043
2018-05-01,5.039616508713424,5.475938750862315
2018-05-15,5.073983710502667,5.473526941134762
2018-06-01,5.044143123349394,5.246206386990925
2018-06-15,5.072644476051474,5.206229886463256
2018-07-01,5.064955123696586,5.206169450008134
2018-07-15,4.53969047128427,5.162662151664815
2018-08-01,4.526104197836701,4.949812336240371
2018-08-15,4.526622869038901,4.822899046160605
2018-09-01,4.507543104770602,4.879057495212685
2018-09-15,,4.8184961215260165
2018-10-01,4.468255461410195,4.883897777989041
2018-10-15,4.641371777279842,4.820050455724354
2018-11-01,4.8450582667783735,4.8108673548902905
2018-11-15,4.943140500340458,4.86663165427706
2018-12-01,4.944059829839408,4.983277002366445
2018-12-15,4.8042179123373625,5.088590146056171
2019-01-01,5.019239533194721,5.040090552975195
2019-01-15,5.100216309973188,5.184068892220713
2019-02-01,5.033716055574165,5.191413299921033
2019-02-15,5.300741684808489,4.98633127202233
2019-03-01,5.227376269354647,5.037706802375934
2019-03-15,5.223509773156054,5.077086378178995
2019-04-01,5.367203805187378,5.210427598645093
2019-04-15,5.550062909233008,5.431594033681344
2019-05-01,5.563053355337969,5.438255832750031
2019-05-15,5.520292489346226,5.649035176795705
2019-06-01,5.500180573695616,5.754895150102365
2019-06-15,5.579045065873803,5.743380796726998
2019-07-01,,5.589840001006751
2019-07-15,,5.5438376013660635
2019-08-01,,5.587806427414205
2019-08-15,,5.5870473348695375
2019-09-01,,5.586288818109315
2019-09-15,,5.525745210656986
2019-10-01,,5.522532862906612
2019-10-15,,5.521094538642053
2019-11-01,,5.7214621011750655
2019-11-15,,5.42003448827531
2019-12-01,,5.329027928900238
2019-12-15,,5.33365604618303
2020-01-01,,5.468477821559049
2020-01-15,,5.58726333833657
2020-02-01,,5.587021119331962
2020-02-15,,5.526948610126464
