Date,Kisumu,Mbale
2016-01-01,5.663050592336632,5.380096300829159
2016-01-15,5.658422997047921,5.315108037028888
2016-02-01,5.603264899627125,5.24560092612969
2016-02-15,5.658435682791919,5.28347200357132
2016-03-01,5.649614801044308,5.291061483717872
2016-03-15,5.6453157285155475,5.334696527843346
2016-04-01,5.644411917069104,
2016-04-15,5.661726557228723,
2016-05-01,5.662286980255242,
2016-05-15,5.656204742720281,5.492372641406479
2016-06-01,5.802409186260294,5.5871529054176285
2016-06-15,5.798528843119516,5.55801951760426
2016-07-01,5.795368494635372,5.518558680276081
2016-07-15,5.792136561535243,5.458544154826388
2016-08-01,5.791749730263689,5.426834949349819
2016-08-15,5.790034499001399,5.404544618028637
2016-09-01,5.79116715685274,5.454821743197266
2016-09-15,5.788058315131654,5.529090150862232
2016-10-01,5.784959108361613,5.532587026491551
2016-10-15,5.779982896630039,5.554161960903257
2016-11-01,5.77430474846033,5.6617284787816615
2016-11-15,5.768359647969329,5.73312151298501
2016-12-01,5.763139938819203,5.757206829097955
2016-12-15,5.756721464185711,5.732843320098814
2017-01-01,5.747452117001923,5.704078414783624
2017-01-15,5.852975591899102,5.685238653062714
2017-02-01,5.852145456585041,5.687940930497865
2017-02-15,5.964318411082766,5.722318971851242
2017-03-01,6.070165435692222,5.874231226657774
2017-03-15,6.057741573514864,5.999119475863482
2017-04-01,6.045890772185865,5.996356259907167
2017-04-15,6.1341510512095425,5.991297558814167
2017-05-01,6.2214516905106825,5.983435180334269
2017-05-15,6.219830190693429,6.022404210803276
2017-06-01,6.230121695754557,5.938288464858283
2017-06-15,6.234106630229812,5.629472606775861
2017-07-01,6.236415078500186,5.373399411927151
2017-07-15,6.0489982865163086,5.372561740665815
2017-08-01,5.938092164952554,5.368581761113166
2017-08-15,5.832822456095262,5.526976439104388
2017-09-01,5.838244418011139,5.567445339952891
2017-09-15,5.838868489147492,5.467556005469715
2017-10-01,5.789942314452403,5.294200015198664
2017-10-15,5.838103387324477,5.399799209635835
2017-11-01,5.7086395710418545,5.221686419060612
2017-11-15,5.705968095397696,5.151747804826485
2017-12-01,5.700392527317466,5.147636934939538
2017-12-15,5.690898990958889,5.1529607047350146
2018-01-01,5.68728780791741,5.138928883350879
2018-01-15,5.595333601459176,5.149262200584922
2018-02-01,5.691082366106241,5.149232731651864
2018-02-15,5.6812723892289725,5.144268082780344
2018-03-01,5.7570714098044515,5.139302426889725
2018-03-15,5.67054198068604,5.132759470328324
2018-04-01,5.748978841888254,5.126191201696839
2018-04-15,5.670452751457429,5.123795709372973
2018-05-01,5.741984323720734,5.039616508713424
2018-05-15,5.575087141284258,5.106418986255821
2018-06-01,5.54308517019238,5.088471710456624
2018-06-15,5.516384814767096,5.072644476051474
2018-07-01,5.51754129358232,5.067713746135665
2018-07-15,5.521002374922609,4.852632210495289
2018-08-01,5.339466838321893,4.576458083982315
2018-08-15,5.330396879833921,4.603064564538843
2018-09-01,5.507666154635059,4.637137876021543
2018-09-15,5.44265043059901,4.630512510540956
2018-10-01,5.512297429154828,4.562665145881269
2018-10-15,5.513197636284299,4.74422916271955
2018-11-01,5.5107485676315795,4.752465479950549
2018-11-15,5.527413550334973,4.943140500340458
2018-12-01,5.4941026261324355,4.944059829839408
2018-12-15,5.5611286309050945,4.949208222765956
2019-01-01,5.65008736520297,5.127453117834954
2019-01-15,5.493305968234323,5.131306897043219
2019-02-01,5.437422675972245,5.135136234020068
2019-02-15,5.427966688336249,5.279048860197229
2019-03-01,5.422118501286266,5.289896626335981
2019-03-15,5.476715704823058,5.286030130137388
2019-04-01,5.476130764378098,5.27784012457078
2019-04-15,5.620836033319873,5.61253317730652
2019-05-01,5.878614745410771,5.609203151428446
2019-05-15,5.874398484848228,5.6081538451375605
2019-06-01,5.872401062298474,
2019-06-15,5.743380796726998,
2019-07-01,5.841434452492073,
2019-07-15,5.930726323901292,
2019-08-01,5.864716772249512,
2019-08-15,,
2019-09-01,5.717985684444245,
2019-09-15,5.718253174917198,
2019-10-01,5.714671083395043,
2019-10-15,5.740418591141374,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,5.904179009916696,
2020-02-15,5.896530832160317,
