Date,Ngozi,Ruhengeri
2016-01-01,6.86381684883164,
2016-01-15,6.797188170491792,6.8135210551647605
2016-02-01,6.84643618772067,6.810748082922316
2016-02-15,6.846212776052781,6.790431092119046
2016-03-01,6.833407916560032,6.765571627177055
2016-03-15,6.836865783677958,6.779237455066693
2016-04-01,6.836380567541525,6.792719043066423
2016-04-15,6.782985177566352,6.798544539692396
2016-05-01,6.702189999306349,6.821736316210255
2016-05-15,6.692368099492527,6.7911934211890586
2016-06-01,6.685568171931773,6.805207369387469
2016-06-15,6.619871606758764,6.792370396876302
2016-07-01,6.679827536675793,6.861092994156332
2016-07-15,6.684206412398392,6.813201935145533
2016-08-01,6.682710315384156,6.802872318444153
2016-08-15,6.734557135541145,6.78904322653777
2016-09-01,6.7082937073360505,6.768226647180095
2016-09-15,6.6789081743070815,6.762050781454818
2016-10-01,6.682205652188828,6.736856110620549
2016-10-15,6.738949183236975,6.792533393429326
2016-11-01,6.723537991406674,6.8110443112941885
2016-11-15,6.710702043271596,6.810413684426482
2016-12-01,6.760664027159924,6.809377056711561
2016-12-15,6.806036926717879,6.810479038787743
2017-01-01,6.797299950721675,6.811583308225624
2017-01-15,6.763044091291506,6.805929147388593
2017-02-01,6.84046930029012,6.800242835141403
2017-02-15,6.881489888923772,6.848428079655556
2017-03-01,6.898158235476392,6.847954797375551
2017-03-15,6.822056771731066,6.845384689993779
2017-04-01,6.824953573129102,6.841007786991967
2017-04-15,6.820402653013379,6.843339265348304
2017-05-01,6.819595756887571,6.846374027923991
2017-05-15,6.827985957630916,6.852737401657419
2017-06-01,6.715064557494847,6.853417162565521
2017-06-15,6.824576372000877,6.854164942208932
2017-07-01,6.7731000240376895,6.858107532387714
2017-07-15,6.769032858936583,6.8576869493303585
2017-08-01,6.764496397229259,6.853863218306122
2017-08-15,6.752768872199904,6.848732973604506
2017-09-01,6.7904640276171575,6.836158484034943
2017-09-15,6.784953236328513,6.828856108109329
2017-10-01,6.776310739594655,6.820229900963154
2017-10-15,6.824876602470307,6.8233815623447205
2017-11-01,6.825085429349514,6.833153202340072
2017-11-15,6.832341119888101,6.847343831622957
2017-12-01,6.7834666575443014,6.852580761929317
2017-12-15,6.789052189203087,6.851658411926584
2018-01-01,6.794679448644459,6.805668132517342
2018-01-15,6.798188222500705,6.805091157745374
2018-02-01,6.8007898109193645,6.804516756600616
2018-02-15,6.803916369368824,6.8359432593471405
2018-03-01,6.805668604775688,6.829728545544641
2018-03-15,6.802573313056469,6.817473276852353
2018-04-01,6.799027696770069,6.807652905583659
2018-04-15,6.795512756341946,6.710613852196878
2018-05-01,6.738147321560794,6.703079531454919
2018-05-15,6.74199526031117,6.730464012647935
2018-06-01,6.690879228820682,6.7737533357147415
2018-06-15,6.695745420288031,6.815897885274675
2018-07-01,6.758535809247158,6.820153170268654
2018-07-15,6.7639346701980045,6.814656500500298
2018-08-01,6.708430085249448,6.809158933198022
2018-08-15,6.655333355220599,6.806864602037824
2018-09-01,6.6650053011353725,6.796921553933091
2018-09-15,6.6027541132215966,6.827230029427219
2018-10-01,6.611459209890555,6.813598416771321
2018-10-15,6.601327296532839,6.810071778101436
2018-11-01,6.723268116769353,6.807959666693398
2018-11-15,6.663548882067731,6.812208833519188
2018-12-01,6.664098181724499,6.817439060212475
2018-12-15,6.658418422669185,6.8355631349145005
2019-01-01,6.708937864442698,6.830828488019258
2019-01-15,6.714995018022411,6.809306459696213
2019-02-01,6.72055704379279,6.787285990253007
2019-02-15,6.713244325392688,6.776335923355868
2019-03-01,6.6959395101124795,6.763516390622766
2019-03-15,6.686550347102294,6.8760581790826185
2019-04-01,6.674019411427988,6.870501498290906
2019-04-15,6.6717737344904435,6.862767211617765
2019-05-01,6.6114345607170115,6.852355510523528
2019-05-15,6.622240862457765,6.851404835019904
2019-06-01,6.571243132766146,6.851349769330533
2019-06-15,6.62886885654007,6.849216775737552
2019-07-01,6.593369313372226,6.782376834188294
2019-07-15,6.59161724615024,
2019-08-01,6.589862103800083,6.633588287510623
2019-08-15,6.608412414978601,6.593910587099939
2019-09-01,6.634789292241042,6.579529471221743
2019-09-15,6.657749342898131,6.5716571634839
2019-10-01,6.657220032320602,6.563257642718898
2019-10-15,6.648804509550161,6.544967024644683
2019-11-01,6.640378009732886,6.52531244516117
2019-11-15,6.632664717216682,6.520605123980702
2019-12-01,6.624993870421932,6.5365525369873305
2019-12-15,6.619323188625813,6.528800562976612
2020-01-01,6.608228931323102,6.520988026077239
2020-01-15,6.601761996868704,6.50794577195153
2020-02-01,6.707511931543863,6.5031243093684505
2020-02-15,6.742250094624773,6.50014577425938
