Date,Owino,Tororo
2016-01-01,6.798784380987672,6.701852140811479
2016-01-15,6.780863139737147,6.701370265931681
2016-02-01,6.785863734730093,6.700888158736531
2016-02-15,6.782920392762594,6.712835221877033
2016-03-01,6.812433444848947,6.747314433444672
2016-03-15,6.81666122532976,6.769088580218906
2016-04-01,6.781698478553577,
2016-04-15,6.804630896958932,
2016-05-01,6.865181079880216,
2016-05-15,6.854761481672814,6.851732706010654
2016-06-01,6.731512427871016,6.76511962311692
2016-06-15,6.693065159941576,6.761624268926409
2016-07-01,6.711959545676619,6.747830171944618
2016-07-15,6.681962294716007,6.747654111243598
2016-08-01,6.676617289707049,6.676915752625248
2016-08-15,6.676958710145931,6.674876925007473
2016-09-01,6.669579553199765,6.6686852320788965
2016-09-15,6.73250569688453,6.663273905315209
2016-10-01,6.72413270251338,6.67272152530122
2016-10-15,6.767621992926765,6.703047839584803
2016-11-01,6.747918247451214,6.684248913678229
2016-11-15,6.616691967556228,6.655948215838951
2016-12-01,6.643105439816351,6.383064056764999
2016-12-15,6.71367257311054,6.470538876919828
2017-01-01,6.709005219374411,6.541418322337393
2017-01-15,6.675305847059376,6.541445993272433
2017-02-01,6.677944559785632,6.576508348170308
2017-02-15,6.688526311269359,6.570039397214098
2017-03-01,6.789634928124658,6.6037573604714845
2017-03-15,6.836408044213878,6.722750961194981
2017-04-01,6.820345673666395,6.750390632850896
2017-04-15,6.830895669900067,6.775015211505611
2017-05-01,6.848876293235224,6.794677633103546
2017-05-15,6.854794478039374,6.802743518466312
2017-06-01,6.798353170916925,6.812276817041749
2017-06-15,6.7891845540846925,6.81765089567165
2017-07-01,6.816866714907912,6.366186176791413
2017-07-15,6.844035257349273,6.816029043646575
2017-08-01,6.841756325876922,6.8359675977006775
2017-08-15,6.836897821439705,6.836897821439705
2017-09-01,6.829654908914267,6.8298959598977165
2017-09-15,6.853850366589606,6.828628948792869
2017-10-01,6.849756700969181,6.824710669043093
2017-10-15,6.757807827177755,6.8128676043607825
2017-11-01,6.76015492002685,6.700884219954262
2017-11-15,6.791068923412794,6.701332006442114
2017-12-01,6.786246224673918,6.72941128792138
2017-12-15,6.79121031440766,6.762911306234433
2018-01-01,6.779138454451733,6.5534664567841645
2018-01-15,6.7576686534123604,6.381191082177448
2018-02-01,6.757639184479301,6.420960528206205
2018-02-15,6.754222657587084,6.419298808372001
2018-03-01,6.747703532595385,6.433390594142882
2018-03-15,6.743758663329377,6.475814638342035
2018-04-01,6.86693289658317,6.545950719111276
2018-04-15,6.864996435711017,6.594152076181791
2018-05-01,6.8575456956748635,6.633594622830933
2018-05-15,6.880288890733101,6.663443156005881
2018-06-01,6.836374624684397,6.679309524299511
2018-06-15,6.749535613786933,6.654225433982608
2018-07-01,6.7365115042288854,6.650915155068403
2018-07-15,6.713384551210295,6.5666139786806585
2018-08-01,6.716524247478587,6.6264524243358505
2018-08-15,6.703920200722496,6.61767894313943
2018-09-01,6.716058448687252,6.68912257146834
2018-09-15,6.709428704165631,6.68010108907111
2018-10-01,6.768858393200249,6.686166677355136
2018-10-15,6.797002457317225,6.716637947549198
2018-11-01,6.800158323315804,6.722600088969929
2018-11-15,6.787015970707526,6.615958856191502
2018-12-01,6.789886520337739,6.619193001538903
2018-12-15,6.795680491078833,6.714023056750559
2019-01-01,6.788850769199765,6.7066961283230855
2019-01-15,6.790506319036384,6.709127768065042
2019-02-01,6.56367290033826,6.494419306649336
2019-02-15,6.594939580727151,6.4934929643904615
2019-03-01,6.6302377046216385,6.482112273675873
2019-03-15,6.641552832590525,6.47824577747728
2019-04-01,6.692003384699462,6.59552973763184
2019-04-15,6.765539538040429,6.681731580768337
2019-05-01,6.762291843417632,6.683148747336152
2019-05-15,6.76328975523027,6.709876556220062
2019-06-01,6.763797126782395,6.709348194898657
2019-06-15,6.7349348514424365,6.719636235880574
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
