Date,Mulindi,Ruhengeri
2016-01-01,6.150907484151605,
2016-01-15,6.121995058423815,6.059614035426265
2016-02-01,6.1170602156771245,5.992221519814052
2016-02-15,6.067845518050618,5.972084278247667
2016-03-01,6.047620469251302,5.946184257635977
2016-03-15,6.044219076808827,6.16865479115421
2016-04-01,6.037398679532242,6.3505274176451865
2016-04-15,6.086493204493299,6.356295554316818
2016-05-01,6.098340079556203,6.380077795136465
2016-05-15,6.053082526414337,6.249512355085702
2016-06-01,6.0619013872912175,6.245788826595525
2016-06-15,6.038102176969498,6.107132564166157
2016-07-01,6.050592344391332,6.157332360888703
2016-07-15,6.071315740003134,6.133770997056055
2016-08-01,6.066462394512732,6.173268809691479
2016-08-15,6.05481602023436,6.210808321208268
2016-09-01,6.063518644219073,6.257052652046707
2016-09-15,6.2852417543759955,6.268420499885853
2016-10-01,6.30139538940169,6.331652474601729
2016-10-15,6.297856884994962,6.3194663693278175
2016-11-01,6.263490237593637,6.435318518671753
2016-11-15,6.267631224141392,6.439817401969142
2016-12-01,6.261333239759951,6.472322691423477
2016-12-15,6.256186273341235,6.472550137670066
2017-01-01,6.235571704574938,6.187817273279038
2017-01-15,6.22783468971367,6.208711954105321
2017-02-01,6.208062044527821,6.2291789679687435
2017-02-15,6.1410310601783555,6.260458833047617
2017-03-01,6.154353587295888,6.259850333455934
2017-03-15,6.152237509433833,6.258051642699801
2017-04-01,6.148768871707904,6.253402841152678
2017-04-15,6.1506475619085075,6.384660785459621
2017-05-01,6.163897853378675,6.390108061736788
2017-05-15,6.179008306954575,6.395330794306281
2017-06-01,6.168481706982094,6.3969721376803355
2017-06-15,5.992423069182094,6.395356988088534
2017-07-01,5.9911711151091325,6.047576051615705
2017-07-15,5.972718688585244,6.164539768770413
2017-08-01,5.914101551669513,6.160488584088879
2017-08-15,5.902974179473444,6.256489932812973
2017-09-01,5.917356621974669,6.248098183886897
2017-09-15,6.017697763683958,6.2412519083112645
2017-10-01,6.018059196986646,6.23363083040881
2017-10-15,6.023433832963062,6.2355023862255505
2017-11-01,6.022687994269765,6.244994375170911
2017-11-15,6.018778121855658,6.259788674998292
2017-12-01,6.006677601907663,6.158269843311817
2017-12-15,5.988870920090783,6.158045356678502
2018-01-01,5.816019616071534,6.040736731833174
2018-01-15,5.829118640846597,6.040304680308272
2018-02-01,6.031488824801207,6.011286117483688
2018-02-15,6.061347230736669,5.891147034475059
2018-03-01,6.073198606388511,5.8858695278639335
2018-03-15,6.054728568936988,5.829566853466542
2018-04-01,6.1257312872435286,5.997897915733644
2018-04-15,6.110992729647756,6.040925167031038
2018-05-01,6.177304906898411,6.034473459811091
2018-05-15,6.107796089903599,6.039343175233221
2018-06-01,5.907532656485393,6.103328911862708
2018-06-15,5.8414794117826725,5.8673270045932275
2018-07-01,5.767504854534141,5.753936125328072
2018-07-15,5.766181177551998,5.7065654678776445
2018-08-01,5.8121156864514765,5.916706675330274
2018-08-15,5.8010580659399,5.992846130605414
2018-09-01,5.768643518576133,6.035329222014908
2018-09-15,5.787177696524346,6.021894233396215
2018-10-01,5.80556426669128,5.99956668309799
2018-10-15,5.836566232398598,6.000099875326919
2018-11-01,5.899585492897094,5.997390656910471
2018-11-15,6.0198904644974585,6.050275201124174
2018-12-01,6.053509975829879,6.123328952279136
2018-12-15,6.03999168241704,6.123331405662144
2019-01-01,6.054547407216103,6.000480185945827
2019-01-15,5.926431724741902,5.868444467091552
2019-02-01,6.04425569494536,5.952488292630035
2019-02-15,6.018584016222861,5.98628842153151
2019-03-01,6.022474167540506,5.975456961023795
2019-03-15,6.009842647209202,5.962419968657595
2019-04-01,6.0488759929578295,6.015043960556395
2019-04-15,6.015024412402308,6.064654850451594
2019-05-01,6.030397839248848,6.0535493513875585
2019-05-15,6.010214091253079,6.053942461080548
2019-06-01,6.018888976373797,6.0750159306070834
2019-06-15,5.9794869350526705,5.933375583093265
2019-07-01,5.959979437109077,6.043318161974349
2019-07-15,,6.142361748868113
2019-08-01,,6.005459359447893
2019-08-15,5.8990641707870335,5.901329177417885
2019-09-01,5.935280920583276,5.886382290661799
2019-09-15,5.914348084729251,5.97516682476429
2019-10-01,5.945441476578547,5.883160292742626
2019-10-15,5.935018787939712,5.851819844084738
2019-11-01,,5.8423984408812535
2019-11-15,,6.146068853697659
2019-12-01,,6.173184236902974
2019-12-15,,6.404687478052265
2020-01-01,,6.361402550264024
2020-01-15,,6.374581059884107
2020-02-01,,6.1339126362517336
2020-02-15,,6.078959818364267
