Date,Nairobi,Nakuru
2016-01-01,6.253532300921933,5.817918889704553
2016-01-15,6.253304538611959,5.952827783894579
2016-02-01,6.260044436016196,5.8149140715156005
2016-02-15,6.246970290885226,5.81330760318416
2016-03-01,6.237589453539799,5.804490381229515
2016-03-15,6.23413676277972,5.808257938442922
2016-04-01,6.09877443370307,5.809124384947471
2016-04-15,6.131316193506427,5.8149307154519505
2016-05-01,6.134762798646367,5.664759169400631
2016-05-15,6.127446251224562,5.655378637757975
2016-06-01,6.120152942198136,5.648495052856374
2016-06-15,6.113878588300459,5.740032636437907
2016-07-01,6.109681433087875,5.736872287953763
2016-07-15,6.107217608175139,5.792136561535243
2016-08-01,6.107350392399816,5.791749730263689
2016-08-15,6.28882214420791,5.790034499001399
2016-09-01,6.295723167605135,5.79116715685274
2016-09-15,6.292614325884049,5.733320098592375
2016-10-01,6.289515119114008,5.631754950138386
2016-10-15,6.266912176759117,5.624883450128195
2016-11-01,6.26162023913377,5.713323683938286
2016-11-15,6.273454597026335,5.743774172496715
2016-12-01,6.2679388547183335,5.714778867125782
2016-12-15,6.261223410655661,5.706784510899772
2017-01-01,6.251057492794427,5.695780106457602
2017-01-15,6.230233145309451,5.681887239771205
2017-02-01,6.224367702249815,5.718796031024982
2017-02-15,6.28477209158718,6.018177580755495
2017-03-01,6.317891007993051,6.070669087176049
2017-03-15,6.2991202759365,6.05672993964002
2017-04-01,6.308411055063845,5.991710855812071
2017-04-15,6.375445252063623,6.135999480571325
2017-05-01,6.376084879394346,6.1332110570663225
2017-05-15,6.532308658621877,6.139219946114761
2017-06-01,6.591699853506847,6.0484778753471
2017-06-15,6.582862258287834,6.051276038046907
2017-07-01,6.549287399780526,5.948733006048405
2017-07-15,6.568680282110603,6.050020259012001
2017-08-01,6.541947465824144,5.938092164952554
2017-08-15,6.575182723224684,5.952296109229553
2017-09-01,6.60223928890192,5.954056454859652
2017-09-15,6.452818628046244,5.838868489147492
2017-10-01,6.457360249046529,5.9547313924847165
2017-10-15,6.4264567850272565,5.95588642298086
2017-11-01,6.507873747494992,5.957042789115302
2017-11-15,6.455627486220984,6.063805154516606
2017-12-01,6.477722744858338,5.836471692020788
2017-12-15,6.44157001565702,6.048450743371156
2018-01-01,6.458906603918851,5.936332087663777
2018-01-15,6.391696141330559,5.9363307326786785
2018-02-01,6.314520086112383,5.879830221345724
2018-02-15,6.402750076415144,5.929388861474562
2018-03-01,6.337001217492534,5.926970446599849
2018-03-15,,5.894831007497779
2018-04-01,,5.8002721362758045
2018-04-15,,5.80167979138275
2018-05-01,6.019775118693772,5.7981215105407165
2018-05-15,6.020252119239107,5.800098106773262
2018-06-01,5.99124450939855,5.915149965809983
2018-06-15,6.1207007816204255,5.921849922875261
2018-07-01,5.968766018839951,5.9263453029559985
2018-07-15,5.821907780549079,5.923690474859021
2018-08-01,5.826505813490167,5.863944341745999
2018-08-15,5.853941276007686,5.800400509079656
2018-09-01,5.847703457420768,5.787819960666048
2018-09-15,5.824017987128114,5.65718560737662
2018-10-01,5.84972477568628,5.661178635711002
2018-10-15,5.853008774171027,5.66782598509604
2018-11-01,5.795069292380656,5.796331122201078
2018-11-15,5.79683785421319,5.648116296094692
2018-12-01,5.856860725024573,5.647768927166013
2018-12-15,5.857475586242599,5.6489308343495415
2019-01-01,5.839130022670002,5.648914721993819
2019-01-15,5.8445791434676355,5.648898609378483
2019-02-01,5.8616236951378795,5.654876311508777
2019-02-15,5.890392835370073,5.6514654163546005
2019-03-01,5.8703894503921665,5.645262052600476
2019-03-15,5.869841901477508,5.632775693106237
2019-04-01,5.887136052861878,5.630281444205356
2019-04-15,5.90094640924076,5.753828487639785
2019-05-01,5.876399905081218,6.076667374731454
2019-05-15,5.884326862045562,6.072849423572065
2019-06-01,5.85675828522802,6.1586963643158334
2019-06-15,5.743380796726998,6.101213747012686
2019-07-01,6.138752389225789,6.04022427061924
2019-07-15,6.421349240349763,6.065038661508886
2019-08-01,6.351704464092,6.192074318500116
2019-08-15,6.411891381764412,6.190513622706112
2019-09-01,6.306914227860388,5.882366632522318
2019-09-15,6.306206124427684,5.814204585907329
2019-10-01,6.3021720748200005,5.810214935358393
2019-10-15,6.3020303989901905,5.809553913892397
2019-11-01,6.308966718409259,5.669366989291664
2019-11-15,6.30824225140664,5.67381500905141
2019-12-01,6.224201737333471,5.672935144008969
2019-12-15,6.103421273535147,5.6727702922670815
2020-01-01,6.094600745182812,5.669971287485432
2020-01-15,6.094080940705022,5.723291611159681
2020-02-01,6.092705343597534,5.720196323172665
2020-02-15,6.089580991601313,5.428612709405602
