Date,Lira,Kampala
2016-01-01,6.436148975078473,6.549089386259069
2016-01-15,6.478206631457466,6.57731738494635
2016-02-01,6.518566601942577,6.508516266089075
2016-02-15,6.513984363131868,6.5350117303239434
2016-03-01,6.564992876650718,6.671906240070198
2016-03-15,6.566218004111513,6.609243981810443
2016-04-01,,6.518885743973179
2016-04-15,,6.551381020928636
2016-05-01,,6.590888743798449
2016-05-15,6.571103559520759,6.615933575438553
2016-06-01,6.4973427750168735,6.429005350510378
2016-06-15,6.497048837167734,6.477066337580395
2016-07-01,6.394664563239303,6.415933580826795
2016-07-15,6.417630640577653,6.41956825017436
2016-08-01,6.435400957333145,6.413894752112181
2016-08-15,6.48135865213274,6.5409626921290025
2016-09-01,6.426573778057876,6.556107830249778
2016-09-15,6.527179066016488,6.608326833396764
2016-10-01,6.413799605024702,6.577396609166684
2016-10-15,6.346535775359762,6.398114045424532
2016-11-01,6.278349306323603,6.381882860752918
2016-11-15,6.251666890053104,6.434986174328529
2016-12-01,6.286941482092109,6.500073397992073
2016-12-15,6.385939813542728,6.509105407369265
2017-01-01,6.4632159964443785,6.612564378292032
2017-01-15,6.503275976301969,6.61245173027075
2017-02-01,6.535238790885068,6.607299149439882
2017-02-15,6.569405482771316,6.745817624305464
2017-03-01,6.700593093584647,6.774305041813348
2017-03-15,6.564534684224114,6.8258503343514345
2017-04-01,6.55597204784259,6.821446658547321
2017-04-15,6.6167693122360465,6.829929019268972
2017-05-01,6.661574292137124,6.822144105081133
2017-05-15,6.516054988073409,6.487855737885357
2017-06-01,6.321415188976355,6.424615244241879
2017-06-15,6.278021149535216,6.357738960360644
2017-07-01,6.323424317453331,6.4321771310093
2017-07-15,6.367155657177179,6.471522643595779
2017-08-01,6.363348068111329,6.467893350509074
2017-08-15,6.361975912353549,6.474676016540806
2017-09-01,6.3579139951856405,6.498616292278132
2017-09-15,6.395805026332744,6.618651356660965
2017-10-01,6.392812303866773,6.606987185198222
2017-10-15,6.293525715563299,6.390068687798257
2017-11-01,6.295145251786876,6.372593103411213
2017-11-15,6.203880881695268,6.297843655052759
2017-12-01,6.223249728579018,6.337612621164375
2017-12-15,6.296693428683594,6.404257397307855
2018-01-01,6.286661969353938,6.393921507173515
2018-01-15,6.338173697093758,6.420267192626407
2018-02-01,6.338144228160699,6.440989810081778
2018-02-15,6.455460139358731,6.563914749160479
2018-03-01,6.487981003885049,6.597736688584924
2018-03-15,6.483939259878529,6.604789438391978
2018-04-01,6.644707197559189,6.719797648914258
2018-04-15,6.60739326454471,6.724293251975721
2018-05-01,6.5686328538369505,6.70807347665705
2018-05-15,6.30130810535935,6.376134705826333
2018-06-01,6.038338737864384,6.141810678834342
2018-06-15,6.017106084892325,6.154170225733569
2018-07-01,6.010643726556405,6.134606957780981
2018-07-15,5.996681677659459,6.128450955290582
2018-08-01,6.051343674657786,6.131779170741259
2018-08-15,6.038973322308375,6.115762704359025
2018-09-01,6.128167557405342,6.22424496797063
2018-09-15,6.121431822739718,6.2386891236697295
2018-10-01,6.175700184496219,6.288082666972602
2018-10-15,6.0276661383997325,6.223781017326023
2018-11-01,5.972722878040985,6.138293314353324
2018-11-15,5.9813210498236495,6.146186949806263
2018-12-01,6.148032634165344,6.148032634165344
2018-12-15,6.154407268815136,6.154407268815136
2019-01-01,6.242174275402044,6.309652122611329
2019-01-15,6.290943887549103,6.373813365371398
2019-02-01,6.297652324667658,6.418604935085321
2019-02-15,6.337387249727399,6.446507810833791
2019-03-01,6.366626203754583,6.445987944428703
2019-03-15,6.403227657108837,6.546800532856457
2019-04-01,6.470444201289956,6.596983860325174
2019-04-15,6.463373999770067,6.611633926220768
2019-05-01,6.5282893502574,6.664647080013183
2019-05-15,6.493439246185936,6.64740628814655
2019-06-01,6.403189041096826,6.466583346997119
2019-06-15,6.468615407132018,6.547946551878453
2019-07-01,6.473899710465941,6.569583061182738
2019-07-15,6.479156236656692,
2019-08-01,6.363039004991827,6.611500364290326
2019-08-15,6.398515368454724,6.621799854164206
2019-09-01,6.51024344817173,6.712568781274962
2019-09-15,6.5450757755170175,6.737947543206125
2019-10-01,6.471228222605499,6.716804066874644
2019-10-15,6.466997095441979,6.7156937211808065
2019-11-01,6.532366059267259,6.596293146573491
2019-11-15,6.531583465061057,6.658683967355289
2019-12-01,6.564379684893274,6.71414069027346
2019-12-15,6.467584308832078,6.704143954047514
2020-01-01,6.495450023834003,6.689903082685284
2020-01-15,6.532791355414375,6.714505194170786
2020-02-01,6.685716070563467,6.768159739774541
2020-02-15,6.68645276785693,6.769293127329221
