Date,Ngozi,Gitega
2016-01-01,6.102116937636919,6.354958130390406
2016-01-15,6.028834720029062,6.296193319508928
2016-02-01,5.92122619419895,6.295466642500111
2016-02-15,5.930182834374392,6.219167838606589
2016-03-01,5.997301919080965,6.196920769565578
2016-03-15,6.080085279967258,6.215285657680169
2016-04-01,6.005313902082904,6.2685493066527105
2016-04-15,5.933500328882644,6.2448465439168865
2016-05-01,5.928901748804555,6.276004167750348
2016-05-15,5.832381726287005,6.3471103380017535
2016-06-01,5.826894749932891,6.3467325664113945
2016-06-15,5.993810719415189,6.248512111137111
2016-07-01,5.913976592287441,6.121536739732892
2016-07-15,5.749577396731779,6.06122374962229
2016-08-01,5.835119156857294,6.118685997163968
2016-08-15,5.908513281514768,6.054106785775607
2016-09-01,5.906778490054323,6.113426558333937
2016-09-15,5.91138181063483,6.1197329473597675
2016-10-01,5.914724628175666,6.182765350647962
2016-10-15,6.0463516042297485,6.171191488735813
2016-11-01,6.1562859289462635,6.158721983744145
2016-11-15,6.143269121689526,6.198589299717723
2016-12-01,6.239638643431095,6.187018391014063
2016-12-15,6.275433053710585,6.227036512848734
2017-01-01,6.26880949077588,6.216734233622041
2017-01-15,6.233048551417794,6.126676587924211
2017-02-01,6.291324244122646,6.195862938430169
2017-02-15,6.190009375416296,6.188342708363827
2017-03-01,6.080106540280961,6.1380872803223605
2017-03-15,6.083595854626639,6.074327947695857
2017-04-01,6.278549747862325,6.078764511948255
2017-04-15,6.277044715576592,6.076078355817974
2017-05-01,6.265595796077003,6.058842929982743
2017-05-15,6.281201403477482,6.081335537032618
2017-06-01,6.075748554299915,6.017923362638963
2017-06-15,6.077610732578964,6.020229898809272
2017-07-01,5.89961513316127,6.080425544975555
2017-07-15,6.018392984072269,5.958457693318694
2017-08-01,5.95475143657423,6.065958368034437
2017-08-15,6.059859588631684,6.1135762051051
2017-09-01,6.149972230191106,6.149972230191106
2017-09-15,6.143099350156119,6.1396451152880305
2017-10-01,6.229229698805654,6.136273384348659
2017-10-15,6.228869104423331,6.228869104423331
2017-11-01,6.229294545621591,6.22772098117416
2017-11-15,6.319924866041962,6.143087519847287
2017-12-01,6.237235662910681,6.141727443695866
2017-12-15,6.243342928811339,6.2425502216751
2018-01-01,6.24830284061415,6.153468737943311
2018-01-15,6.254981189231674,6.156977511799556
2018-02-01,5.93648210791234,6.253744180498596
2018-02-15,5.93868912606712,6.164449338272502
2018-03-01,5.871986130189663,6.258163098513289
2018-03-15,5.872393469021647,6.2053630750916575
2018-04-01,5.801812236955429,6.206445744184067
2018-04-15,5.865792788148753,5.931205053334922
2018-05-01,5.719727094610259,5.927702424451297
2018-05-15,5.643382971643061,6.049819425140857
2018-06-01,5.5646538286159455,6.054662047298414
2018-06-15,5.567933976927659,6.1574827568231765
2018-07-01,5.739145179503344,6.169390316609996
2018-07-15,5.883119626063513,6.069332238350434
2018-08-01,5.8892268125399205,5.954787007852328
2018-08-15,5.676875716929893,5.833106697070522
2018-09-01,5.767163274813551,5.839733967648386
2018-09-15,5.768670592030551,5.839103867079471
2018-10-01,5.917726034587793,5.772910311696586
2018-10-15,5.908180115972894,5.837505158302958
2018-11-01,5.968201480598184,5.836556287841273
2018-11-15,5.9068882957854605,5.839065699446699
2018-12-01,5.9068882957854605,5.836556287841273
2018-12-15,6.024504345490049,5.831975429995446
2019-01-01,6.018907569523006,5.954645635304637
2019-01-15,5.898069736281122,5.961872692839739
2019-02-01,5.901934983382253,5.966915103113885
2019-02-15,5.894725429555528,5.958820590011928
2019-03-01,6.111845806410822,6.060303042145466
2019-03-15,6.105520464663054,6.051032279378985
2019-04-01,6.092602194811349,6.037793958316353
2019-04-15,6.090356517873804,6.0355482813788095
2019-05-01,6.090018822849641,6.035317687136583
2019-05-15,6.15223723321203,6.048383876844774
2019-06-01,6.081504425209332,6.058606461116078
2019-06-15,5.994140488272787,5.936856106050736
2019-07-01,5.993078061798194,5.972782970220485
2019-07-15,5.9889936469020695,
2019-08-01,5.98489248111995,6.040981947770994
2019-08-15,6.188880762315532,6.235479620541233
2019-09-01,6.229324184132877,6.229324184132877
2019-09-15,6.224975055420751,6.389982580147292
2019-10-01,6.222292891482121,6.388707875976541
2019-10-15,6.296980019745178,6.380914471230329
2019-11-01,6.372406304816314,6.373115776289848
2019-11-15,6.363647938984261,6.42100389929766
2019-12-01,6.357064639876909,6.499975802181657
2019-12-15,6.389081600412562,6.494305120385539
2020-01-01,6.340049102102762,6.48248210237558
2020-01-15,6.333582167648364,6.475394628031583
2020-02-01,6.278795714167296,6.468348321045469
2020-02-15,6.2274859072798545,6.4664468739510985
