Date,Masindi,Busia
2016-01-01,,5.979717423378281
2016-01-15,,6.008222853056385
2016-02-01,,6.030108008323483
2016-02-15,,6.02202722367026
2016-03-01,,6.076439888493851
2016-03-15,6.123251474202466,6.091773815325784
2016-04-01,6.060442530899319,6.091806862453398
2016-04-15,6.07692304133352,6.173231723467434
2016-05-01,6.077322641474356,6.200579144544911
2016-05-15,6.064285957152308,6.128824478289879
2016-06-01,6.070042738305509,6.145411064028589
2016-06-15,6.068293011053473,6.16172701769957
2016-07-01,6.054682991384673,6.029193081171234
2016-07-15,6.056735343862079,6.038767426445918
2016-08-01,6.052104707506678,6.047635426324382
2016-08-15,6.052130773563463,6.064265506029456
2016-09-01,6.1069795792240145,6.143944773457486
2016-09-15,6.10306056731719,6.202546118531996
2016-10-01,6.095489048077792,6.180486149306463
2016-10-15,6.077143615658899,6.1277195972409695
2016-11-01,6.173519819667611,6.072012873325774
2016-11-15,6.142057985848633,6.053064447655013
2016-12-01,6.133074570711704,6.040541068613632
2016-12-15,6.141759257364711,6.04250429926937
2017-01-01,6.136612844860007,6.039025098096
2017-01-15,6.135574564806038,6.06590802390268
2017-02-01,6.134535205606046,6.063785790544317
2017-02-15,6.127784079959406,6.100676423779259
2017-03-01,6.124489577113207,6.1362544186927925
2017-03-15,6.121292687066978,6.164756795236539
2017-04-01,6.113643140753075,6.2114316365718665
2017-04-15,6.161144161349006,6.197920491212758
2017-05-01,6.202184605937016,
2017-05-15,6.354372984576003,6.170337898271727
2017-06-01,6.361349334856827,6.01459182757544
2017-06-15,6.124503715111705,5.852293004104387
2017-07-01,6.122483898456167,5.850179194283425
2017-07-15,6.123622512423043,5.909813344777106
2017-08-01,6.118333395413176,5.9126371474713375
2017-08-15,6.116939383429103,5.93184719355464
2017-09-01,6.1101261299601,5.877032247792721
2017-09-15,6.108122953880963,5.797562702326286
2017-10-01,6.104634076604516,5.822725216064055
2017-10-15,6.09294639019578,5.758281564449163
2017-11-01,6.096754435110813,5.730587114417018
2017-11-15,6.096423615231827,5.67509115495089
2017-12-01,6.093598919155624,5.719617573288181
2017-12-15,5.913047367970069,
2018-01-01,5.902456860672624,
2018-01-15,5.842409381144868,5.842409381144868
2018-02-01,5.839799265618317,5.844953916206982
2018-02-15,5.839995909933781,5.891374481824263
2018-03-01,5.902478211810154,5.935735433566636
2018-03-15,5.828507432588327,5.9540524735802
2018-04-01,5.8876329296930106,6.074426947692899
2018-04-15,5.8852374373691445,6.072031455369033
2018-05-01,5.91239643131641,6.065576641469793
2018-05-15,,6.110252868596641
2018-06-01,,6.04469993356747
2018-06-15,,5.97454647047353
2018-07-01,,5.925581288012556
2018-07-15,,5.922490361754386
2018-08-01,,5.914221256944892
2018-08-15,,5.9058832035014115
2018-09-01,,5.969943552190448
2018-09-15,,6.0168068716608465
2018-10-01,,6.020651435457276
2018-10-15,,6.084361482076278
2018-11-01,,6.094901525170407
2018-11-15,,6.113211752990712
2018-12-01,,6.102570260088587
2018-12-15,,6.118856284550818
2019-01-01,,6.17522185352179
2019-01-15,6.287738756600155,6.250121893028848
2019-02-01,6.253849702009266,6.289684155018482
2019-02-15,6.379122069505014,6.309607685620324
2019-03-01,6.305033192846769,6.3144009428503685
2019-03-15,6.343399460271448,6.289332239001173
2019-04-01,6.350019156170734,6.450456860365343
2019-04-15,6.386200734524484,6.446663549166113
2019-05-01,,6.442855793948987
2019-05-15,,
2019-06-01,,
2019-06-15,,
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
